WT,pptase,ST,GFP,SpT
332.738739,3714.261963,76.775864,60595.17969,-82.993973
99.986694,907.194702,4.624852,13775.50879,-90.560715
540.086304,2459.377197,-143.920502,69310.80469,-227.51503
34.395336,20.012554,-13.426983,2754.496582,29.294657
713.009827,7819.02002,9.5458,65929.80469,71.062332
226.835434,1077.29834,-10.032221,24728.99023,-42.489025
150.170731,879.578125,-18.435497,8831.070312,-43.339485
68.391602,1720.054443,-19.524475,49167.05469,267.723511
76.424011,375.305359,0.54206,8289.878906,14.741405
79.595436,1542.997925,13.707607,19652.5957,-395.035217
202.42186,166.567566,69.205322,3376.451172,98.960114
75.169067,113.868065,96.821022,3680.668213,26.488983
250.44252,1419.442139,7.04108,17566.10156,-301.01535
93.241653,120.162788,-4.639475,962.679321,105.071686
3.053549,4062.625977,-41.669769,66771.60156,416.364075
360.902924,2778.579834,83.203445,36259.53516,-535.731262
41.491173,339.514709,148.512497,3320.841309,-73.124832
472.439453,3524.358643,-58.688831,53784.36328,-676.846619
120.904678,253.32222,-15.94012,6522.000488,123.476479
305.247803,979.110474,39.920845,15896.42773,-256.171448
206.609756,1567.488525,-177.550888,13428.91699,-48.671829
36.577545,1240.062622,13.032854,25743.11133,300.643433
50.167015,327.916901,0.419834,7008.47168,105.435623
-313.351196,2836.778809,-74.916603,82806.46875,34.402706
41.326309,531.635132,32.314407,6457.539551,101.778503
209.740387,413.5,-0.205259,34464.5625,370.867035
282.673706,1286.233887,12.794029,16385.72656,-69.288597
92.806725,52.637177,-11.177321,973.640686,71.882805
86.058907,199.710724,6.522489,4519.277832,132.179672
151.686783,2067.570557,12.432532,23410.81445,-523.220825
333.401581,2898.348389,-95.356644,79738.08594,-976.822632
121.443832,2372.662842,-74.77533,65476.03516,176.344559
25.784389,617.029297,-24.661856,8309.84668,-252.486099
22.651369,149.189743,17.33584,10222.98047,33.185131
152.638123,406.754242,19.382153,6267.399414,113.285713
19.376625,93.17112,-23.316273,18568.13086,244.257751
-312.423218,14917.26367,-104.898773,137546.1406,1442.06897
160.403793,1486.782104,-55.860619,20364.62891,189.066635
117.393501,1513.598999,-75.00164,28004.22461,328.558075
-21.194099,502.634186,45.192593,46212.51172,67.904701
-60.644638,650.433594,69.949028,4767.782227,-177.687515
63.615658,599.495544,12.719848,16279.76172,-23.275469
145.801147,74.449303,24.748583,1457.964722,52.844547
16.612276,1492.933228,-12.484748,27638.88867,180.676895
158.70723,492.122375,2.397858,8195.245117,56.404423
112.107918,2451.420898,-19.276035,34135.80859,-698.459229
97.097481,733.698975,-66.463142,7670.186035,91.852638
22.133923,1110.218994,38.396568,56334.4375,-45.115952
220.244415,878.144653,-60.29826,38724.67188,75.339783
-287.356018,3660.554688,-52.750721,93723.35156,-1278.368774
467.366364,6462.221191,-49.562263,135568.6406,523.942322
44.048431,1241.531982,-111.982956,26030.97656,-11.417833
130.684128,412.68222,66.663559,7269.919434,-55.72488
207.770142,1898.359253,20.652653,32784.52734,-337.216553
-7.476335,314.408569,-30.540867,4129.120117,-20.617682
106.802788,765.313782,-66.551834,14202.44336,45.057644
83.579208,760.62616,70.584267,10118.25098,-65.640877
107.043564,304.782257,117.074623,2131.139648,-65.608589
-17.955822,681.098877,47.954521,3032.241943,-238.579605
148.171875,545.285034,2.363943,6142.322266,-73.364937
44.742756,192.471161,-103.797638,11457.4043,133.01416
1066.44043,7826.809082,32.639069,135479.0313,-1576.694702
-53.757465,814.973267,-2.898296,22755.29883,-166.872757
58.955112,677.166504,32.814926,14758.12695,161.678024
69.927017,36.148685,23.685633,8696.243164,64.856071
38.385509,569.986938,-12.093175,12582.63281,143.1409
42.384518,757.228149,-45.001427,7369.786621,-270.084503
941.21228,5053.725586,-40.826595,123497.6328,-493.71817
100.022476,352.084015,11.583468,5100.29834,7.026585
118.264496,779.923096,2.400592,12476.5957,-322.774567
29.272301,1365.6604,-105.994232,17837.44531,-70.338852
176.392761,190.362381,43.566086,3899.063721,133.020325
324.239685,1212.448975,6.508715,63093.25,-103.711914
162.515793,865.299072,3.216698,28597.12891,163.361298
210.414948,412.443634,50.75288,10062.65918,35.601906
66.31517,1748.207642,12.451543,25157.53125,279.840515
101.951691,606.320557,0.266133,5504.251465,-26.961119
165.044083,1533.746582,57.971874,24403.85742,-461.336731
454.976105,5619.161621,18.063019,62949.48828,-1259.987671
62.751141,154.283936,35.271858,7186.072266,25.695143
118.34021,94.641632,-51.400116,2791.364014,-27.238768
50.419491,370.690765,12.178967,18332.75,102.597092
798.971069,4912.529785,31.833906,23448.50977,-672.96228
36.149231,2248.101318,31.532969,46608.66016,1.08605
-449.29718,2688.162354,-47.051777,112857.8984,742.247803
120.461411,1294.084961,-1.969706,32721.99023,62.158367
457.192352,1812.948242,83.830887,23878.66992,-86.468193
99.619118,140.004303,13.851057,8565.65332,66.343735
292.812714,22.464128,-10.013749,15426.94141,188.46106
188.926102,224.159744,25.859241,4214.005371,84.639992
59.45982,424.904938,17.24931,27707.43164,134.841873
68.740334,579.244751,28.68194,9535.286133,129.096146
445.530334,2970.645996,-4.344421,74826.09375,514.865112
133.37326,1494.587158,89.853935,19719.7207,-508.903381
1046.881592,10320.28027,-80.994965,146142.5,-2328.702393
47.166672,1279.361572,-32.300579,32822.39453,358.366547
146.528717,525.4021,-53.324337,13722.12695,-35.890873
322.515778,2733.666016,-40.332249,24065.01563,-55.185299
122.532669,174.526688,6.942602,2228.967041,-39.253731
63.952148,1259.771118,-67.506691,29071.76172,126.544151
92.249901,284.218781,-4.180049,1637.834106,76.699089
-89.93811,2037.373291,-87.326439,46743.1875,-23.543486
164.953766,473.08136,22.734688,14038.91406,-6.389589
-179.478134,524.637695,-6.968517,3830.53833,-221.375824
85.57016,6005.481445,37.560047,164436.3438,-591.01416
77.63871,133.881073,-55.699947,3864.262695,108.597816
597.222595,2224.540771,-27.294722,20910.38281,46.64677
85.945259,716.460205,-1.52952,27495.5332,100.64698
108.895264,539.515747,28.281361,13432.54199,-6.512778
62.600433,255.884857,-32.942394,14622.18848,-26.244968
65.106804,467.477386,79.21154,14174.69336,-162.272202
53.785446,3618.234863,-68.052635,65573.64844,-265.410522
141.842422,208.43721,-62.893707,15324.96582,119.030304
369.563416,1743.692871,32.816132,31506.11523,-261.335114
-91.454269,733.63678,-21.414492,8246.34668,-430.800842
145.69989,734.781067,-132.504028,12190.01953,143.312653
68.30262,2325.884033,-123.755821,42662.85547,262.242615
42.438957,1627.157593,-12.018624,21958.24805,-346.350739
84.77713,468.233917,-24.143406,3067.409912,60.190945
71.399887,215.562454,-67.371651,5937.098633,159.336243
-89.5298,227.538849,34.494629,5711.624512,-0.642403
94.917366,136.869614,40.393063,1087.525269,-36.315014
154.099335,612.335327,-51.648636,12372.09473,120.605461
-23.275398,201.565689,-27.651546,2345.987549,28.516933
0.003286,91.847504,51.762051,3906.332764,23.157965
119.767387,1211.696899,7.49045,20082.03906,29.674276
-54.967167,312.016052,-3.240536,14516.35254,127.305466
-245.92186,970.542725,-75.867126,67222.30469,245.255478
177.675903,273.728638,-51.83746,41895.21875,180.148392
21.941051,542.591736,-17.795094,8767.407227,-179.569763
100.347031,620.342529,38.10804,3718.401123,-235.216141
65.358788,334.062378,40.458477,16081.0918,150.351273
113.977203,408.371979,62.097866,2201.418945,-76.945793
79.319244,643.719666,45.586815,15517.83887,-54.257332
12.198235,139.183334,109.212959,1981.321777,23.018238
120.58934,2671.59082,-58.051624,29403.97266,156.505463
-12.461151,1130.097412,0.762061,11382.85742,-365.725555
11.278072,417.807037,37.385307,4773.831055,28.753471
43.564682,250.593491,-7.707816,4524.380859,33.794037
425.415436,4633.378906,60.326958,51781.69531,-1213.536987
35.198586,892.54541,88.254822,12562.35938,-249.514069
25.282848,834.24176,42.986355,7087.591309,-190.444534
60.865379,277.14328,-57.245945,3067.748779,32.729008
44.210766,1872.810425,6.147779,19551.98438,-640.527588
96.698997,869.392395,-2.120198,38200.41797,112.453316
46.723343,127.710899,-44.853992,820.125488,7.069596
495.917267,2569.712402,-48.602116,38320.76563,-556.23761
-504.523438,1256.498291,-51.292179,116619.8828,512.0401
114.352287,46.121418,44.004276,2162.957031,79.938141
-33.456726,3152.526611,31.40564,84448.96094,228.874481
207.261475,405.474701,4.215322,6647.460449,-29.953785
71.150681,293.93161,10.707705,3886.203613,64.329872
33.673252,760.984802,-6.497261,5879.709961,-292.703766
659.008911,3033.897705,-166.061081,187753.4688,159.267563
50.228378,8.265364,6.232824,11804.82227,106.185669
85.463974,254.94754,-5.589861,4938.123535,40.437832
-119.467453,445.529663,-39.293915,11282.82715,-5.482887
76.458961,644.360718,3.305265,9797.674805,-231.108139
22.294584,633.015198,7.301087,6110.692871,-150.231628
64.410431,1024.468506,-87.377426,19093.59961,233.825027
119.056389,281.720581,-28.525055,2195.523682,-2.366185
40.481976,235.604736,-17.116442,4699.711426,70.556076
-27.63937,1717.596069,-54.043468,32522.94531,145.041641
-167.158386,908.26062,95.424141,21476.33984,151.737289
316.788239,1899.725342,-27.175367,121615.4766,397.479553
145.917114,396.8396,-45.643593,10814.17969,95.89695
-70.667053,232.724411,42.55117,28158.79688,-20.480019
-79.61792,1096.487305,-2.024486,59362.03516,42.128155
232.212494,1953.594971,20.766077,28034.22656,-112.333672
68.760895,1292.597656,-29.282818,51541.98047,103.974556
71.803139,113.226295,52.840366,1982.243774,36.276119
-492.448608,7748.104492,-89.970978,162823.4844,857.388916
107.04425,454.100189,-68.448441,4632.914062,-95.093513
-35.94622,1625.213379,-56.127853,15388.12402,-636.492737
189.543961,328.96167,71.79911,12274.12695,119.722931
180.967529,644.968933,-98.250275,24317.81836,90.696404
-53.583084,581.694397,-41.500042,2852.342285,-231.314041
-113.655037,1125.496094,-102.346588,20378.03711,-65.38623
118.422256,286.579803,6.486645,2503.531982,8.127777
189.614349,729.16571,10.205663,12965.94238,107.647934
39.307911,382.475525,26.605577,6953.825684,-107.027382
112.292725,201.203934,9.81937,5180.82666,109.085449
-15.130679,2599.965332,49.582134,120486.7344,652.058411
455.410583,3861.787842,-109.500145,57031.95703,-1042.325562
190.98204,302.367889,-52.723885,7806.244629,-138.295502
177.41658,114.863541,-45.379292,2001.037842,32.931671
276.764069,949.945557,-52.83036,9535.241211,142.467926
54.857635,262.687073,19.745972,1859.426147,-90.255928
91.770752,485.601624,-24.913931,5792.637695,24.669256
120.882698,1243.631226,-52.938633,21925.16016,158.699432
34.944653,155.248108,-26.043573,5403.832031,90.625549
468.897675,4222.104492,-69.931702,97856.53125,56.884541
35.709122,1702.671387,-86.206512,29983.16797,331.240509
103.830917,1141.749146,88.234329,9187.362305,-302.674072
184.690979,482.923492,25.712408,18338.51172,52.769478
-26.134615,279.741699,8.096512,3034.708252,-99.332886
190.600174,571.703247,102.372047,3087.763184,-350.013458
115.796082,1234.857666,-6.415878,25238.83594,318.739197
-23.428383,205.621674,-27.456257,3846.358154,30.177097
-126.725647,961.164124,-2.802469,26226.82422,77.443077
50.07198,866.404175,74.29406,15460.27637,64.480606
124.575157,1597.755249,-11.115905,33131.98438,74.973068
853.540771,7800.071289,-128.570557,196935.9063,-820.544861
149.704773,984.152893,15.954877,14272.39063,-102.228592
217.437485,1851.92627,5.219937,15745.40918,-472.75824
314.80658,2965.535645,-197.057205,58373.92969,142.33725
38.568123,756.958313,-10.298323,15836.50195,144.674942
133.34639,230.121246,110.754501,6081.358887,-125.161484
140.515228,1504.643188,-30.105789,48891.05078,190.084717
-84.042282,267.045868,-125.831131,2130.402344,-31.612368
-58.293736,2621.436035,-12.424618,27068.24609,-554.279541
-15.854333,683.671204,64.171524,34088.90234,-28.27581
81.123245,827.687683,-166.809769,18037.30273,108.576622
129.792419,360.939697,-23.47839,21525.55859,-145.490845
486.574799,2201.494141,-28.879208,28316.88086,-354.78833
105.671608,447.969116,54.113567,1896.259277,-162.448746
24.563318,145.194351,-22.426989,7035.472168,93.307381
38.179523,2597.186035,-47.661762,88600.03125,374.685486
214.702728,1759.80603,-62.583622,29290.50391,-419.427673
20.972118,173.393768,-115.334175,28905.99805,46.25843
-12.525563,1466.502197,35.883595,39814.30859,147.622284
14.011552,146.509735,25.631849,2629.446289,86.019684
143.027405,116.465561,-40.123253,657.123352,39.882462
266.932526,890.08728,73.575546,15876.31445,-84.301025
7.779112,748.201538,-52.721336,27701.37695,-92.120674
238.43866,1384.973022,6.672323,16164.72949,-603.43042
202.760086,1265.54248,69.484421,16463.34961,-463.025665
149.063904,255.802567,-54.742104,4848.873535,26.339079
450.794952,15485.65039,-112.768944,178099.3281,-2097.882812
230.40416,183.286652,66.384544,1511.738647,-11.178825
289.885132,787.898132,32.734188,34667.88281,97.733429
132.631775,3364.509766,-122.607758,51789.23047,335.563904
125.596291,901.980042,-19.106995,8972.481445,58.626202
196.894958,415.611847,-77.179192,19596.65234,-66.180801
523.667908,5234.776367,-64.807396,61122.14063,-1411.556396
2.946056,335.101257,22.630215,52491.51953,74.072563
93.229858,1117.984009,17.557806,41078.80859,-11.923515
-85.845139,27.647537,-53.555527,19631.34766,52.386566
-81.166832,2729.63916,-29.725037,55390.51953,290.819855
-31.267748,620.224792,-63.752254,23652.34375,197.532471
28.328369,409.243866,89.459068,13259.50391,138.339035
167.145691,700.585815,26.459625,14462.5459,-186.991943
160.828918,917.051758,32.239136,8381.333984,-398.927917
219.789062,639.710327,-83.302338,9608.553711,-43.773521
170.775803,337.07959,18.085108,2957.470215,-77.715355
171.80542,74.202415,-57.862873,1846.742798,169.698914
139.949051,345.295532,-6.006829,4956.758301,-63.758881
132.021149,464.289642,3.945901,5537.233887,49.412704
-241.348007,1327.266479,16.511427,26970.18359,-439.189453
-53.50465,737.419312,-23.19298,15377.86133,149.970169
61.279842,189.444199,3.765849,15067.61231,162.45784
147.365616,369.830536,50.897717,4202.339844,131.441971
85.412613,1223.406982,0.058453,20623.80273,35.068874
64.959373,211.141693,85.23867,5648.797363,72.271103
-54.126724,1412.976929,9.790456,34093.26563,120.009102
181.921524,256.886749,22.046225,5167.80127,-28.561512
17.674402,321.358826,90.316071,12634.36621,-21.970354
192.036102,415.744049,114.556534,13402.28516,0.384577
97.867958,576.510254,-12.210462,15162.71289,187.735245
544.28949,2943.078613,21.484217,55294.82422,-671.988037
59.448978,430.411987,-22.965979,6059.327148,102.895401
74.622536,180.274002,-29.26874,4781.116211,29.559031
255.806259,403.970551,24.327126,13354.67578,169.370438
106.160156,136.542465,-130.578064,1928.554077,-35.165134
167.285492,384.080475,-11.546771,9896.198242,113.810242
92.678207,207.930099,2.131631,2534.452637,-52.674164
72.93927,68.352921,33.424263,1800.0177,7.833744
424.965332,3907.835449,-30.957699,59992.49219,-1529.153809
-56.004959,2401.046631,-50.240791,71802.375,296.008362
90.370499,837.599548,82.814278,7656.228516,-0.596495
201.305573,112.638344,-15.010701,4171.156738,80.701912
59.927856,242.007828,20.887157,3959.715332,85.366898
61.417984,539.55304,42.002201,20123.30859,12.316269
-186.041183,1938.598267,15.591723,21190.20898,-840.761292
25.039761,536.563232,10.765684,27750.6875,145.749146
221.871902,124.355888,12.713999,2637.312744,151.957092
111.587402,1458.065674,-31.353899,21057.69531,66.268524
71.05584,4444.835938,31.321926,78091.89844,-1560.709106
91.469208,810.140259,-41.984703,25275.17773,-292.365784
330.61615,4137.267578,10.474113,24303.30859,-18.416796
2.64804,23.640797,22.503214,13349.60449,63.494278
133.351013,183.590118,22.664793,1377.792358,-4.733571
280.332794,1281.528809,-9.968931,12147.57031,-68.051323
-45.036331,409.107056,-26.407387,21394.3418,117.608902
-9.208906,1046.723022,-50.1469,25135.71094,-310.65097
230.379562,827.389893,7.959077,8514.831055,-354.715332
105.383415,4163.464355,-36.224586,100975.6875,399.095032
-208.00351,2360.674072,14.66546,32229.72266,-1163.805908
150.409424,428.197479,-51.412014,9180.914062,104.594315
2121.249023,18822.89648,20.909834,111642.9688,-726.820862
73.727257,434.982452,12.550204,7413.921875,-158.741837
-70.240059,1985.181396,-121.842445,38766.26953,47.037621
12.930788,526.155273,42.977001,16128.08008,123.927834
203.270508,10050.90918,-122.86599,111481.8672,882.738159
76.754356,1183.692017,-18.23464,103075.0469,274.792175
104.289955,25.541538,91.834831,16980.8418,-49.297901
36.593079,83.292572,31.898901,9713.573242,110.3209
86.115784,136.674973,33.537434,718.184875,-0.266561
-323.781738,7083.179688,3.71651,183114.9219,1398.002563
21.569948,347.849426,1.629594,2249.270996,-46.420628
337.944885,4151.553711,-43.24646,82813.74219,-204.862274
233.862427,694.125,25.458504,10643.36719,148.461975
64.973152,184.585205,25.569267,4871.192871,107.67189
-598.733704,3997.150391,-94.109322,164957.6875,686.320862
101.724266,249.751877,-28.260311,20018.53906,7.113214
59.678776,430.797333,-3.302662,8043.737793,49.087566
116.86853,270.983276,-46.521427,14398.36621,130.542984
-3.163275,1628.461304,-81.300957,18176.10742,-985.591064
-282.085876,1413.883057,-150.386047,49257.60938,50.477386
172.291199,152.235565,-76.159554,8195.618164,174.377594
-14.16667,247.16954,33.028931,3732.461426,107.401634
147.509949,1318.577393,21.504919,18667.20508,333.553558
22.728722,387.107117,-49.545589,2963.444092,-108.644524
-145.440338,655.929688,-72.6343,33635.63281,57.333298
12.34409,242.374695,-155.95018,5103.253906,-43.413559
194.526672,2591.073486,-64.991264,63878.13281,50.662315
-91.26799,654.852905,-8.633836,7462.703125,-403.511871
200.451538,1121.781616,2.502818,27111.49609,-20.141926
154.333267,1280.051147,-8.541089,17020.99023,-392.695526
-3.106275,2757.226318,4.492138,48518.24219,13.294772
44.80518,137.86763,20.942678,2173.091309,3.650728
133.181305,151.578949,50.197762,2134.485596,64.359871
