WT,ST,GFP,SpT
-48.575768,1018.512085,13890.22754,383.279449
-1.617939,161.069595,2608.417969,199.378159
277.178894,1093.147583,24450.7168,-413.090607
13.891747,1095.766113,10546.70996,754.605896
176.685394,316.395172,8532.139648,326.210052
-26.76964,177.055435,2889.610596,286.1521
175.945023,147.058243,3021.081787,82.005226
1.549997,168.051468,3814.075195,379.042603
32.607838,296.178802,1652.983154,171.247559
-164.580612,3183.315186,23658.30273,200.385757
180.695923,4265.111328,37784.82031,3823.784912
766.072266,3817.299316,28258.81836,884.524536
87.948685,1065.155518,5098.91748,-85.514915
23.620869,247.305283,3146.491699,301.24411
-63.109848,792.46991,10359.52637,818.666504
191.421921,1872.006836,17150.81641,1330.641602
80.99115,285.168915,4386.386719,270.281158
-2.433052,1434.634155,10794.44141,757.117554
-347.070068,6587.746094,60458.33594,8052.907715
-20.290367,807.980713,3251.096924,386.93045
-821.410889,5432.166992,182266.0313,12991.14648
74.871162,3.34814,361.180145,20.338331
-96.970573,2353.339355,25045.22852,1789.843994
-33.9049,484.926971,7227.575195,168.876099
-22.534164,1053.717041,27381.51172,858.554077
-126.96933,6706.105469,46780.40234,5071.666504
-21.637192,1799.59082,10443.7002,434.121246
78.163376,929.92041,8711.353516,1183.456909
-78.043777,573.19635,2262.224854,168.792831
21.175049,1357.271606,11903.62695,886.80658
-36.504456,520.183289,11342.30078,524.518372
-9.299004,464.330353,10520.16016,164.37941
198.773193,511.875519,6073.792969,15.73398
106.284882,425.257935,2765.523438,252.359482
1291.910156,1481.262207,100019.9922,215.4552
53.71463,157.427322,1547.437622,220.260483
85.792259,800.258972,11895.77539,543.031616
143.479477,67.346184,563.630005,113.507866
-51.595276,579.073853,7260.332031,304.11499
-259.528442,4465.320312,70082.42969,2723.579834
3.69812,260.021973,2253.402344,168.097183
105.785301,671.438538,2809.612061,331.352081
123.263596,414.704651,8254.013672,94.465172
67.475128,49.801765,391.736084,117.972427
102.568512,2800.916016,60155.86328,4447.964844
-23.417717,432.893707,4044.82959,246.339493
-144.104401,5061.495117,58054.28125,5647.405273
56.81842,1903.088379,14848.38379,1059.524292
156.026093,493.825836,3410.611328,228.470993
77.690086,403.151428,2447.69043,28.424799
-586.047058,7788.95166,86900.85938,4308.448242
-736.04364,8557.25293,104091.2656,9675.011719
45.038193,1267.400391,9333.027344,-96.492935
111.248016,148.571533,1795.451782,220.172699
4.051054,165.139938,4202.835938,134.954697
20.299248,677.22699,9222.704102,344.211456
227.774658,6065.108887,43043.3125,264.964081
7.288261,442.609863,4889.087402,140.127838
52.959442,1069.125,5690.200684,615.617676
-80.47348,2609.254883,18870.19922,2366.321045
79.909676,271.490326,1680.870728,76.709106
103.852249,926.502014,8084.873047,701.110291
73.031967,368.509003,3078.485352,77.686066
-0.000061,780.809021,26765.41406,614.37384
508.997345,2331.549805,17006.30664,1139.291138
62.838181,1026.781006,20245.1543,460.570709
78.143654,1241.495239,8115.532715,1025.907227
-222.809753,3022.387451,31307.46875,1950.502563
242.048935,865.703125,20913.50781,337.824158
-25.792572,1291.682373,11314.52246,556.256165
53.245529,600.989136,4938.353516,84.105011
67.405434,398.975311,8882.513672,285.126953
436.537903,1945.895264,26579.74219,1182.346924
-213.223846,2272.159424,16376.29492,1872.581055
74.406647,750.729736,8336.130859,278.95993
166.277527,691.776001,3998.247314,545.090515
47.289619,503.385162,3203.292725,50.996239
247.261688,3336.932861,36275.77734,2545.384521
-42.212929,807.218201,6159.634766,403.539917
-195.672241,2993.897217,34197.03125,2918.442383
44.159492,143.851593,870.776794,171.250504
137.914673,442.782196,52653.89453,512.571899
19.926613,459.454102,12095.61328,574.073792
223.861786,1380.539917,7990.387695,935.499512
250.767441,1120.102051,11060.26172,528.207764
261.392944,2110.302002,25209.85938,1285.360352
-2.360184,1336.477539,8231.584961,700.816833
-29.952614,1330.635864,18247.78125,680.964783
0.879328,-3.071503,367.917358,152.11998
483.130798,4733.836914,66426.78125,2548.711426
-37.854317,1051.447998,10445.80762,781.622192
35.754059,453.077362,10557.25195,429.817383
27.448467,272.59903,6350.580078,286.865936
-67.325699,2343.648682,32449.31641,2192.968262
-70.662514,527.793762,14884.21387,346.414825
-25.412346,1270.907349,13434.54004,719.538208
72.773254,225.848114,3825.788086,221.858521
60.916256,458.147583,9482.640625,672.495239
-6.213707,1194.166992,12924.71191,1238.035156
-50.628944,479.548309,3533.088379,319.697784
5.847427,1098.076294,11816.62109,1100.156128
653.075317,2638.248047,22280.87695,-35.047798
-140.77536,5817.134277,37145.25,-434.98761
4.454155,675.105713,5607.116699,269.786621
118.977791,832.398804,10057.29688,643.442871
-363.858246,5978.841797,55325.69141,2997.679199
-57.731873,754.412659,6643.01709,453.334991
384.515442,1184.669189,25170.37109,739.096619
-224.50238,7660.844238,72255.64063,10905.33203
55.096958,281.527527,1557.958252,81.903496
6.929313,12.826297,389.876587,109.583931
162.229462,1121.048584,20849.70898,185.648041
79.128525,1247.234863,7039.192871,538.323242
328.90976,2194.704102,44552.91797,3751.189453
82.190742,765.809875,9856.375,690.92334
-275.967407,5575.507812,34963.29297,3847.42627
9.383545,154.650833,2852.714355,90.514862
8.389351,558.281982,3882.542236,303.316528
85.008629,58.131107,1946.959595,44.070629
87.438416,1659.834839,27182.98633,2144.904053
-20.054022,150.89325,1455.571411,129.487762
46.123795,538.149475,4336.713867,176.258316
-52.27618,480.847076,13378.07617,209.490097
-205.140274,4481.473145,39074.21875,6672.935547
-310.929565,8042.975586,64758.79688,7843.422363
21.639513,83.3853,159.907013,44.011894
-55.595154,444.416199,9565.196289,215.023453
151.517441,157.129898,435.207062,290.221802
104.011383,50.801655,496.72934,-4.798467
53.333275,506.672882,3865.268799,228.107162
-150.544662,4773.776367,45619.91016,2980.647705
52.945816,835.845642,7157.125488,520.928528
23.390984,854.299438,11063.54492,261.273315
-150.260834,2963.387451,42694.05078,3895.235352
-13.86087,-139.197174,942.89093,8.69021
-94.570068,1901.465576,12017.83594,1223.856323
-96.515099,457.219727,17278.57813,544.775146
293.479706,1295.067017,8616.384766,206.267365
-262.134888,4191.622559,68234.91406,3801.976562
142.260315,627.316711,12578.58203,446.596161
217.566483,287.723083,18553.03125,351.2883
-39.057697,318.548279,4247.212891,178.034439
-79.162216,1225.759521,20906.75195,549.92749
30.627945,1439.088745,13971.35156,1120.398071
61.340103,2339.939941,27513.93555,1720.414429
35.020176,199.577789,2293.369629,93.78241
-124.430321,1809.582764,63688.05078,579.648865
-8.991508,195.018204,1237.159546,124.939072
-56.903526,1099.181396,11141.78223,771.579041
85.619247,400.871674,7047.54541,278.345184
236.302658,1452.90332,16359.67578,802.472107
-173.904816,4704.875488,29642.10352,5573.145508
-40.491089,1556.550781,13872.01953,809.034546
18.557205,680.657837,3938.30127,431.288422
24.961121,1348.318115,15090.81445,1211.693604
26.088757,21.567251,807.338562,38.545574
28.59465,848.591309,18594.77344,-229.534973
157.474976,2630.545654,29330.83594,3074.385742
115.345444,145.298859,2424.216797,197.916718
-89.701134,953.069458,7726.657227,540.495544
-7.430908,2569.793213,12662.5918,1781.857178
173.983429,2467.961426,34990.24219,2193.335938
29.246284,1377.41626,9174.447266,698.195251
-127.706024,1669.136108,23978.60742,1818.972412
165.838196,211.863022,5427.457031,168.675308
-78.094353,279.044525,8967.621094,178.599731
57.497719,252.600418,6363.672852,211.029572
-14.458794,1803.785889,10683.20117,936.531006
664.270752,2982.701172,74010.74219,403.981476
-5.228535,580.495911,6234.135742,354.389374
55.234222,642.628296,12382.73633,412.794861
187.250839,1246.674438,13180.13184,-134.96611
207.216553,676.671631,11474.14551,646.509949
-50.038589,1114.321899,5661.29541,921.384216
13.673782,961.184937,9101.043945,578.80304
101.005424,342.692047,4826.795898,299.514679
450.56134,1300.841064,48161.55469,435.699707
19.57267,517.42511,9674.041992,422.993134
7.421803,307.830383,1362.854126,179.597931
25.97163,336.311646,4371.939941,215.160965
25.319374,732.436096,8767.416016,481.452759
