WT,pptase,ST,GFP,SpT
57.815197,102.599754,14.021012,160.764587,42.999706
72.708984,76.05455,-50.676853,410.156342,308.182434
62.404724,237.677521,19.615561,499.908936,-92.859734
119.883667,30.326403,52.712337,115.530937,18.672073
23.146982,118.01255,13.267513,448.777985,125.592346
86.981247,11.328188,-3.181674,98.985863,61.830116
97.621208,34.994892,-16.537357,36.069527,-2.393676
144.443283,247.265381,22.303261,1951.445923,-132.570206
54.495296,45.534706,-10.749577,320.147217,148.961777
54.29858,131.051926,78.337189,670.479858,47.405277
330.176361,163.85759,6.787396,1683.291382,16.917805
98.5298,140.79335,59.548069,531.537048,-6.702332
110.883972,66.436928,36.717358,188.069397,134.930023
74.66732,135.68512,106.588882,108.913582,75.43792
104.98587,44.920959,32.396351,157.577927,-21.342201
115.99855,153.406296,-34.388317,217.730194,-2.595833
107.93837,359.286102,-61.354393,710.134888,-49.496548
41.963894,309.579651,-12.27354,3131.142822,159.608521
168.937302,97.61557,13.739314,158.339355,100.768066
99.494041,53.67672,-9.934541,98.935654,62.259911
124.491524,112.626205,76.404305,329.433014,93.551331
48.924236,6.300428,10.157561,112.753326,38.978729
175.547028,78.408943,53.664825,310.203979,123.488472
60.972893,22.542011,79.369461,146.958801,108.158134
205.252487,12.299748,19.192232,163.901093,69.781441
84.966057,33.906715,-30.556723,550.906799,176.183655
127.783455,200.294434,52.166882,406.894806,-57.344135
34.100838,265.593658,12.163098,1286.002197,66.005661
63.062305,50.457489,10.680458,171.191299,108.134064
48.998631,153.125076,17.959183,202.393509,7.643653
81.909706,60.391697,5.052677,327.354034,119.92054
100.104675,47.646957,14.076082,495.777924,110.870529
73.574615,132.480057,-21.694193,306.404114,83.892647
157.803391,290.909943,17.908964,1938.149658,144.578064
80.866531,131.950974,6.48277,716.726318,253.087555
76.426781,133.241867,-50.143375,139.714874,14.408956
92.186111,70.56321,-20.423605,166.882156,40.492908
75.665886,252.320251,-14.792612,514.107849,-39.417713
106.476349,61.62212,2.485898,1317.182739,58.432415
117.206299,98.366577,110.290298,2425.709961,149.780441
60.62785,44.459663,2.441576,92.093498,29.190712
120.260124,106.940109,24.597128,368.840912,237.202194
-30.946804,57.074368,70.293617,42.097042,-51.531979
49.259853,426.415863,-19.369169,1007.287415,-262.306946
257.956665,110.620567,-34.548607,263.263702,59.295067
83.21946,33.818817,9.337833,153.122314,116.425629
66.015602,4.774182,-3.621067,93.816673,89.951424
73.665802,14.281146,17.826597,109.503319,3.232097
18.307625,135.357864,-56.657829,333.146301,-25.470814
18.643747,146.004456,-23.588453,232.649261,54.427197
63.972443,69.663849,85.597557,1024.310425,159.556137
-59.361984,77.389191,20.141617,225.851532,132.283142
137.273346,35.02071,-63.268768,71.207504,41.232937
83.578796,-25.14323,40.88168,123.98362,90.37719
159.206543,13.348562,-16.486229,814.175476,119.549088
-27.591942,169.767456,-32.109135,813.44812,44.654831
194.829468,27.756544,2.797391,346.093781,156.040985
39.938046,32.194023,45.871441,78.720375,73.606361
108.614304,-18.847401,42.682861,301.941345,148.453613
145.786041,80.790115,-17.210108,175.104523,125.960716
17.800114,36.374573,4.178403,92.930077,55.533257
20.616131,98.054001,9.641042,128.87793,93.2854
6.839144,87.929192,35.615879,67.556755,38.071129
35.803398,43.170208,20.857244,157.639771,37.592743
84.692734,-13.055256,-17.741524,123.903854,108.959595
137.395248,292.914124,36.633873,445.830322,487.750641
134.016586,269.707123,27.97934,479.021088,295.178284
79.24453,172.464371,-31.60465,242.775284,55.842026
166.051834,95.734894,-87.573479,1117.562256,134.016327
242.365829,159.464386,7.783345,148.210785,37.945477
35.417629,17.714718,10.838595,258.476044,73.225464
76.290291,210.931107,16.944416,381.039551,22.065584
61.681492,54.843372,45.193222,151.331268,92.082954
13.040509,374.46286,26.552849,791.356689,-217.08548
118.15506,-20.532848,13.980623,207.659805,80.54451
75.12162,58.852924,6.230909,254.268311,12.113008
218.662033,103.253967,28.764894,1114.379517,5.302654
123.776642,119.146324,68.422935,178.621979,45.706421
187.418884,64.717468,-3.676367,187.386017,129.003418
-19.233185,50.182693,85.995834,77.097275,29.701839
65.389954,213.764999,2.045154,639.655762,-48.87933
45.781944,77.607063,-36.2925,90.18438,16.653917
74.375412,140.938324,67.163445,403.970978,57.032684
120.837662,153.178452,38.84481,127.09977,77.676857
71.174248,142.145065,-2.055689,245.961548,172.400375
198.547791,76.746071,-1.373274,1018.25708,238.520401
98.248787,32.024826,13.532726,133.069687,32.366558
84.01548,309.546387,-39.613636,3203.513916,83.419456
160.705215,57.180737,6.964813,154.533096,121.068504
10.813915,31.871784,31.314966,278.147461,52.394455
67.28157,86.767815,31.807465,172.229156,24.406137
2.171975,230.554016,-13.610208,448.544678,-115.404457
68.692627,76.979019,-20.311087,268.813965,55.494133
236.393387,61.186249,46.327431,415.456055,138.232315
90.416618,168.92453,22.9112,299.413361,181.046722
121.418968,222.790009,33.082035,539.163513,280.268127
122.361748,180.546112,75.815674,527.12384,32.380962
97.855171,-24.569614,-16.056288,112.389732,85.758224
139.110489,165.12767,16.973125,523.236633,227.911163
159.200287,36.103725,60.552555,113.700729,55.886631
65.037872,79.571823,51.427746,339.174713,106.603691
40.116631,362.322296,35.01783,1037.679688,-139.319733
35.156864,220.061508,151.229904,658.581909,-26.29578
62.262703,39.154781,-2.751463,215.029129,102.054741
284.216736,182.498077,74.272217,1864.901978,116.319839
28.713638,142.672928,-13.781574,206.76564,18.654482
51.004288,79.739922,25.572334,370.577393,194.92955
95.659042,36.175594,-16.63891,190.708069,123.916878
55.411903,59.047749,6.783838,218.442062,46.763393
77.589012,280.929077,6.973111,428.03476,252.028656
81.331932,39.635834,61.389309,146.33667,41.018448
132.112228,37.145512,57.942596,228.963852,111.012444
61.795826,91.151299,3.256133,184.028625,118.913528
144.877411,119.970886,-15.993051,420.25705,50.378502
27.352343,239.678497,121.308487,314.721771,157.260956
255.804474,456.209198,50.153732,515.296265,523.538696
89.294983,-46.593899,-4.322645,84.622742,78.993996
91.003281,102.425873,-21.83724,84.549026,1.61091
-3.288076,139.622528,-96.6875,300.184021,-9.072909
37.787647,1160.141602,-42.672901,2247.695557,-597.689636
151.42804,179.041229,65.971458,934.548462,15.732162
45.444519,79.892014,30.470695,111.827728,-8.653827
107.517143,8.195413,-38.027824,243.080765,60.053364
-5.541039,200.540009,-16.597895,193.280701,149.744766
66.719299,76.01609,-38.377094,271.873962,84.616882
127.060577,-19.767952,-23.944647,185.347015,114.979233
56.810253,312.264404,35.777081,854.780518,-139.430496
0.518976,76.788521,-16.681389,140.151001,53.310509
46.424843,382.655548,2.310831,665.14856,-169.786057
69.459351,38.620815,-32.596836,94.894241,20.29241
51.836014,54.39304,-55.056477,764.663391,6.540867
69.88588,40.034706,49.056767,89.686241,25.518
71.824905,-15.552854,3.461838,69.313789,89.681602
91.24353,50.63232,20.424698,132.474533,13.370479
79.607979,-21.160246,-27.361526,101.672447,108.287201
-11.298061,146.350967,8.690614,113.658585,1.084389
118.94339,123.975266,-3.038288,103.847153,58.113556
83.315956,240.480438,24.068249,306.40625,-68.74321
81.131706,15.475606,-30.549349,113.875519,7.248203
89.792458,60.009293,-63.33007,471.783112,91.556244
110.815208,43.800434,-13.260988,520.450378,78.240532
11.940521,27.437798,-3.349359,60.81361,78.235863
68.062332,41.488316,31.196106,175.456192,42.262146
79.530319,73.943047,-68.653976,161.131882,30.635389
59.013248,107.207809,4.037118,458.042084,47.674736
72.945755,94.783592,-63.191486,207.438309,39.103821
25.958504,194.22023,-48.43927,231.55986,87.246452
85.509712,106.523315,61.0429,94.750397,119.097893
40.159603,188.909683,10.885766,557.172607,10.2636
39.76305,0.131284,-40.613811,100.430275,11.957861
90.540779,79.256668,31.400709,66.711777,48.362267
186.232666,-26.886799,24.088898,93.694183,43.004852
28.025219,80.313919,-31.698078,427.564392,43.6446
45.759884,54.18074,3.793188,247.141327,116.202515
157.896683,101.561157,-4.275434,250.46138,135.681824
17.258511,217.448517,-34.012249,262.232544,15.811612
47.511269,237.480881,53.379734,761.017151,-76.592293
61.198463,144.595978,-37.16296,114.651604,10.544623
77.626694,80.653717,32.009537,180.885986,10.890619
77.730659,337.420441,0.094402,950.779541,-315.715057
104.474792,100.165932,-24.999584,151.320435,56.609104
77.161507,222.358994,10.659637,568.200806,-137.941605
61.845913,196.75296,-47.180885,409.322205,64.742661
151.346008,269.914398,3.750574,382.913574,54.17432
166.168671,115.870407,59.276924,610.202087,57.271675
123.151993,93.624336,30.180023,150.164963,66.071014
203.028122,22.110363,151.404343,1198.564941,194.771194
152.208908,63.378807,41.687878,190.524017,113.241402
27.478878,136.991287,-39.048088,521.912231,71.370247
50.27985,73.636421,-24.371504,62.262527,43.236671
96.513718,44.621159,-21.719624,49.737164,65.155968
126.876144,47.91272,-121.675079,122.895454,61.422409
29.847052,47.559414,-43.522327,208.782852,166.230499
63.327232,144.00061,72.039207,332.616211,106.19619
95.595253,85.243561,3.9538,252.917679,285.360077
236.153549,-21.078259,-4.651512,1482.869263,280.92868
153.059006,26.715153,52.523563,865.674316,63.012001
89.38591,16.057495,159.491135,106.202942,61.208294
4.548698,71.867203,-43.478191,152.568451,90.379051
58.668987,23.518414,-11.780982,63.791027,56.512962
64.519043,73.289574,39.693752,92.403015,28.463917
45.104752,24.740582,-74.61673,110.65023,82.491554
62.264343,141.759552,-0.803247,403.988617,87.849602
168.584595,21.00041,-70.240631,100.240921,146.865509
56.903919,259.867218,-17.129774,820.628357,-83.488838
61.983788,31.131931,25.427622,40.375362,92.657036
66.556419,61.042679,48.993816,149.235062,38.336365
85.378212,86.659019,32.645943,175.106964,78.586266
102.950722,-24.578333,69.942383,109.933937,68.60775
-1.934972,100.691811,-4.452175,247.232452,65.369423
155.400314,-18.634516,8.279428,185.66362,14.780358
42.880516,20.190046,-27.479362,118.382904,-15.755804
-29.436047,330.290314,64.540054,919.500977,64.494156
81.752556,332.634033,9.178139,309.075867,158.695557
148.795441,138.060425,58.005257,283.68634,333.98999
93.447243,81.671715,59.899117,642.209595,10.99296
150.255951,112.329185,36.53994,279.002167,2.493701
213.109344,199.678116,-18.694544,660.387512,443.197937
137.139343,258.138885,129.919342,525.437134,-64.302559
18.323669,159.870071,-75.985497,234.691269,-44.886715
94.753532,49.601555,6.990322,101.104851,101.335678
87.308739,212.688599,36.196487,649.460266,100.123878
35.29472,118.559509,88.873856,293.658203,-10.244678
90.968147,88.461555,6.575681,120.622017,48.426685
154.442337,99.256638,28.882544,1123.55603,109.059639
195.637726,245.009827,66.262451,1301.330566,-86.80204
-23.313971,83.260727,-40.179264,218.68277,40.845028
256.976959,366.233246,28.601282,1696.313721,-9.858414
68.640823,101.219849,36.960903,367.687805,32.0089
81.90416,50.207188,29.776436,255.368362,120.363525
131.267426,44.931557,-4.276674,326.870026,115.325287
60.265762,46.299133,-1.439379,172.587799,60.049511
38.941898,125.372574,-54.200588,433.15036,23.15906
249.026047,325.266754,56.115204,407.837341,215.368774
33.705769,0.844161,42.85667,47.302204,60.539391
107.85743,212.808136,13.58007,280.434631,-45.867764
117.029274,53.539379,4.996097,110.791527,64.388992
89.243187,267.515015,40.725147,1021.921753,-12.902988
1.074539,53.993637,72.022362,215.598663,67.082336
54.824917,81.592789,-23.374319,749.524841,70.952499
133.860046,33.444424,-12.178411,183.063705,113.24575
45.138706,71.611389,29.979179,447.014862,82.833519
104.530235,226.030182,19.63479,742.449768,-38.148666
-105.337608,601.860718,26.723124,1421.991211,-269.044556
116.424385,30.945076,-40.671749,105.189774,89.872208
-18.979454,567.128967,-26.137695,1495.188721,-386.457123
-22.624779,48.98386,34.45541,28.336529,6.92308
47.25322,87.083832,20.615728,56.237118,62.058647
81.106575,65.527252,6.945443,124.197327,15.864584
81.504044,9.735225,44.875145,131.850601,70.491119
80.77269,55.457703,8.750076,202.105591,169.732376
25.434381,40.982491,22.996681,72.077225,62.620159
51.420208,121.59639,25.803082,244.363876,257.579041
141.869965,93.03965,28.246368,806.258789,10.353817
94.432922,60.081261,58.931519,81.904274,69.626816
215.228561,22.194855,57.445007,445.210999,116.005089
64.385521,136.328003,35.681122,315.831207,48.377064
125.656464,69.428513,28.604095,315.416046,15.498654
135.698013,86.306694,60.474697,154.388885,96.127289
42.777809,9.240434,64.572372,133.447144,73.043411
33.09584,51.731464,2.267113,353.72226,73.699753
85.593742,369.732788,-33.864338,1068.759888,-216.137527
90.499863,155.120239,-27.580626,630.109253,65.510826
15.976793,71.268959,-24.554335,231.659332,9.389308
125.077354,81.312309,-7.219861,59.477428,71.304382
47.312103,222.573242,-27.68808,836.931824,-73.541199
194.656586,236.838226,22.287785,411.049438,291.89917
79.046677,164.891708,38.839859,256.912048,9.296309
162.23819,103.338104,17.450403,247.231781,170.664856
0.556248,84.250641,69.619965,62.119633,30.294024
74.500824,62.249386,57.623459,236.810471,88.695709
87.768661,135.246048,28.666916,410.121063,3.030146
115.662086,95.050758,28.673897,412.306488,39.779667
56.691959,126.333855,-6.699227,458.707001,77.083488
154.945938,33.932156,-76.719002,1504.77478,129.527405
47.098412,186.572647,-108.005623,344.687958,5.669974
147.452408,73.004448,-42.256714,147.340393,52.696587
13.773939,59.646191,15.132989,190.597961,123.44593
-32.231956,471.561798,17.974777,760.292175,-182.535675
43.45578,268.917725,68.992798,910.098145,-66.854393
99.431778,103.492126,-61.424198,1916.166382,121.691826
16.150944,949.629272,23.738983,1907.938965,-502.966919
116.98819,-44.11285,-5.840884,457.950134,80.398552
93.104439,56.11301,-3.450568,138.435776,116.057899
235.645554,-14.127197,-15.3655,546.669495,159.198456
112.075104,190.468216,-1.773221,592.06781,105.441544
134.539078,100.968979,-13.769703,182.620193,154.098663
62.600643,53.939297,-31.768192,62.440788,104.387199
154.270126,50.553059,-69.272499,86.842201,62.052505
23.490065,79.634972,-8.715741,198.743835,76.030579
117.952469,84.596901,2.957971,1224.329468,36.500233
46.876823,89.001129,111.823601,221.600616,48.017513
63.308437,40.284355,29.81883,300.132111,100.149811
86.699379,27.888769,41.7817,137.085648,60.636154
171.860504,-13.147963,13.641603,165.691864,80.330124
43.88662,54.065353,67.774605,171.451309,91.236031
67.615181,311.434235,97.030975,838.522522,-86.237793
191.619659,114.299469,70.58403,690.244141,169.795746
46.416367,119.816971,-0.612142,310.67691,61.381199
120.031517,16.147781,65.715439,47.747372,13.80624
147.852264,57.948658,58.031788,450.824524,174.236115
41.97929,38.71154,17.750471,215.077545,-14.328289
44.386333,10.489385,1.578717,122.129517,44.036259
96.378464,44.604233,80.198006,282.070282,64.965034
82.848656,116.626961,-12.058595,166.643127,63.106129
107.038589,234.955948,-22.513428,1520.506104,77.75589
-103.29702,786.834839,-11.189467,2036.754883,-445.19162
113.608643,104.370651,165.316055,151.678986,108.944939
131.728485,100.890938,-8.786979,1058.581787,57.090149
51.406395,91.680321,-45.007252,265.139709,25.051157
62.42308,80.692406,-67.992668,468.338989,104.731796
100.712242,3.192469,20.461081,185.833206,56.912766
37.945831,-3.02331,11.638815,80.524414,87.649246
144.457718,117.928978,-16.092119,482.42746,24.865856
35.062317,118.846359,-22.410744,235.878952,76.178032
169.657333,90.312889,23.507456,170.257523,110.805519
42.209793,73.955544,-4.29604,211.284882,71.684006
149.412323,206.886612,-24.319706,2761.986572,372.783966
178.685684,409.222321,34.614956,1838.269531,-93.13459
146.015793,34.472134,25.731604,164.204376,41.645611
77.620255,69.839066,-4.015482,190.304047,45.751881
144.138962,44.325195,25.800236,80.249092,53.42823
115.402596,30.648054,-42.128666,137.40535,60.538826
20.496927,901.864197,17.081116,2251.718018,-530.363403
149.976318,67.813629,78.692886,243.06221,133.738251
32.303646,136.292297,35.664749,177.228577,92.320938
20.99115,93.212296,14.677963,204.144653,69.209045
162.890411,-31.46204,-42.240082,168.472137,129.584198
-7.550424,65.715889,15.41264,210.022064,51.444633
231.828369,134.415314,-54.96896,378.216583,158.615219
33.607792,217.717194,10.116794,375.456573,170.471115
191.716812,152.625427,58.494896,327.629028,328.2771
65.264114,115.692245,-65.465225,208.525772,-14.771184
131.52478,4.943406,64.083031,164.828369,54.253803
118.43364,186.892899,-6.240334,194.784149,158.484818
134.791534,37.980305,-3.440806,174.630447,111.873932
135.611938,56.288467,-33.876209,72.060661,79.950005
103.953125,-0.428947,-15.947731,82.231247,28.412048
98.882103,9.532799,32.558113,252.867432,70.907753
50.190758,158.567474,51.229202,303.862457,187.17598
89.205177,102.195244,55.193913,181.392548,-9.629947
57.578339,76.43924,31.168552,59.010666,28.579418
41.637672,149.898026,28.176868,131.033981,13.080779
62.86552,96.250839,-5.730204,238.944427,93.859451
102.974419,161.782211,62.290409,170.738312,103.650169
89.683334,971.526428,-6.912569,3047.448242,-458.312317
81.842705,55.351295,78.496048,96.124809,68.309761
174.731232,-20.84692,-7.76495,217.488586,62.949844
190.267639,22.027708,78.0327,306.276611,147.688461
99.978569,-28.403776,-10.053476,53.171379,84.425491
47.911652,18.203995,40.797127,409.953705,223.876251
187.488556,308.478973,36.032139,968.659241,-102.129967
92.32711,66.768784,-2.620629,450.857666,192.376236
70.423706,95.784111,35.216679,923.017822,40.030701
140.995117,53.723705,-41.176865,125.945915,37.118099
32.501717,46.472912,-14.36579,153.60701,23.962574
24.398998,81.688477,47.958286,1119.460205,14.741708
91.523895,51.442703,-33.472786,117.738846,64.764374
25.590189,24.025818,39.843067,33.775105,42.832802
60.640724,-11.953838,62.093086,71.766396,37.012611
148.781403,13.552636,-1.030815,82.951187,66.538338
42.835716,125.943886,53.544899,207.692139,-30.19684
43.792454,34.207115,-46.243641,641.212097,45.06908
23.301998,73.331459,73.901878,115.644753,63.917023
48.731243,193.444229,-26.787796,110.921143,83.315323
64.81694,76.404465,121.791046,295.504761,78.780975
117.219543,484.711731,-62.285156,3439.841309,220.328201
130.901474,172.121033,38.599865,1694.97644,325.692841
70.570229,269.25827,-27.478817,852.333191,-78.631004
76.906944,-40.853271,-54.847958,53.087658,31.990406
80.198006,13.852352,-0.01854,167.648148,65.269295
28.128157,180.827866,94.407463,523.022034,37.449043
106.585693,208.409073,-32.429165,253.073196,-32.19379
121.480415,134.352356,58.191933,253.698212,70.824005
86.601303,208.347,40.708561,343.069885,274.52005
109.736618,-23.958395,70.450638,152.897568,71.179199
174.095657,82.287033,-17.47418,159.731003,52.872627
71.922966,42.547707,4.899764,92.122314,44.272606
132.974564,114.164902,-45.796955,166.525482,36.683308
75.453865,57.151981,44.389702,190.491119,96.044769
427.188171,443.431366,105.286087,447.678711,392.045471
38.790962,171.039108,-20.992035,390.186188,-73.749962
89.822693,72.070686,-39.544243,52.804741,14.597358
166.199081,118.370293,-10.35482,154.231369,125.050133
-2.855886,493.457275,-54.170135,1546.890991,42.018517
94.343369,704.39856,19.332855,1712.722534,-300.19104
138.730789,326.328339,-52.569851,526.048767,426.75766
131.256149,-49.914364,-6.775704,61.346588,85.83506
107.92717,87.893738,17.56328,95.669487,48.099594
85.258331,57.172073,-4.79483,114.73774,1.251119
66.561531,-22.704973,-3.655017,75.786507,1.787762
105.916199,200.059616,42.712154,222.626724,122.342789
57.305721,51.175453,63.112427,389.850586,55.549694
58.552303,757.418579,47.170662,3103.10376,-334.94632
20.349277,112.990211,84.617737,514.709961,56.98251
87.802094,33.648968,-4.108381,67.525276,83.153328
78.132751,107.480782,-56.331749,237.211334,35.507961
89.649361,-12.354709,50.269596,66.844246,33.484432
40.221031,110.417091,31.817533,259.520721,202.756378
72.075134,29.241838,14.482471,76.843491,38.735645
67.646858,79.317268,17.350933,105.845703,20.818638
100.779732,-4.086877,75.319626,132.230057,45.170849
63.073051,61.40984,82.23101,150.1595,43.873371
164.83371,163.618958,101.807198,261.762268,55.956505
10.299973,112.034187,-20.021366,395.343811,25.865229
-1.619115,96.253632,27.557323,159.235458,104.257103
57.626717,60.012299,-33.243282,79.985916,50.504822
107.620689,161.12825,18.526945,510.455475,34.230743
49.070351,135.27861,-70.790749,228.354797,101.498695
25.745581,25.284668,-39.505226,2.864424,-47.23093
17.249088,100.584137,73.708138,496.897736,43.238602
23.089432,30.535393,3.243294,181.126694,131.43306
37.014725,61.154312,99.779526,265.454926,66.191727
107.515015,134.053223,64.55365,122.753456,58.151299
93.078857,75.784882,-46.954254,214.580811,119.580635
144.498154,377.506744,-38.206612,1120.380615,-91.248215
31.55077,5.586915,87.065468,129.12442,90.955223
51.899578,270.3862,6.82415,1894.144287,256.457458
73.955734,15.300325,35.59269,175.955017,76.263649
29.474659,-1.89878,-49.029518,172.684982,36.155163
94.898697,33.980667,68.881096,120.978569,89.941414
89.890228,53.835732,11.472433,142.150085,64.461418
-6.006884,1.051465,-17.032885,80.69767,80.135544
108.006592,209.473526,108.997772,231.725418,-33.679081
120.389542,606.131042,72.04055,1921.522583,-75.91169
52.31485,35.216499,-2.07181,99.597153,21.401814
291.597168,128.710266,-15.676609,729.214966,103.710625
75.567139,-12.293494,26.286686,75.034943,65.527184
85.715622,18.058485,6.520305,99.093407,113.328949
145.109238,187.387466,127.720329,1065.662231,-20.617535
67.246651,50.965622,-26.98951,177.256226,71.435974
