WT,ST,GFP,SpT
462.266327,28.584879,576.527954,35.398315
268.510559,-119.024895,1998.629272,47.744835
1009.368774,-84.273895,8718.598633,-333.174133
1751.930054,238.505737,2990.733643,-95.33078
1455.883667,-6.732039,19775.88086,-24.645765
620.566101,23.815664,3354.89502,-45.105846
2427.286133,1.388461,20121.74414,-44.731377
5676.794922,-72.187561,13455.78125,-196.933609
14968.00391,-325.506958,54281.32422,-78.247696
4824.521484,9.188488,32085.83594,94.942505
175.704391,-9.099012,325.850403,150.214981
654.084351,-56.581905,1687.69043,64.12719
457.767212,-27.312073,1542.616333,0.661398
2850.568604,-100.007355,15678.58398,0.637212
1858.96167,-0.423348,18453.78516,-806.171997
820.42041,89.420197,1294.195679,-14.346779
13666.04883,-256.34668,33587.47656,-325.487122
2019.993896,-46.916386,4947.749023,82.094193
329.855774,28.336607,670.823914,70.161575
1270.605103,4.713444,5574.976074,-335.364777
1098.018311,114.09066,2363.829102,100.214874
2150.388428,-10.829645,9297.238281,-280.94931
2981.49292,-24.181271,6575.046387,-844.238098
1425.448975,-34.593521,3363.608398,-101.523254
17503.59766,-245.207596,41501.82813,287.978699
4612.456543,-15.474376,8236.128906,-34.691902
4768.695801,-47.668476,12679.90234,-130.638535
2615.225586,2.469443,19631.32422,-68.15564
687.718018,10.022573,3870.02417,8.385336
624.776245,-53.238297,767.770447,44.237125
891.202271,50.228409,4252.712891,-230.74762
4900.01709,-70.783134,16639.83203,119.022423
6413.448242,111.495369,20890.97656,-856.481567
3006.540771,49.269333,4199.335938,31.589077
107.153336,-17.299429,450.375854,-48.774876
526.765869,64.377541,1026.467041,-4.332296
1729.125977,-56.603436,8494.28125,-23.394327
7045.162109,78.314651,15567.30469,-83.394836
874.548096,37.233242,2102.648193,-98.160805
2245.37793,72.660103,3408.303955,-89.967438
1468.761475,-84.348534,5537.182617,-65.328621
4840.88623,23.878632,51005.10547,62.580662
2010.901978,-29.047396,5380.97168,58.242638
555.870544,-33.678913,1711.039307,-126.356049
278.87854,-141.977417,1114.508057,-9.293569
284.511932,2.822431,1025.077393,110.459106
697.793457,107.391678,1234.99231,-12.882869
5120.685547,3.722541,8093.705566,-92.624542
3309.902344,-88.210312,9844.729492,-60.191719
599.878174,-81.266876,1183.802734,45.556816
1135.448975,-127.872078,1207.890137,44.89761
1265.446045,-105.622559,1619.963501,43.430428
3012.945068,28.286726,10849.6875,-147.391205
6357.679688,228.851044,18040.70313,-789.722656
817.146729,58.227852,2651.88501,93.189659
160.775665,-30.300848,209.498489,40.169186
8991.511719,-166.475098,24960.32813,58.657551
1343.275146,44.307331,5148.026855,-118.425789
2325.204834,-64.670448,2248.523926,116.081497
2654.91333,-8.489288,20253.38086,-35.282764
15623.56152,-129.317062,64704.27344,-212.954895
2567.094482,-42.977402,6526.094727,-93.577148
2853.556641,-4.990433,5684.34082,52.349789
2744.942871,52.375328,7357.819336,-34.249821
1988.63623,-44.674644,10585.21289,22.819221
3217.365967,58.196575,15698.25879,-121.489342
9088.088867,239.658051,22168.94141,-584.954712
16343.18652,-9.499944,18887.94922,-260.065094
10875.53223,-34.612411,24433.10742,-104.377014
7289.83252,-112.754646,42397.88281,-34.453091
1703.606567,-67.709969,19207.4707,-84.689323
571.999329,-44.928356,4405.922852,10.186939
911.611084,9.941566,1083.64856,-49.621246
5933.140625,-2.333817,4115.085449,14.282073
1389.842529,175.745865,2465.453125,-55.057549
2459.977051,-9.829982,15474.69727,-132.966675
1565.354858,47.4893,1106.953613,62.296494
2315.530518,9.890279,5699.69043,-5.568951
5595.05957,214.16893,22519.04102,-723.220947
1208.062134,-7.966311,10189.92285,-244.542084
3484.966797,36.215393,27225.05078,-1959.524048
842.851379,48.643764,749.805115,53.485363
8411.982422,64.727104,10095.95801,-178.587936
3430.019043,-67.068748,2901.979004,-28.776754
8707.125,-70.490669,28235.29297,41.970371
2240.216064,43.247501,6204.34375,-140.625046
1415.925903,-35.685528,3034.379883,32.502316
1223.065186,67.95961,14117.85352,-15.674739
3104.213623,-116.710472,31667.92383,-179.87854
364.208618,79.322289,639.205444,105.387825
545.266785,64.089043,828.731812,90.345116
247.033173,-25.182117,1024.296631,60.30175
2418.406738,-131.949646,5285.892578,-53.654209
2243.770996,93.378418,3334.2146,3.783619
2302.290283,55.911873,21369.0957,-1222.975586
1008.499634,-105.115173,10926.51563,-371.347198
1166.567139,-1.64069,2314.118164,57.063782
663.305664,70.843796,1650.63208,39.960709
1755.481079,-47.461342,19608.46875,178.581802
1324.006226,101.882637,3299.946533,-123.725372
1143.998779,-33.752563,2896.475342,34.189442
2991.532959,-22.489153,7888.422363,36.699875
2903.374023,-45.354481,2998.014648,-110.599808
2341.301514,-47.489738,2943.430176,-12.239052
1765.711548,-35.068497,4818.17627,-66.546074
2628.918945,-16.0165,6823.826172,-167.595901
1589.033691,81.635674,1611.947021,18.14719
1110.040894,-147.697784,16589.52148,1.570148
3055.278076,153.729385,7716.296875,-405.562012
595.493286,59.669212,2336.295654,-110.403313
1070.238403,51.547997,1143.735107,4.480408
190.46907,-50.643917,271.619232,60.821087
437.535522,-25.377094,1348.313232,34.339935
15057.40039,-163.400482,54458.00391,140.737198
17081.05859,232.710159,35015.75391,-834.833923
13155.46484,-19.086153,38845.33984,-279.437561
7302.051758,-32.939922,9263.68457,-194.506927
345.498291,-19.005981,20832.31836,-78.138123
1962.515381,-167.432434,4744.217773,-100.034424
2900.56665,23.780657,18324.74609,96.724136
3787.068848,11.913888,10363.00391,-751.747009
7170.649902,-119.959961,14388.90332,-134.110962
8132.325684,-292.947388,35307.05078,76.229721
1809.031738,-78.611443,4290.630859,70.905151
2001.435425,-57.037891,5081.213867,-64.917786
1316.78125,-0.887254,12567.93359,-23.058491
190.988266,24.154186,320.288788,108.579353
7435.056641,-32.467598,12591.64258,-12.52805
809.072632,-23.684738,3400.115967,55.670002
6302.583496,-39.735008,9782.152344,-98.158012
3887.731201,-19.126112,6623.764648,-117.497643
789.012878,99.706306,3465.611084,-4.578881
370.975098,-37.540234,1975.76355,41.235241
1827.788574,46.010345,26843.25,-1056.122803
867.123413,-24.096109,5852.084961,21.924934
8371.368164,549.618896,32459.32422,-1265.596436
2243.175293,-44.580688,9009.301758,57.673634
5443.04541,65.33532,30986.80469,-515.572266
497.431793,-319.653473,454.373505,-43.210808
566.918396,-12.296515,7030.344727,31.010046
4033.674072,-153.92691,15477.38184,55.272766
468.118958,38.894577,355.224823,29.608955
1353.318848,19.602913,3068.036621,-55.399445
1198.513428,-47.810276,2960.695557,53.49361
879.048218,-44.950565,4700.719238,129.539978
1529.642578,76.569534,12986.24023,-420.953156
1878.208862,-91.456192,19003.2168,-122.573814
2043.21228,-23.123476,2386.941406,-21.738476
2807.721191,6.184149,9657.180664,-73.0961
8807.791016,-205.376572,24298.73828,-193.012955
3109.255371,-52.154881,3368.502686,25.391054
4827.911133,-141.862091,17397.07031,-51.028072
419.318756,13.097548,757.498047,14.489003
2097.50708,73.581039,2606.826416,-161.381653
8203.011719,92.512825,25567.76563,-746.430908
473.600159,-81.144508,2104.267578,-48.78912
6119.480957,-42.876835,7292.110352,-22.758335
2821.063721,30.624874,25403.67969,-635.004822
156.249695,-1.655664,241.141968,95.726646
562.638672,28.30171,7357.628418,59.896793
2975.080322,68.197632,5603.060547,-10.97379
126.073257,-21.288294,284.633423,64.293633
3211.664551,-82.815514,7604.608398,-8.853403
5423.165039,-82.858688,13867.60254,-153.563965
891.059204,11.586406,4377.876953,-323.414795
13548.86523,262.717987,26183.54102,-858.513
2919.818848,-11.632213,9690.696289,79.622818
5541.438477,-97.321411,8797.764648,-87.095779
3483.658691,-105.236931,12687.60059,-191.970917
2198.479248,-25.821606,4660.312012,24.838436
131.44812,-163.762924,151.124405,-20.447638
762.671082,5.943702,1708.68689,44.497757
4855.993652,33.537041,28902.19336,-85.726639
6082.936035,-33.642059,6348.918457,5.080277
3034.433838,88.249092,15719.89258,-525.532776
4681.914551,-125.041435,36949.08984,-229.468781
13823.08301,-300.437836,105650.3281,-1592.952515
763.097107,-18.089577,6549.155762,59.783318
223.98526,75.716202,510.347717,108.100235
4117.83252,108.375008,6284.580566,-301.782532
1605.577148,-29.398813,39841.29297,-411.057648
136.606888,68.041168,292.1026,103.029755
202.061539,-5.406446,5320.623535,76.748192
526.908752,59.751278,1829.797729,4.404438
1216.821777,-13.497737,5721.429688,-104.027657
3651.151123,-50.855633,3336.172852,6.573129
11892.35059,-73.500328,35098.27734,103.720444
329.633759,-18.459753,273.273224,-3.426881
2385.800293,40.337624,7887.222656,-98.513741
2427.312256,51.811234,20771.17578,-176.433868
8826.175781,-136.321533,22371.0625,33.955276
1299.988403,33.676655,22644.42773,-218.612488
1393.792236,-22.03554,4989.95752,-98.293945
4162.845703,116.216263,37581.34766,-1455.391479
356.465973,-13.372899,757.162415,64.880692
9962.360352,102.60923,27009.0918,-1000.577759
1989.254395,-24.149137,16295.09961,-28.028364
1607.934692,-54.997383,8798.536133,-131.066986
564.185852,30.459936,1190.952271,30.364044
7281.008301,-219.736786,26763.92969,-8.455601
10796.44336,419.195679,50229.3125,-1569.706055
4655.101074,-107.494606,9730.920898,-72.45842
5172.455566,259.242767,29869.30664,-1223.306885
1741.239624,-6.687026,6535.532715,-65.392929
1391.843628,15.080854,9941.230469,-123.161942
3106.335449,-92.056374,9912.518555,10.500983
1941.962891,70.211449,7451.95459,44.917652
3242.55957,-76.462929,5138.491211,-14.097809
350.52832,94.349541,662.379578,132.454285
1219.043091,17.953663,48380.64844,-271.907593
2961.515381,-59.013248,7254.375,35.225334
4854.659668,-192.307068,30089.33594,23.736723
376.716095,8.486843,2015.967773,27.876369
3361.54126,-11.663406,7406.57959,-159.988419
1146.176147,14.274962,2387.847412,2.884316
522.797913,75.852921,3520.917236,40.510086
15470.01758,262.193634,42344.59766,-1119.576538
464.999054,27.731297,760.654541,49.794437
596.222229,-46.594051,565.23645,155.055634
4597.068848,-49.242302,8934.527344,-112.062759
641.967224,83.737556,2578.80127,79.231049
346.211823,-44.239788,2156.272705,100.460464
832.587158,79.608131,1820.572632,-298.811066
2556.550781,-7.274218,21271.66211,-385.395264
3936.589355,-48.17989,28348.11133,-3.23176
2084.969727,142.50148,3620.768799,152.10112
1216.264404,-30.459967,66609.96875,-372.714142
6178.07959,-164.914673,18151.81836,-116.504837
4763.380859,-310.420685,33869.51953,0.428985
1197.817993,-16.477142,2239.694824,69.222778
2503.189941,-32.158562,11379.33496,-145.778854
4432.86377,-143.376999,68590.28125,-140.041275
679.112183,53.448326,5871.895996,-31.964159
16777.76953,-402.909698,34943.09375,-384.663239
583.634888,-6.715308,11267.83008,-36.093575
851.073547,-1.294745,2057.83252,59.974789
258.192291,13.575225,674.356506,192.769913
412.517029,74.221893,394.37561,92.901703
4619.699219,-25.164907,12980.66113,28.752609
2565.776855,-105.074326,35420.54688,-131.910294
14103.90527,428.098541,28464.95508,-903.140869
16090.20117,47.397949,45442.79688,-306.034363
3432.986328,-40.499184,3729.354248,-58.531769
3269.196533,48.011696,12947.37012,-386.072113
1574.185425,-50.902561,4240.169922,-13.728254
538.589233,1.409925,2945.345215,5.197901
841.986023,-14.214043,41696.94141,-588.144104
4569.84375,-68.072334,17329.73242,-518.049927
2371.434326,13.339394,10227.17676,-112.513283
362.650269,80.252632,733.694275,99.234108
1235.932007,-8.019533,2430.533203,122.869858
2110.644531,-30.313108,8008.088867,27.531313
15173.91992,69.843788,61292.32813,-1333.633789
11861.27051,-196.867935,15479.55078,17.756203
732.395264,-58.950798,929.232849,112.768814
468.653076,19.72654,13427.53613,-138.60347
7561.065918,-118.546364,12693.74023,67.622253
457.905365,27.161755,1598.217041,-34.909576
8192.290039,-162.69162,17854.10938,-26.960693
1747.932373,21.462805,3811.088867,50.782715
988.515747,47.971191,4358.475098,9.194797
10885.32813,-203.619949,73056.78125,-175.315903
653.531799,-25.015736,6291.441895,24.533134
3834.033447,43.729057,11290.81055,-125.116814
86.350761,32.464287,249.125458,63.149994
174.24968,83.429787,282.803192,37.149529
2871.45459,-30.239653,7892.720215,-11.341953
7283.438477,82.771622,15473.84277,-63.70435
2177.00293,-19.199152,8466.080078,-41.026188
1248.434082,-11.957876,1636.516724,5.531861
342.468292,-103.750511,604.489868,77.74482
7020.14502,-36.169971,28113.20117,-19.746498
192.417206,18.648645,4549.70459,-16.089867
4156.805176,-50.825508,12742.89648,60.645378
360.810791,32.698441,1814.120361,82.335297
4812.804688,29.05068,5558.400391,-24.270502
1078.419678,-29.460817,2660.833496,74.069878
1986.37561,-59.607956,4268.027832,79.025093
123.745003,17.837555,164.72937,80.154633
2117.859619,-52.961617,19861.49023,-134.63652
1653.337769,-21.757092,15752.4502,16.524355
3368.592773,-87.208702,26165.43359,146.014587
337.624969,22.23455,409.592651,130.890503
413.213715,-30.674726,481.182861,334.828735
613.873108,92.620613,9243.333984,-246.74791
749.288086,61.822159,1264.292969,55.024704
5701.939453,-5.000021,18656.97656,-222.558838
969.885498,105.100922,8348.833984,-39.718266
409.205261,40.27787,3880.685059,-87.34903
2455.343262,10.843927,1626.031738,68.585846
12831.01367,-43.41687,28696.95117,5.054053
2190.356689,-15.846834,12205.70898,50.027004
689.099426,-15.906157,1481.70166,69.201645
180.650452,-33.572449,2141.943604,30.878725
9423.953125,49.633438,42906.41016,-1029.315674
411.848022,34.274502,775.227112,54.052135
965.818909,21.026207,5423.308594,-77.432442
2954.562744,-12.184297,8922.391602,-7.139008
1441.955688,-7.529946,1887.963867,93.412659
7927.067383,-219.447327,15653.70215,-63.733723
383.253082,-11.091494,1603.72937,63.837002
4623.516602,107.831993,19818.69336,-278.027985
2192.879639,-43.993675,34356.69141,69.933403
3963.297852,36.566208,14255.79199,83.236076
2627.659668,-148.856705,3887.058594,161.23259
2964.079346,-122.955109,13885.49121,35.64035
1186.504028,-11.627257,2445.331299,122.751808
3028.68457,-126.844307,2685.362793,88.079117
1924.741821,-44.98558,5348.731445,65.16095
40750.08203,349.009277,81908.53906,-367.219269
4470.167969,-139.672867,12953.68945,176.257004
5537.915527,-230.406555,24933.9375,-69.547226
3257.047119,-5.111693,9821.744141,-81.869133
2203.023193,12.279752,11704.35449,-139.174164
5782.987305,-37.673187,14225.15625,-273.290192
665.645081,-100.410637,2585.111328,54.420822
1822.703247,45.949551,2999.142334,57.800697
2159.742432,17.267893,13629.29004,-23.104544
5287.523926,49.930054,19214.67383,-78.590935
2186.081055,-18.150442,6002.101074,52.940483
757.568481,-52.979759,1254.774292,6.02269
17592.38672,-116.693184,50590.53125,241.36293
1697.552368,53.849377,1732.030884,44.444923
2336.35376,-20.414549,7094.474121,141.053482
2257.839111,-11.863074,5530.641602,28.609583
6642.89502,-10.642303,10357.50488,63.08276
531.885864,-17.363245,1914.396118,60.352375
3914.16333,-42.90501,24873.97656,-7.653697
108.268394,-6.619626,422.947388,70.952423
3653.309082,-28.04541,6733.524902,34.890739
571.223633,-40.503071,6384.157227,77.601791
3978.560059,-23.559029,7247.770508,15.163031
1015.888611,-24.442831,3279.229004,-25.677822
5597.796875,-130.877121,15331.80762,-16.774864
12248.03027,-151.219101,12948.88184,70.790031
423.027893,-54.031799,34140.68359,-35.117321
4940.724609,-33.209648,8578.998047,-29.082836
6888.504883,-178.305588,79399.97656,150.369965
8105.757324,-127.714607,25038.20508,-63.478714
22772.12109,-397.983368,44337.37109,411.394104
2374.295654,16.879612,6212.772949,-94.590919
2329.322266,-75.990303,25194.31641,132.97377
504.864807,2.345777,699.391907,110.064705
1840.901001,-78.52877,2692.175049,88.491707
2450.406738,-126.388535,22881.65234,-174.159943
3559.120605,30.157749,25034.96094,-519.078918
3149.734619,-31.012449,31177.5957,-272.011658
1747.237793,60.840984,24957.83203,-134.342743
3690.797119,-6.26713,25595.76367,-337.789612
4237.348633,-32.220512,13831.58887,24.735928
1296.793335,-15.403935,5389.776855,80.546669
397.99881,25.785381,648.468628,88.464211
13935.23731,55.772968,34094.98828,-294.693573
11328.85547,25.332422,41222.94141,181.184509
8774.182617,-154.932037,22474.13867,277.792786
525.774475,-3.075927,1219.843262,25.836464
85.522079,-6.126154,149.153275,79.058334
1097.905396,46.786854,4270.095703,-403.017731
432.789978,6.901606,11565.70801,-13.06519
509.251221,56.120461,1812.292236,114.548599
1009.682434,53.667652,2222.348389,92.386673
2584.21167,53.384926,25477.52734,-254.468567
1704.352661,-41.853935,3345.575684,26.70998
109.002548,24.058737,198.90744,82.318741
601.828674,-8.749276,826.879944,108.02108
1160.899414,57.281292,1503.856812,61.52512
1624.516113,-10.266721,4245.135742,186.998734
562.800354,-3.587367,1149.858032,-54.87587
5951.479492,-135.116302,26106.94141,-146.593155
14624.29297,-275.234497,20939.43555,160.406113
13896.98047,82.733727,39460.69141,-276.435883
498.626923,-34.669067,672.169495,127.918716
391.817474,31.926922,16077.25391,-42.74979
329.827148,-33.667553,1044.683228,95.772102
1739.319336,70.931259,2397.952148,87.235992
6608.479004,-174.483276,28461.50391,-211.45253
3506.614502,-51.347443,22068.48438,-177.903763
850.472107,-2.873268,5257.700684,-144.178284
3937.636963,-64.198044,6092.678711,8.568275
914.203796,21.180981,1566.665771,94.35006
213.994858,41.211205,373.998871,53.614769
975.18866,137.557755,2996.970947,37.190216
5600.859375,-99.19352,19596.84375,127.703667
10107.28516,-246.99765,33342.09375,18.021633
725.15802,-58.228222,1187.481323,27.583746
5023.942871,-106.476601,13271.49414,-148.285599
1725.763428,73.086342,1330.04187,6.487573
596.572144,52.366798,805.581848,50.465542
2168.146484,-40.772732,22173.14453,35.372715
922.624023,-10.725172,16692.58594,-120.304115
979.593079,15.203548,1604.999634,22.282068
5054.886719,21.521101,16489.42188,29.237545
857.193665,-49.370125,4490.998047,95.486633
1251.812012,43.369751,13318.39453,-81.650139
1224.957397,-59.178284,9225.251953,80.938614
15972.73535,-210.538589,45311.20313,-150.747818
1489.363525,19.71656,2430.231934,131.684692
8541.316406,-30.163137,27045.54102,-621.949646
477.43454,-116.997078,1522.083252,143.168228
5475.638672,76.885925,18768.55469,125.859322
1509.80542,13.860318,8177.456543,73.534309
310.980103,-17.158192,482.147644,46.881054
8929.227539,-6.480711,22935.59375,-123.553154
1939.569702,-14.816919,20982.55469,-298.019012
3856.252686,-87.062881,34561.73047,-942.196411
239.649017,-113.950912,479.191528,139.359665
801.450806,0.84284,3542.561768,27.23575
2131.969482,-47.198647,21298.12305,-137.624893
1158.35376,-47.537292,7683.677734,-24.948792
3632.594238,-29.868645,11300.12695,10.960601
670.773743,-16.420019,4672.742188,-18.802166
1082.853394,33.048458,20522.96875,25.771675
1695.036011,-55.146454,3591.218262,174.188538
4852.010254,-17.420164,21820.16602,-187.63475
6367.346191,-151.67337,9841.34375,155.100464
218.611053,-42.483295,288.895569,23.336611
352.590973,-59.797985,437.922821,193.389679
1080.683472,-51.246719,1157.503296,99.451309
1712.15979,-56.991798,6078.818848,-4.946462
231.852325,57.459156,733.609009,137.490967
3041.984375,-22.742863,20486.00391,-107.91198
2146.808105,-45.880886,6701.987305,50.983345
893.432068,-6.733643,2445.175537,68.742989
2411.547119,16.565895,4003.624023,184.338303
829.848877,-57.506733,6053.851074,31.660259
3875.104004,-50.687046,4829.092773,47.905098
1078.32312,12.407115,1993.706543,79.102798
771.756775,-15.035326,1206.516113,136.988266
1129.83374,8.049961,1563.991699,107.719276
356.052795,-39.75782,583.429016,36.563869
2272.324219,-42.727425,6416.37793,-84.039848
1458.830444,-93.999161,7231.602539,5.057445
319.579102,4.374285,824.385986,200.079117
1698.701904,-19.076996,4773.674805,-57.744442
5393.763184,-35.437042,10945.33301,60.509197
1048.551636,-39.748493,3193.867188,49.937656
1308.133545,43.779316,27154.125,-115.319656
207.022842,30.342045,640.246277,69.02787
302.769867,-34.207664,761.665588,29.343197
959.259583,78.66301,2208.884033,108.835526
3741.121094,-111.446342,13433.42188,41.028172
5741.277344,-30.142027,14823.7832,45.118423
2590.260742,-83.654854,4510.283203,28.334305
4706.138672,-72.961548,9157.99707,38.397057
4325.453613,-104.670959,5027.482422,123.055328
2913.350098,153.768188,13228.2832,-140.805435
310.517487,-44.624691,537.598083,87.387428
617.659973,-83.319504,5453.953125,47.246483
5973.306641,-77.855843,35477.27344,-151.404037
781.315552,-17.752373,1432.377075,95.617462
793.622803,65.849152,2228.515137,34.98613
1051.995605,-42.223156,3926.030273,58.948097
1000.250916,-18.704464,4698.370605,38.961185
7491.371582,-4.870784,12889.39844,57.385128
754.229248,38.626453,9401.273438,63.489243
2929.037598,-43.716515,9441.640625,9.546861
124.604874,-68.319603,195.035355,46.85014
3912.184082,-85.367378,63271.08984,427.731781
1050.881836,-28.26656,3816.901855,34.645805
7326.756836,-37.760193,16348.18262,-82.579391
