WT1,SpT2,pptase,ST2,ST1,SpT1
4004.507568,1331.905396,647.997253,4402.618652,1232.841309,64.079285
4340.120117,748.652588,162.669159,2284.585449,1215.340576,1178.185425
2330.008057,1344.5979,668.214844,5437.449707,1902.906738,152.43927
458.938873,3216.729004,3309.977295,6615.963379,3834.328613,1237.852661
18480.13477,1270.163574,182.983826,9167.681641,986.249512,640.710205
475.535461,391.308685,6.047672,756.20105,339.452911,179.797638
1816.828613,615.57312,581.337585,1224.602417,905.875366,473.499146
2465.879883,458.065643,364.910004,1376.421021,1566.92981,1355.390991
2713.510742,223.840958,198.019501,964.669678,807.198425,871.943237
785.869385,2897.505371,4137.292969,5153.236328,4930.921875,2457.819092
2256.369385,44.769402,503.743011,1595.599365,794.523621,430.883911
2377.768066,1406.281494,1495.334595,2992.920898,3219.488281,1829.707642
438.652863,278.819977,153.448486,1034.334351,691.578857,235.044434
1416.392944,418.683655,242.14447,1372.143677,531.569885,293.797577
267.21109,245.770981,61.256962,593.131958,559.854614,369.31076
17565.04883,643.927734,962.801208,4996.533691,1754.737061,817.343567
1345.810913,138.354141,448.051971,920.784119,559.904541,324.694916
1180.733765,410.83844,309.900024,885.487915,598.546631,208.97467
7918.796387,2762.962891,547.220459,6260.611816,1345.74646,388.914154
454.50354,104.947983,23.480797,612.859497,37.87492,163.783371
4334.175781,930.616943,37.857937,3477.373047,457.596619,353.990723
18395.82422,50.809208,212.811951,4843.795898,523.704712,129.93837
1937.041992,18.4291,143.340057,565.323975,161.005051,88.770386
575.522461,91.40126,804.432556,405.090668,494.624725,204.129654
2240.238525,6221.821289,51.85257,5212.076172,4294.392578,4143.208008
733.857971,233.885239,415.270599,478.281738,624.55835,299.376495
4781.876953,4004.390381,115.536011,4589.726074,2565.677002,3101.072754
987.573425,897.984619,1268.737183,1545.853394,2549.686523,1124.566895
16094.8125,2286.236572,519.88147,11341.14844,2369.624023,441.774323
1519.197632,100.146751,198.420746,1154.815186,84.055466,60.080299
5582.666016,1042.296509,38.074059,4143.180664,770.003174,385.574829
538.160645,79.017349,194.712372,882.788818,394.010071,51.738194
1296.161255,60.861431,120.631828,687.23877,189.509583,174.682632
1215.968018,21.701576,660.414917,820.742737,657.807617,183.675003
4384.069336,986.6651,1466.854004,4957.164551,2005.118896,616.649475
8038.564453,2683.199707,203.056473,6012.9375,1284.962158,381.155029
362.176819,41.845871,301.155304,412.531372,550.115784,275.180298
1103.70459,3527.833496,698.21228,5749.103027,1782.897461,303.931427
395.44043,367.868896,72.223618,897.954468,565.624756,233.37265
2273.582275,662.008423,194.919312,1537.960449,820.684631,347.022583
8424.969727,755.96991,259.308441,3739.081543,1258.114624,324.453094
413.979309,299.075317,562.365479,480.143158,984.766541,694.333008
6633.297363,121.461205,13.29451,3921.500732,178.198883,156.295059
1587.328003,241.393723,283.926819,3615.186035,624.420837,300.37851
3845.208252,1190.459961,422.522278,5209.63623,2178.306641,950.346619
1954.940918,1679.32019,970.06134,1801.568115,1912.153809,1227.011108
5741.84375,1120.575439,564.578369,4955.899902,2286.810303,620.170959
3387.939697,683.97052,1377.809326,2285.247559,2515.695801,1392.809448
1789.778442,191.983368,1126.457031,1719.17688,1684.457642,292.552246
1468.858276,82.984108,929.649414,1422.523926,975.995483,335.724121
850.680115,208.464951,369.184143,1417.727051,951.463745,318.964722
6485.946777,2416.208252,912.59137,6154.525879,2663.954102,851.779907
32.036747,17.171291,439.087494,323.729889,603.078064,138.863037
1203.955444,84.277992,265.565063,1174.910889,788.763306,315.613983
13503.13574,34.163467,51.175087,4433.181152,404.793457,269.884949
880.806091,780.960876,553.865662,1293.161133,2021.169434,869.649841
2669.022217,3484.80957,1190.702393,7285.355469,2867.417236,1087.964355
5593.874023,586.846497,72.354507,6379.102539,367.898499,256.997101
1594.276611,205.251755,42.147812,1058.047485,591.535706,541.214783
124.499252,101.806541,1343.161255,3174.474121,1923.608765,75.544777
1082.54187,534.186401,729.607971,1406.814087,1906.875244,574.450989
19350.25781,1106.102173,679.463013,10335.19824,1705.478271,185.181885
2847.405273,2362.942383,404.027008,4273.376953,2061.231201,781.654907
3564.207031,3029.013672,2786.007568,6064.462891,4105.97998,1996.210083
795.924866,263.193268,223.403625,893.717896,634.321167,321.667542
3158.07373,1032.419556,2171.624512,3788.166016,3356.989258,1442.977295
418.126801,479.781616,463.993866,1478.344727,976.197754,172.147812
5450.928223,3853.327393,221.033188,2105.70166,2944.20166,3235.66626
12545.17383,2688.466553,274.93399,8974.822266,2252.674561,1031.488525
6866.874023,219.104019,476.248169,4246.469727,663.335144,433.909393
3393.260498,523.59259,411.016083,2339.545654,675.836853,596.317444
1483.828003,429.444275,1570.936279,3444.188965,2121.964111,727.873901
170.416168,385.521851,1643.645142,2590.71582,1401.474487,67.280365
1438.246338,566.768799,716.715881,1282.068359,1016.987793,140.358841
3260.698242,101.042671,47.660801,1692.67334,185.418884,185.768997
636.166016,43.259563,234.515961,408.345703,597.734497,456.702118
1187.282593,70.419106,146.043381,974.945801,651.734497,423.171692
799.304688,948.479248,511.44989,1028.741455,1164.018799,332.676361
1839.39209,1398.983521,1404.390137,2082.15918,2583.216797,1484.942261
579.356323,54.725723,88.930565,425.150787,181.640472,184.91983
7120.73584,1139.832153,1350.592529,6332.986328,3463.148926,737.14325
963.900146,3129.459717,1859.401733,2633.486816,3370.290527,3286.690674
502.366608,280.550812,317.775146,423.870911,1208.998535,709.758606
1291.429077,1012.672485,1617.431519,1933.694092,2229.737305,569.088623
1010.212646,274.82312,329.906311,949.880676,526.176392,126.003281
1784.868408,2294.532471,100.621017,2955.974121,2266.835449,1210.937866
935.408569,715.793884,76.292877,1388.496338,828.924377,484.58551
2357.508301,1168.255981,427.166473,2470.298828,1120.506592,502.2164
2474.958252,118.071533,405.904175,2540.484375,1075.583496,336.412231
246.287811,281.167938,1601.39209,784.797058,1077.106567,740.239197
2964.535889,199.885254,186.480774,1263.208984,211.914795,114.953949
1707.625366,77.498398,432.447784,1426.979248,1519.481323,1104.906128
604.607666,169.344284,444.74057,1861.502563,1000.445129,75.362892
23.236235,98.881767,651.630981,713.642761,540.435059,38.741104
7358.298828,415.300995,247.25827,4560.949219,1071.196045,591.448364
183.591599,71.541855,266.762604,129.101868,188.485519,4.126691
1071.124634,222.196182,259.684113,981.044678,441.961029,9.626392
416.010803,81.372765,122.294022,391.239075,101.36219,31.80933
14735.68066,3832.517334,534.432251,5396.327637,4544.134277,1553.952637
121.224358,160.813309,814.57666,770.519958,918.685364,544.481018
3134.808838,1847.797607,1046.75647,4157.857422,2393.483398,767.768005
4130.040527,49.414101,1092.020264,2575.143066,1033.533569,528.189087
1969.707031,1181.969482,1291.155396,2617.327881,1533.094238,506.15152
1326.720825,33.888233,131.83696,1202.987427,300.857239,158.291046
1888.519409,280.428864,398.394958,1536.706909,1064.316406,433.938446
935.499634,189.019028,412.730469,769.854004,524.568665,177.597153
2403.404053,603.567566,390.410217,1614.038574,846.055115,405.695984
180.808533,145.26413,721.949158,586.539856,1189.672852,286.326324
1784.169922,1203.201782,2066.874512,2565.872559,2420.737793,725.105164
1440.949463,1014.78656,596.752869,1737.349609,1252.673462,871.368774
6623.306641,11794.70898,1066.3479,9029.235352,7988.856934,11274.24121
