WT1,GFP
65.174942,19.383972
77.593765,55.541748
3.131699,147.260254
13.450407,90.402832
50.460339,28.825195
68.920845,33.020996
80.844002,50.482056
59.399765,7.221802
57.251678,4.671143
166.027069,53.226624
29.703993,6.833008
39.965912,48.79071
21.899385,60.857056
41.354641,63.955566
17.752439,108.638672
13.685856,1.47583
34.46632,68.437927
146.639664,82.295288
77.025131,105.027344
118.726738,72.035156
60.057167,28.290466
33.472797,19.543823
28.305796,43.176453
25.060095,35.477173
24.699842,38.160278
29.079107,9.748047
100.692986,20.615479
81.059509,78.010986
43.610939,4.583008
30.02841,3.573853
94.206627,48.67627
34.544209,74.702148
79.251907,109.661377
109.251755,24.244629
10.487989,19.854858
45.713158,138.313477
7.148959,58.135498
15.430817,35.874023
83.076927,123.478516
68.031013,79.92749
36.430908,76.661987
26.904741,61.350098
11.005713,75.175293
40.430981,14.572754
103.266914,27.256348
4.840033,67.404175
26.488686,50.252808
32.126545,29.054565
14.433681,83.110107
216.764496,110.541992
25.99119,138.66748
4.190509,35.215454
33.521839,6.081787
11.85888,69.955688
77.764694,18.991455
12.340823,74.223633
15.835876,2.029541
60.445095,80.0979
30.621563,61.243164
99.968781,66.581177
100.255821,76.111328
108.2724,135.758301
154.769547,49.80127
31.014482,50.680176
18.173101,50.133301
59.733231,199.777344
96.984573,61.252686
36.557011,5.44812
12.128585,34.301636
55.278122,51.756592
39.437046,18.276855
27.559862,132.987793
20.239447,19.33374
23.5135,101.738892
41.95697,59.188721
31.069654,27.373047
53.939045,40.42688
109.965935,40.592773
19.141733,96.477539
9.96009,72.592773
29.420887,56.069824
60.394623,47.486816
37.361629,75.94751
71.472137,43.25
45.464306,34.008179
79.83506,25.28418
55.134796,15.689453
65.196075,36.177002
44.550373,38.99646
133.708588,121.115723
60.817787,59.68457
101.44162,9.574951
48.993988,46.742981
19.558397,90.3396
18.398132,83.717224
16.225098,18.182251
108.842972,73.937622
79.237701,42.986572
37.740303,112.82373
90.358177,4.104004
3.805202,112.745117
38.419025,88.448547
54.800484,146.222412
76.827721,74.174805
56.163029,58.209961
47.670319,12.951965
119.496529,89.815918
45.614746,33.43396
150.879684,89.791382
45.910561,75.598206
52.821117,30.587585
9.00425,52.676636
24.71031,21.71344
45.579365,26.316406
5.826926,131.137451
40.387531,19.413696
139.255524,46.104004
84.096863,71.380981
14.011535,64.146729
28.184715,93.445312
103.124062,98.706787
82.632454,37.43457
11.932747,79.088257
96.730026,65.85144
76.889946,47.248535
34.580952,2.68335
152.467117,62.862305
32.278091,43.571289
11.398763,107.752441
26.68251,30.038086
52.492496,64.954895
43.515198,15.434814
39.728355,50.096191
125.50145,40.238525
61.045036,86.068481
69.689819,42.692322
35.853279,23.97522
15.688172,16.894531
7.824206,61.667725
40.212345,33.366821
31.263512,61.273926
9.480951,72.436035
113.481728,11.401733
17.413191,54.050781
24.378717,7.708008
2.414406,13.278809
21.776266,75.334106
71.468872,147.543701
9.474749,108.095947
65.809021,47.146729
53.252106,18.790771
38.264889,85.378052
90.999535,103.651794
92.889153,87.878906
137.969131,47.571411
91.285118,129.944702
38.590538,101.995605
62.777119,87.290771
51.179752,31.046387
46.032158,49.842773
100.790916,78.721436
24.383818,94.050781
99.607018,35.746948
81.405724,9.9151
2.662691,65.428223
73.687103,41.994995
78.669403,29.249756
66.125191,96.336792
77.296898,20.197876
98.019165,77.355835
13.406097,85.962402
31.252798,69.978638
8.977219,120.427002
135.092499,33.401123
27.182817,42.020752
14.320282,137.708984
33.45089,55.053467
117.918816,21.579651
78.103996,26.592773
122.889236,3.238525
41.426189,34.691528
2.954569,48.255249
42.576965,25.410156
183.424316,93.459473
11.629544,46.340332
24.16493,47.845703
67.875305,118.40741
106.888939,46.32373
52.041367,16.747803
52.84404,34.971924
82.87365,40.260376
11.136611,61.512695
55.507179,44.535645
101.839066,17.7854
37.543995,9.486206
69.759384,79.685547
22.496727,81.809082
27.689505,8.169678
105.820732,86.797119
63.003609,52.599731
32.60902,59.583008
3.228597,41.214844
75.547371,36.800537
61.5453,19.981506
168.278259,6.967773
88.077362,24.415283
90.027496,14.691284
110.981895,71.128784
32.023968,60.897095
23.534557,45.49292
19.346943,39.452271
42.3223,72.557617
145.39859,125.416504
51.38279,118.395264
38.013885,63.867432
8.194106,115.913574
26.790993,37.846619
58.463596,35.851562
161.382477,28.108643
118.322914,9.765381
52.780136,68.6604
51.592365,25.430908
90.739014,66.391113
63.464031,81.687134
85.835007,56.250305
91.437569,51.974609
13.555701,147.016846
31.076874,46.46875
79.681641,58.060547
76.963394,128.571777
169.675644,139.412109
5.833919,55.325928
72.580757,24.13501
61.132317,102.83728
6.095079,36.795166
80.444794,39.008545
19.980545,66.152344
94.37149,57.825195
39.540901,38.527222
35.854412,107.32666
81.214653,143.480957
52.801987,50.171387
96.561287,15.861816
68.275108,60.249512
3.315678,26.379639
27.495754,59.458984
26.04999,99.17627
4.723206,50.941895
107.191292,96.173096
87.227318,14.006104
34.18272,110.958496
63.589199,38.259277
86.063583,21.683594
138.482315,101.453125
53.035522,85.834839
5.232948,51.118896
45.662178,9.885864
79.37339,79.344238
77.96888,13.946777
79.152084,8.415283
56.13475,93.375732
99.316742,34.504395
77.026276,73.458496
70.39537,8.658813
26.351408,14.558228
78.238907,57.930664
13.79039,25.033936
29.157606,54.714844
99.294235,11.432129
61.793869,42.65332
109.807732,23.4729
23.522991,53.114014
197.576889,83.168457
32.452076,11.116577
39.897709,141.719727
21.761068,31.997437
63.143116,20.904541
60.212864,44.021851
58.641373,49.32373
59.350163,97.317139
112.220856,125.026855
56.137955,6.446045
106.636101,63.657959
75.257034,63.646484
47.592937,49.346191
49.952091,103.292725
103.522003,88.29541
25.052362,10.790771
3.911522,136.995117
93.289177,107.169312
70.28553,6.629395
16.533844,86.268311
36.034763,24.618652
28.81834,2.653076
36.490662,182.910645
93.868706,73.646973
106.293823,72.892822
47.709518,11.60083
57.906681,111.507202
69.627769,132.033813
29.400118,43.478516
156.446152,101.772095
52.793011,74.397705
61.106911,34.663574
34.00145,36.278931
77.86525,88.433838
111.563042,32.681274
52.872509,2.66626
97.303406,16.726074
23.774071,46.530273
39.687195,50.468262
71.36953,6.793823
58.102444,95.385742
46.533249,17.957397
5.058749,93.523315
11.860557,24.88623
134.379333,96.867676
16.479929,20.497314
78.293655,56.77002
71.796501,6.507568
9.822219,11.611572
65.118515,81.346558
68.062378,87.971802
126.102882,22.568359
12.085258,63.121399
79.229553,109.609375
108.42807,47.069824
21.897346,53.513062
15.536641,150.706055
88.846863,53.519653
20.97258,12.072754
54.764511,106.339355
4.218294,17.708496
88.028641,38.32019
45.06741,38.204102
105.324654,94.855713
113.61013,23.128418
13.523925,108.541016
58.933189,56.693359
22.105091,1.599915
34.228565,71.661621
14.551065,139.69043
87.354019,12.084229
52.127987,20.126831
91.207016,55.940918
135.011932,142.506348
9.360574,79.694336
109.982872,27.025513
7.245633,27.289551
112.718414,20.667969
91.155548,28.09082
24.819462,140.552246
43.078175,69.439697
73.631447,44.72229
60.937359,16.077637
22.209967,86.842712
117.28756,76.887207
151.581284,72.449341
169.291168,209.015991
93.589317,45.530762
99.112228,37.70929
32.14661,74.967651
74.094612,148.698486
36.554577,30.901855
34.85817,10.835083
86.013344,11.312134
3.040482,114.234253
19.859699,127.185059
38.141853,61.435059
38.366726,114.58429
156.822861,64.279907
5.28252,31.448364
41.849426,27.323364
31.20199,105.937744
133.911819,54.453979
78.356773,108.942322
116.167633,172.848145
129.154266,46.751587
73.435493,6.535767
30.528694,58.923218
34.33823,54.774414
37.069817,155.0896
22.402451,30.848022
44.602711,21.804443
101.334816,60.515381
11.840302,70.136353
27.207937,63.02832
142.5448,48.650635
17.510777,43.069946
22.407879,72.963867
8.595296,29.996826
58.665638,39.940796
27.462498,133.696045
88.308838,109.178345
62.377426,23.785767
3.617037,282.986816
10.490314,55.542358
49.012714,30.541565
93.378471,53.215393
53.996265,115.18042
69.451088,76.40332
46.338951,41.046875
94.725746,12.901733
66.654869,171.042725
34.898243,34.752502
33.958492,63.088379
72.716232,98.789978
30.141769,26.336609
51.712509,55.313354
42.58469,201.353516
89.278465,31.735718
15.876289,14.168091
60.636341,59.317871
136.720566,55.634766
73.241768,199.604248
52.314926,115.811279
107.659042,99.548706
38.768677,57.692993
2.769011,22.775879
41.254128,72.233521
59.586361,32.494629
43.257118,20.987549
78.905602,132.096558
113.153671,38.629272
114.932564,19.921875
73.971245,133.409668
35.107883,51.659058
52.697433,25.012207
37.091454,5.092651
54.381748,77.133179
41.581184,61.162598
103.166206,112.451904
27.319798,44.91748
46.62339,51.106689
24.779127,43.960815
22.011442,22.210571
13.928099,59.163574
17.850964,81.912476
24.065382,65.844116
83.131065,39.763428
75.942711,19.289551
135.79863,93.219604
136.222321,16.492065
60.84668,4.229736
9.099645,2.479736
44.75182,69.303467
66.237152,66.118286
33.050591,85.354614
99.458107,116.32666
85.125984,168.040466
19.070665,17.997498
75.792809,11.820496
93.138062,15.951172
62.945232,130.88623
22.993719,106.712524
8.634018,23.313965
35.484203,3.067627
41.571266,16.467896
134.482925,59.444092
63.889748,4.124023
6.406194,97.668457
20.418753,104.932495
33.314251,54.064941
39.708961,4.634888
97.153496,53.884888
110.159859,83.272095
53.077919,76.294189
34.73555,61.864258
13.336391,61.364746
32.604393,92.662842
27.482109,6.634033
6.10583,58.824707
106.802315,67.673584
23.614269,36.370728
47.616436,107.644287
71.82888,133.217285
142.15947,92.710449
14.568119,48.836548
111.878899,76.079712
49.409645,85.348938
34.521053,147.266357
94.767685,65.770508
49.512295,65.612305
10.392799,17.967529
60.968643,66.090698
120.88942,23.358398
20.082512,8.704102
141.619232,157.918945
55.743053,70.126221
209.447662,28.228516
72.191208,160.59375
8.873947,10.157349
26.549601,25.674438
38.822414,18.966064
2.57533,78.599976
89.381592,172.535156
6.357723,44.662048
87.044151,108.597412
90.652199,20.115112
30.415371,72.223999
111.041481,30.397827
1.321726,70.721802
69.958893,65.630859
4.759055,62.071045
5.422936,30.887817
67.798981,73.350708
65.885078,53.079407
33.844452,108.283447
3.857657,7.17511
53.143982,34.180908
80.563278,3.363098
75.388252,68.046631
34.02422,91.273071
47.752445,44.130249
25.406738,10.296875
97.044998,47.180176
106.657845,57.143433
45.027523,8.354614
176.845123,63.586914
4.578521,9.164551
14.15463,67.781738
86.997589,14.782471
78.352997,48.754639
138.027664,39.748291
53.229626,33.784912
89.862854,48.981079
90.433929,22.39624
17.912426,25.316895
182.8918,72.233398
1.894738,40.028931
32.485508,49.597656
62.866123,90.42041
49.19397,53.772827
17.880007,35.178711
33.412739,111.213867
9.202982,44.050781
20.577532,59.514282
34.772652,95.801636
41.163342,113.342773
106.447205,56.076782
27.887661,80.450684
60.959953,68.872559
99.28273,49.702148
116.820488,52.692993
97.783203,8.112671
2.76643,63.288696
97.494423,9.592285
88.818237,77.185303
110.692337,96.845581
8.910185,21.414307
137.707855,76.448364
2.364223,159.834473
70.316978,65.840698
44.540371,56.572266
29.02091,48.82605
162.894699,67.428711
35.422318,85.567627
88.710724,65.507324
60.336319,95.413818
104.346786,11.499268
150.112717,11.681885
53.48341,64.149292
7.429704,107.179688
18.697369,63.155762
37.058865,49.465942
31.936163,3.664307
28.624729,31.242432
15.848676,127.174561
14.677627,16.4646
98.59623,20.351074
63.31002,805.016602
43.567387,55.788086
119.67437,166.674561
78.299393,53.386475
39.332695,67.53772
54.463833,80.005371
100.738838,45.262207
98.275703,80.730957
49.141315,2.550171
148.735153,23.152832
20.810268,43.671204
62.302662,41.268555
42.308582,100.557007
16.105377,9.883911
58.247314,108.054199
146.070557,64.307129
124.510063,38.625732
84.773895,30.699463
122.24543,43.170654
83.985947,258.11377
58.72765,103.733398
8.000962,50.211182
30.67556,12.147217
56.001057,46.31897
8.057526,65.154663
54.790344,39.474121
84.161629,20.79834
108.870132,6.455811
27.921261,287.335449
76.750809,104.604736
55.458889,193.188965
43.282768,135.000244
55.529087,5.250122
23.401167,25.60791
31.984154,41.36792
4.824855,22.496277
91.546005,33.945129
86.535477,13.098633
48.428631,119.097412
82.675293,107.052734
43.941673,80.514282
76.626083,2.952271
79.769554,112.645996
92.352188,59.602539
119.686684,98.435791
70.880104,40.020447
16.108866,120.435059
3.815259,14.540955
83.214378,12.035156
19.023411,46.960205
38.279087,15.880493
81.105949,36.69043
30.442064,35.028564
64.959114,28.207764
97.403503,15.164062
39.712124,16.150879
43.660423,26.495972
81.752571,5.089355
6.948205,49.509766
49.429214,76.279785
81.503555,17.090942
66.395988,305.527832
32.615135,88.012207
85.429939,26.990356
7.411366,37.387207
31.734722,1.789795
14.725723,3.899902
87.736053,63.991943
83.822273,23.251709
24.587065,20.387451
58.412868,5.710205
44.921047,73.700684
48.121002,51.5354
23.252224,44.433044
72.411629,53.058594
98.376518,27.498779
78.581543,85.227295
9.94679,85.327759
105.354401,112.36499
83.359268,85.273804
72.29039,57.673828
30.242085,7.190186
41.064484,125.760986
44.708485,197.531738
62.620762,44.537781
2.596689,19.748047
116.022491,34.262085
47.404472,100.811401
69.404503,9.505005
77.196655,145.471069
18.419394,12.541992
103.743866,58.402344
67.559273,20.195068
95.006653,239.819336
48.130245,61.383789
17.331232,61.092041
46.12788,17.232666
107.511826,120.105469
73.085129,30.987427
37.78455,63.216553
33.028587,33.438477
31.459673,49.601685
20.465038,30.509277
1.551803,77.534424
33.977985,32.878174
53.276306,33.429016
35.29538,46.205444
21.993238,40.242737
28.994152,4.087646
11.373058,71.501099
68.399063,138.062988
95.107552,56.78064
27.113115,25.816284
31.89727,48.784424
124.63842,6.58667
183.557877,54.053711
3.480003,91.235107
5.659949,71.961792
43.589409,96.676147
45.094261,57.62207
87.617935,14.134399
107.109589,37.099609
26.555378,201.969238
59.341087,44.462891
81.870171,143.562988
71.365044,136.068848
50.317276,40.189209
71.797737,41.040161
22.204107,1.527344
37.275562,63.582458
48.031387,12.396729
89.845322,154.548096
1.34238,139.245117
