ST1,GFP,SpT1
2157.173828,38464.67969,6449.045898
1901.375366,72582.33594,2120.701172
990.329651,113845.75,3814.336426
3420.699219,57033.03906,11961.27051
877.58075,14082.41992,609.270447
1475.460815,11210.01856,520.486267
1063.629395,108125.2188,3538.397217
2713.205566,29932.68945,1161.461426
554.923584,2286.630371,192.768387
499.549927,48333.69531,2125.19458
1236.784302,85314.05469,2002.146729
3374.314941,37753.92188,8332.003906
1342.23584,60669.75391,2148.23999
2419.033936,48617.16406,554.37616
725.439575,16469.05078,969.146973
1559.098022,201782.0469,4155.660156
1831.099854,90563.67188,1180.895142
2573.897217,17615.59766,1723.391602
347.248108,88406.67969,788.09259
412.840271,31197.07422,392.203705
1621.001953,100390.0313,3789.616699
2549.895264,184042.5,9080.282227
520.667908,4940.169922,273.939697
1650.869507,31036.33984,4609.071289
1400.738892,197433.2656,3046.629639
589.074036,178924.7031,5572.76123
463.989868,23830.85938,179.966522
3217.482666,35162.01172,5172.086914
491.049255,29560.78516,963.856934
1263.844849,62552.5,3500.527832
401.588287,3717.316895,539.874817
3882.186523,109223.0859,5867.74707
1559.985718,82754.45313,407.957458
2280.092773,61215.92969,1216.096313
290.05658,2726.954102,79.511559
4239.373535,45883.47266,10542.1416
125.479164,3413.139648,153.213943
549.244934,112549.8438,335.180542
330.897156,8966.949219,538.679626
2654.617188,44983.62109,3937.615723
6376.192871,179567.8125,7112.924805
1157.349243,37974.58984,1331.9552
3590.549316,30941.78516,2893.709229
639.535583,61929.91406,1083.576782
445.087006,14593.62109,603.156982
545.644653,18553.92383,744.020996
766.830994,220419.9688,5524.58252
4808.248535,63509.38281,12009.02539
2575.695801,80101.17969,1171.399292
545.007507,38633.60938,755.375122
3069.448242,183856.6875,5662.342773
1015.858215,54415.16016,2852.235107
711.303833,38285.10938,1199.021606
976.105408,204579.3594,3985.342285
979.068848,36511.3125,411.931488
831.504333,409923.75,13145.82813
1776.032471,265851.6563,6878.251465
3216.297119,27177.47461,7903.29834
3312.014893,25823.94922,6626.954102
101.566589,654.598145,121.482422
3376.314941,60958.5625,2228.83667
3530.367432,27953.45117,5137.059082
976.397583,8980.267578,600.797241
780.293823,53187.44141,1365.807861
3768.439941,156549.1094,7082.455078
961.30072,89888.53906,2186.73877
767.62323,14190.6875,697.193787
503.979034,61277.16016,1575.160889
2413.730957,247433.9688,6787.296875
3942.789551,75196.39063,5844.64502
662.068787,14106.05957,447.461151
1340.550415,119245.5703,3489.084473
1032.91333,85137.5,993.220886
2495.424561,14916.58496,4078.401367
2494.723389,253914.7969,4330.617188
240.445206,80228.25781,3023.265869
4606.038086,54376.89063,807.28833
4129.30127,47047.85938,3555.47168
1904.515625,92706.77344,762.473389
657.661133,87174.89063,745.903931
2455.022461,30561.95703,2702.4021
491.019348,135302.6719,2795.041504
839.848877,4823.239746,701.376465
1690.317871,29611.61328,3881.190186
2842.847168,108177.8125,1480.44751
3497.981689,31601.37891,4172.657227
379.010651,118914.6719,1608.647827
1848.353027,185451.5156,3614.658936
1350.914429,57124.76172,1761.602905
8198.796875,138302.4375,14287.31445
964.065308,46944.63672,2457.181641
4093.190674,108209.2109,1855.700684
449.232727,5403.277344,535.296631
1321.549316,56020.10938,2083.81543
439.526093,48225.39844,1436.129517
456.96283,120545.8047,962.257446
1356.700439,271279.9375,6455.145508
1036.480591,218426.8281,4174.310547
1262.885864,10530.21777,610.605652
3463.314941,56051.33203,13371.50879
724.365906,16473.97656,1247.342163
2155.76416,11554.36523,3266.035889
604.070496,15136.99023,341.972931
2822.279053,46293.14063,3416.437012
1053.101562,86854.4375,6040.87793
1867.301514,30077.34375,3501.092285
2183.458984,103221.9219,4958.924805
460.952942,4065.891357,368.104736
1879.876099,10646.24609,449.288544
11482.18164,119663.5938,18253.91797
342.307312,4670.354004,565.411682
3914.952637,21303.01953,1125.117798
1043.631836,49561.44141,2001.946167
2635.840576,22041.63672,3287.555176
2122.351807,23330.28711,2949.107666
469.296783,234277.3906,5359.521484
1989.928955,139413.5469,3710.728027
1066.173584,78584.92188,1229.671997
1920.766846,191853.0781,2084.102539
201.590103,29338.11914,469.695374
972.164246,128793.875,3006.565674
2553.376709,39376.19922,1552.301758
1095.612549,8739.420898,800.547974
3060.996338,177527.6563,8623.990234
1110.154419,23060.14453,2835.387939
826.882324,247654.2656,5101.527832
2400.723145,149549.75,3962.697021
466.062225,6295.59668,454.757538
751.628174,63062.34375,741.916199
834.445129,13514.62695,319.554993
1638.901123,300086.75,7020.187988
5652.852539,87256.76563,4602.409668
3815.471924,53638.80078,1383.583374
1239.634644,17784.22656,1147.46521
3412.018311,193756.4688,8478.102539
909.771179,26485.40039,2341.498047
406.139252,48912.49219,522.707336
1516.180908,30230.23047,3209.094238
1324.305542,34308.87891,2037.386963
1006.390747,15721.86328,375.698151
408.346924,3941.661133,393.387024
4657.469727,103283.2422,6026.949707
695.358215,28167.18555,498.751648
480.914581,54763.83594,759.390625
7481.71875,114116.9063,25492.41406
1786.340576,55685.98828,1537.832031
102.778183,16517.60156,921.130005
1907.336914,99417.72656,3557.489258
1880.803833,83496.28906,2990.236084
481.571503,11247.85352,283.355957
6400.535645,143531.2188,11085.04688
960.681458,18155.31055,870.438599
193.999466,2488.910889,199.577545
283.051086,21767.86719,430.499573
2102.897461,24620.22852,1285.035767
774.036011,18652.94141,918.145996
276.493774,49452.11719,618.314514
1074.385864,40131.67969,1822.531006
2184.874512,100048.5,3781.789307
321.110107,3216.980469,313.53775
2945.083984,224919.0938,10156.36035
381.403198,11100.70313,735.339111
1448.639771,18841.40039,363.273651
6243.927246,525159.9375,13909.40625
2016.655396,75839.92188,2810.812744
217.644043,3284.041504,250.790054
372.981049,11379.15625,816.355835
6341.306641,103440.0156,6711.523926
928.241272,42593.51953,711.277222
2128.652832,59395.56641,4124.876465
3955.624023,41026.09375,8057.974121
1596.466187,15062.59082,1610.594727
579.62207,6151.726562,921.951355
4555.008301,39580.54688,3892.854492
15.272327,7153.713867,138.281769
654.095276,26245.70313,1036.29834
2026.101318,314100.4688,9458.429688
2265.900391,75907.16406,1186.382812
1471.228882,21928.82617,817.720825
1267.798218,32013.19336,95.220123
372.098175,11739.45508,259.836823
1206.305054,206530.3594,5015.385742
1463.80127,33140.19531,1635.716064
676.62146,286584.7813,7211.730957
913.397339,12977.1543,1444.376709
3816.22876,77413.57813,5198.769531
2407.475098,117712.2344,6753.545898
2095.529053,48058.29688,778.758301
2477.331543,70235.92188,2550.09082
592.757812,133275.9844,2369.800781
3474.950684,32725.96875,5794.572266
5708.685059,128359.875,20221.4375
5391.195801,100250.7109,3846.501953
1206.265381,60938.25781,2252.922852
127.794342,7583.92334,121.951874
797.21521,120801.0469,2152.652344
688.841614,17111.90234,904.855713
2501.636719,115799.7656,4393.333496
725.540588,56134.05469,788.086914
339.67157,3193.325195,246.362717
1717.359619,43033.83594,1160.044189
2667.284912,29212.19336,4809.698242
1310.40686,167849.0938,3760.645508
2040.269775,70114.1875,575.892639
11262.33398,111890.5156,9129.71875
837.796448,10664.00977,369.301147
1526.995483,22284.16797,2080.512207
477.053711,4394.742188,563.746094
473.792572,8608.446289,640.660767
1230.251953,44759.55469,1754.096191
964.605774,37761.96875,1040.934937
31.406822,1508.264526,195.239807
2037.558716,18983.77148,2764.493652
324.840363,17063.56836,461.491333
1444.019775,10581.02051,2308.264648
1815.63562,34828,2697.203369
5178.63916,67272.01563,6745.941406
956.574402,70490.80469,1601.110962
2562.837646,62296.96484,4240.338867
2576.193848,337540.8438,11172.42285
3086.524902,19789.22656,5570.236328
2882.828857,40090.53906,1560.377686
4832.796387,100068.5469,15870.35352
1028.193726,46082.65625,3401.477783
838.609985,57374.07813,1527.977295
3549.15332,71290.50781,3532.716797
8370.109375,78314.01563,4745.364746
1578.73938,12050.66699,418.154999
7463.624512,117643.2969,14187.44629
2860.94043,34580.76953,6499.896484
2333.052246,39209.19141,2666.212891
243.835617,3598.755859,335.349976
1496.328979,19022.34961,469.896606
2.914373,25502.99805,31.127556
2807.266113,34930.23438,3226.95874
3525.128662,108122.5156,4976.314453
2909.830566,63263.91016,2727.562012
3422.195557,66765.99219,5046.685059
1255.744385,90748.30469,4730.351074
1360.746948,166205.7188,3477.515381
2060.012451,68097.4375,6349.003418
3922.840088,122184.1328,13486.54785
1392.050781,119566.6797,2375.561035
1332.794067,26284.90625,905.573792
3934.375244,40530.04297,11770.4541
12323.67188,121501.9531,32806.86328
1315.323364,285717.7188,6601.23877
2012.421875,62839.72656,3771.866211
1248.701172,233069.6094,4596.611816
799.572327,30708.20703,2748.598389
1626.891235,127479.3906,4812.756348
279.612823,7812.605957,816.793457
2598.842773,38783.32422,6610.334473
4167.866211,148460.0313,854.444702
507.382141,67202.67969,435.484436
228.536148,86612.82031,865.501282
3837.063232,160635.0313,4053.709229
703.180115,23297.24023,1147.48645
3420.135742,28531.6582,9954.373047
495.387115,20586.53906,1519.964233
2573.750732,147780.5156,754.129517
352.368286,4024.526855,27.720703
2061.692139,16232.43164,1164.278809
526.736816,12019.8877,1375.868774
6384.375,130765.4375,6956.808594
1594.231567,37545.25781,1759.591797
1502.841675,47638.53906,2354.32373
1931.825439,20620.92188,1018.881775
1143.280029,32475.09766,2371.320068
3925.865967,53712.57813,7060.50293
869.789795,6484.374023,484.062958
1704.828003,32305.96094,2375.414062
547.813416,6074.211426,950.342285
1279.432739,49784.73828,853.17157
1186.069214,33413.64063,3001.640869
318.823181,140945.625,1991.736572
2001.662354,45628.85938,2933.82251
1775.788574,36823.75781,370.931335
1811.835815,63999.10156,1065.648804
1337.96875,32056.90039,1437.065796
2149.232178,27469.92383,4970.583496
2372.702148,21284.36133,1569.654419
1715.826294,69557.10938,4929.857422
284.655579,29447.46289,570.077942
6118.949219,104301.5391,20899.43945
2465.212402,123488.1484,2304.526611
1518.280029,50907.20703,706.939819
816.259338,25078.06836,1417.786987
2835.475586,124773.2656,5314.944336
490.74762,11765.71777,455.386658
3393.383789,195665.75,11007.42383
1091.753296,195362.3281,4971.619629
1728.043579,110750.5781,4027.720215
1176.301392,40422.26563,2208.797852
3879.884521,323029.0313,6894.36377
861.330261,30857.20117,701.049377
189.491623,20493.26953,386.447937
5898.124512,61414.98047,4900.306152
918.838562,37902.80469,936.755066
1342.986084,276639.8438,5149.111328
5139.613281,61975.76172,14373.125
5216.775879,90584.24219,2086.735107
3301.789795,33995.85547,6197.71875
509.160919,19235.01563,33.944214
1464.538574,31803.67578,1200.783203
1720.234863,29115.74414,3337.8479
2046.41272,17316.64453,3661.561035
1599.064941,19581.23047,1153.536621
2242.063232,45162.39844,2815.062988
6261.822266,72494.22656,2454.93042
470.994965,5733.573242,298.255066
2089.710693,227784.8125,7448.546387
1691.864502,64735.67578,2703.694824
390.934296,7383.724121,427.408569
1291.94873,90634.73438,2215.647705
950.167603,75450.23438,353.868042
90.548874,10572.55566,220.435059
399.394501,9786.285156,129.301605
1614.414795,48061.98828,2570.427979
822.001526,7096.390137,747.860779
4426.095703,103612.1641,8640.904297
325.471161,49261.24609,667.014526
357.110016,28000.50586,918.343567
6110.814941,85062.75,12502.46289
1357.094238,135705,2055.409668
265.773895,6454.500488,538.203979
1392.750122,271063.5,6802.765625
1469.825195,141315.5781,2654.959229
2291.240234,27859.625,1967.912842
1894.243286,198749.6875,4323.867676
1125.098145,114455.8516,1546.216675
1513.744385,53041.48438,1563.76062
1134.375244,98612.35938,568.952393
2343.220947,59201.55078,4725.398926
3737.075195,52525.73828,4316.154785
234.639786,9449.374023,475.253723
1324.07373,38519.65625,385.162537
3307.551025,85389.59375,2854.302002
869.950439,37401.6875,1090.556519
3705.71582,29296.61328,1079.814453
2177.27124,377121.5,11456.64551
2866.865967,29865.29492,5401.606445
2400.089111,58313.73438,2150.129395
1986.884766,47021.59375,158.082291
176.845505,53544.11328,540.492859
900.631165,8281.712891,152.609299
526.122375,28988.79688,738.552429
4759.711426,54734.89844,2711.546143
359.340759,21470.37109,948.094604
63.330257,1274.155762,99.046616
738.645386,12160.58106,1260.88916
1844.000366,40928.82422,5083.493652
481.95813,33007.80078,1187.552979
2761.144531,23899.94141,3877.080566
961.945557,15565.67285,543.631958
2284.96167,30207.63867,5483.373535
376.412628,14786.58008,505.852142
1096.365967,53711.125,1662.2854
361.713318,26321.5918,261.413086
603.735779,9885.575195,1151.019775
494.211517,7709.972656,552.705566
1154.188965,64106.74609,1805.275635
759.034363,264856.125,6280.088379
1986.393799,44031.70313,3173.894287
381.160645,46783.92578,711.746826
202.745331,64094.86719,740.287231
2348.674805,81103.71875,1701.246826
997.594666,8460.884766,475.919037
413.890472,5352.458496,310.652802
2551.908936,45756.5625,3308.986328
2441.902832,45552.91016,557.940125
2073.788574,32492.09766,6748.177734
2833.176758,42768.80078,7218.486816
1898.800537,376379.125,3698.558838
2278.819092,31931.25,348.538971
1979.561646,12290.53223,13.978088
1565.59375,88971.15625,1619.403687
2401.927979,33684.55078,7231.931152
1332.583984,8381.723633,1350.597778
1471.053833,47123.57813,2481.415283
3771.128174,151897.0313,16588.9043
2079.422363,101649,6468.728027
685.069763,251226.7031,4963.868164
1592.217285,72896.5,5441.033203
899.453125,9119.704102,988.112793
1007.61615,10304.77344,2021.71228
620.033691,18629.22461,912.824402
525.665466,10338.04004,1029.987427
1226.40686,36591.35156,938.886963
142.864594,3479.371582,190.799942
3491.790527,37123.84375,5919.583984
1477.480713,9418.621094,200.322128
828.736755,364454.0625,8063.981934
1641.640381,20643.84375,3682.833984
3848.720703,32488.23828,6521.423828
472.523132,3595.39209,603.528503
5723.003418,53011.60547,18727.78906
985.40863,28461.45703,1960.937622
