SpT2,ST1,mCherry
5590.040527,2969.570068,19331.08008
2662.122559,348.153534,1480.985596
792.299561,375.126251,703.370422
7861.765625,2379.300049,21677.94922
988.599976,117.244255,260.40744
5001.411133,1142.931396,9721.256836
4590.637695,3526.125,19050.44336
7127.12207,1785.653442,9583.818359
12841.25098,8261.950195,51193.72266
1201.336426,579.992432,1372.192993
1527.493408,1030.604248,4980.135742
3811.718018,2861.612061,21292.45898
1335.163208,385.457489,887.640747
705.86145,208.320175,618.583496
2097.729736,756.801025,2375.873779
1709.755249,1280.187988,8274.881836
705.000305,613.212402,2582.195312
802.79541,637.16217,1429.163574
2764.880371,423.410828,689.034546
3063.139893,1613.065552,3285.253174
1590.893188,1129.571411,2137.791992
2475.658936,1891.083008,1776.2146
1769.981079,513.876587,1081.202026
939.173645,810.769226,815.047363
5923.186035,7160.471191,32710.88867
5083.030762,4976.420898,8857.328125
701.081726,458.189514,1771.615234
8572.864258,5358.67041,19996.97656
1018.316895,994.832642,2017.421753
5539.398438,3031.786133,7666.564453
8589.813477,9043.389648,35950.24219
818.1474,342.335663,1547.076904
320.634705,315.602478,617.8255
1133.866699,923.263916,3142.021973
2066.174561,591.081177,1817.392334
7503.023926,4223.923828,11605.55273
1176.023071,622.072144,3714.398193
766.805969,536.277161,1223.095093
12646.04297,4074.946777,13277.83301
1153.843628,301.113556,2227.031494
1242.327393,1187.958862,6079.460449
2361.648193,3387.221436,14714.39258
3067.183594,587.415466,2814.027832
6260.369629,3892.702148,6308.65625
2382.911133,1316.765259,8626.542969
18822.12891,9131.847656,72989.58594
1508.963379,371.276489,1057.099487
6785.272949,5824.301758,17184.14844
23608.23828,25643.52148,47252.57813
6711.836426,1953.993164,14700.48633
2851.008789,1406.663818,5324.23584
5658.443359,2482.02417,24566.69141
5684.062012,1465.831543,3856.025391
440.459534,102.438072,197.234894
10414.8125,3887.774658,9141.036133
7887.898926,2514.775879,16277.45606
10658.28223,4333.000488,6533.692383
2020.645142,3476.770264,8288.910156
7753.791992,3057.512695,12548.93457
10563.42383,6190.204102,10441.05273
16264.71484,6298.197754,39310.86328
3543.094238,3460.429688,7061.055664
5223.369629,1169.871582,6547.208984
5170.680176,3865.338135,13375.6875
3593.600342,3267.391602,9569.013672
5320.774414,3518.219238,15780.34277
1662.307007,680.166199,2210.611328
454.00235,299.444275,1245.570679
2567.234863,555.60498,678.883911
673.396423,607.853027,3387.589111
11281.29102,7125.084473,11548.50586
9083.496094,6649.245605,31479.70703
3609.894775,766.860168,1892.790039
4779.827637,3063.796631,14175.62207
12465.28809,2357.295898,20397.74609
5240.238281,2677.420898,13930.88672
7250.95459,7994.320801,16866.08789
9024.356445,1593.322998,12100.15234
2832.493164,984.598694,2163.57959
5810.645508,4292.530273,25153.33594
5007.664551,1224.802368,4057.946289
665.508362,705.005859,983.134399
3479.89209,431.742432,1085.965088
2836.896973,854.249451,1465.394165
2650.203369,2463.904541,4935.906738
7890.044922,8333.351562,27461.28516
4228.841309,1371.851929,10372.26367
4393.09082,1943.027466,7701.970215
15432.13965,5718.521484,36911.16797
2543.532471,529.5047,852.253967
8617.867188,2152.162354,4533.086426
7968.52832,3874.896729,16921.32422
1057.846191,530.234253,664.720032
3397.141846,1768.740479,3309.722168
211.485672,170.558334,452.644958
10445.17969,2427.047607,9572.801758
17165.2207,10056.79395,18691.10156
5960.940918,3400.511475,5639.129883
10175.01465,3467.605957,9857.604492
1168.191772,1014.891724,4092.624756
10851.06348,10408.58496,31286.99219
9800.25293,9775.350586,16199.83984
1799.480957,981.810181,2647.735107
679.138123,168.548477,269.104492
7680.124512,3757.480225,28094.88086
5898.227051,2718.455566,9882.305664
1977.268433,1471.692871,12615.33301
927.045227,591.054077,3886.364746
17423.63477,19926.09961,40863.10156
4557.644531,1963.632324,15793.22461
1113.947876,352.78476,1760.40918
2532.236572,590.512634,1826.827759
1927.222656,1171.39502,1292.717529
2009.453491,1329.244995,8379.186523
1227.140625,1191.019531,2457.747559
3352.949951,2447.586182,10503.6416
4385.039551,2947.84668,7626.254883
21204.18164,9415.051758,14258.36621
3801.233643,506.710632,1763.708008
2077.08667,459.838501,1364.158691
6003.847656,5094.921387,34524.10156
7067.646484,5869.821777,44195.27734
2652.720703,989.959656,1548.841187
1092.197998,1381.309937,4004.711182
4758.979004,2485.024414,24714.94531
3206.803223,1140.989258,5424.538574
2538.589111,885.342529,6583.277344
818.377686,144.591553,2524.396973
21800.33008,13503.14063,33427.3125
17804.73828,7122.45459,10143.66895
4110.922363,2569.119873,9933.743164
1603.989136,1783.051636,3599.738281
2565.605957,778.926331,8916.125
12645.37402,6756.039062,13514.19629
8401.274414,3991.866211,37683.78125
9623.189453,7407.958496,29760.58789
897.622131,1328.228516,3336.04126
237.784195,405.055817,1209.596436
4691.233398,2967.696289,20925.39258
5763.570801,3916.279053,24754.05664
1347.547363,649.120361,4578.776855
1249.686279,729.778198,1055.128662
1064.202026,645.408203,1235.598755
11958.60742,5833.564453,45726.25
3222.875488,4526.024414,15977.55957
3653.281982,1369.362793,5298.26416
2805.772949,961.153625,2044.833008
1604.602173,1118.069946,2931.402344
10065.2627,4498.194336,48018.96094
4154.516113,1562.503418,2175.501465
1355.810303,503.260559,678.921265
5604.753418,1100.770386,19662.4375
604.00769,330.589691,1741.429932
211.872971,294.600433,721.897339
877.448669,294.506927,893.745789
5044.054199,2970.503174,6414.74707
11808.91797,6389.13623,23615.21289
39269.08594,10669.91016,42886.49219
8486.330078,8215.203125,59208.72656
5672.762207,1443.13855,3449.164551
1791.45874,524.395447,2235.341064
11506.48047,9497.446289,49657.37109
882.60553,246.686478,1141.189941
5643.300781,4007.587158,8058.557129
3505.158936,2089.129395,7084.827637
260.250031,110.733345,118.120827
26431.78516,17573.65039,30379.43164
982.157837,212.35733,498.618164
3790.048584,968.072876,1635.02832
2723.85083,3517.356445,16028.74902
4140.498535,2976.703613,8285.086914
9430.514648,3608.746582,13105.77637
426.866119,948.509338,1011.149353
2057.937988,598.469971,3394.093994
15916.14551,4997.707031,20174.92578
2003.813843,2027.850342,4300.922852
11111.5332,3095.766113,19752.44922
5842.687012,3586.368652,6049.744141
16585.54492,6338.80957,39258.02734
1243.527344,1249.020996,4212.850586
4072.510498,4135.56543,10897.26074
3907.445557,1124.494873,3454.86792
1522.38916,975.272278,1778.765259
5752.197266,2672.989502,23144.64648
4559.24707,3834.39502,9318.652344
5145.113281,312.023315,600.598511
1655.990845,323.136078,1078.927979
884.051453,819.302002,1991.948853
2351.946777,1914.614868,9920.758789
5669.044434,1653.813721,6273.552734
2363.246094,2060.306396,3867.5896
2640.026855,1357.554565,5031.112793
5970.638184,1439.530884,3041.031982
3697.504639,1094.802979,1557.583618
6271.821289,2912.715088,4717.138184
17286.16797,7441.757812,23211.71484
22926.72461,13499.86231,32281.71289
803.261719,681.631104,1288.991211
10262.14453,6265.507324,20223.48047
9149.18457,5702.741211,12742.76367
14155.06934,6368.942383,12865.44141
435.541687,226.252579,1044.319336
5723.616211,2107.437256,14346.66211
10187.84277,5177.579102,38890.25391
9343.260742,2900.590332,26007.44922
4382.210449,3998.163818,23168.875
23508.64648,6765.669922,100421.0781
42007.54688,5033.115234,8927.416992
1957.218872,686.062378,1391.169678
12448.77734,13013.12695,53915.98047
20051.67578,4640.898926,16749.67383
8428.231445,1630.155396,13959.5918
7418.080078,6313.375977,11967.25684
12132.85547,7762.630371,14942.74219
7546.202637,5603.824219,26646.5
7706.79248,5801.029785,23945.69141
658.407349,287.619751,455.116425
1776.505493,578.178894,1763.631592
3303.713379,765.862122,1483.717041
803.894409,1143.512329,4645.868652
2203.861816,865.348206,918.365906
281.17453,165.805618,260.209961
15285.9043,14194.34473,59506.33203
2996.27124,2630.949707,10247.13867
12290.45898,5353.585938,19740.51563
3399.852295,1624.017944,4167.260254
4832.569336,4329.941406,15618.33594
9086.572266,2643.749512,16799.42383
7669.089355,2313.122314,12526.81445
2441.62915,2606.060791,2489.04248
682.300537,520.219971,2626.801025
1012.781616,177.548065,967.265015
8851.96875,5037.595215,16422.44336
2896.135498,2565.822266,18307.84375
2829.446289,2163.372559,3364.566406
9620.111328,6110.837891,35937.26563
8578.817383,2668.162842,25227.86719
2010.240112,640.736633,1106.648071
2243.205078,826.238159,2816.996826
1326.121582,329.592865,466.585205
2319.213135,1887.435303,14709.37402
9119.418945,2068.645996,13578.76758
3140.460693,2407.458008,6625.677734
2166.328369,701.046692,2452.342773
675.596375,34.608936,303.265411
9476.966797,5414.506348,54508.82031
2526.199707,1105.04541,4558.508789
24279.20313,14006.97363,30370.27734
6797.901367,1579.678467,1879.734375
2797.410156,2599.316406,1120.461792
883.328979,417.586243,1617.775635
1718.468872,1227.952026,1637.412598
10993.3457,5543.07373,75460.41406
892.728027,398.737244,1194.86438
8915.359375,1620.368164,2988.472656
1747.067261,398.155884,858.521118
9712.211914,8300.240234,25990.34766
2133.891602,1161.563843,3396.303955
1916.741821,932.606812,2647.966553
6771.636719,9060.431641,26075.80078
12437.74121,5740.70752,49206.61719
2907.240967,1554.690186,4918.808105
1516.277344,667.319153,848.124756
1400.74353,661.192139,1200.358276
2387.265137,1632.46936,6564.724609
2528.065186,615.276917,2351.11792
11266.30371,11396.09277,35256.66406
4175.394043,7031.084961,13366.27246
2206.583496,368.264465,5790.165527
14369.29492,999.184204,3990.251953
3778.082275,1502.347656,1557.829956
1267.608276,1993.888062,6982.399414
975.007996,689.781982,1989.201294
1245.983643,194.480423,486.933594
5458.85791,2453.084473,12799.08106
1958.327759,1140.147827,5583.030273
8351.595703,5355.55127,3941.158936
5862.685547,5571.459473,19618.43164
4554.484375,2231.583984,7907.355957
5392.187012,1851.418213,14381.57031
16809.76172,2451.607422,7757.182129
2180.238281,1324.175537,3027.948242
4221.570312,703.428894,5674.003418
1775.802124,551.099121,2326.074951
2419.864746,281.350861,607.508545
3418.218262,1897.192871,5438.768555
413.459686,96.834503,517.592346
