WT1,SpT2,pptase,ST2,ST1,SpT1
182.313965,403.184357,1041.060425,1356.411377,1279.147827,533.065186
58.525146,70.705956,336.389221,1149.868042,291.937469,360.674133
439.480377,13.005367,76.912498,1657.528931,161.377487,292.674042
15.992483,146.789185,101.853722,1281.471436,181.181808,209.413071
510.062256,1353.785767,902.327393,7526.77002,1096.729126,1853.585693
1000.779358,6326.835938,2996.862061,9072.800781,3251.629639,2961.60083
100.627594,85.407097,74.670876,41.910992,31.883036,41.683754
132.50589,1446.586182,259.517242,5416.626465,311.6427,508.737823
95.328087,17.324736,973.821289,1194.508545,1298.607422,324.653809
1323.919434,4317.305176,672.355835,19959.36719,905.72644,1506.007202
118.037628,99.276978,712.559204,1517.322876,229.033508,212.872177
1460.795532,53.810226,38.919041,4956.294434,67.923332,261.866577
165.228516,104.236,341.508514,1819.096436,446.990143,156.056198
560.290771,432.218262,145.177399,2961.758057,225.325027,534.216736
151.609024,160.679184,521.454956,2501.23877,503.405426,699.789734
422.534058,1161.436035,1233.392212,1578.905762,1708.43457,2673.205078
192.542755,125.710045,182.901108,1851.774292,134.986389,189.152435
45.954609,769.202332,922.327576,1569.760254,1674.049683,1139.605225
45.373711,369.331787,436.406281,3576.160645,526.375061,562.127991
178.003494,374.973389,1786.552979,3433.338135,1477.198486,1311.205688
122.394684,380.09845,206.286316,6342.506348,588.637817,380.237122
88.756866,84.116402,204.652283,1513.357666,271.883545,496.406738
333.094086,300.925262,213.047256,2022.678345,632.845093,788.76593
58.803543,938.079468,3491.563965,1582.056396,4824.916016,3791.474121
144.826385,100.382393,156.684158,611.815979,308.499451,230.085403
331.166779,1778.793701,1821.824341,1800.745361,2488.729248,4529.182129
7.484748,96.562103,103.021393,226.115936,143.200226,116.919579
13.222588,1367.090942,2930.599365,1928.079712,3540.884521,3629.504395
379.113647,405.490326,477.341309,4849.447754,766.180237,1005.601807
156.144608,65.73938,86.774719,1694.620605,343.203186,320.273499
11.236729,33.18734,408.760803,363.5672,345.506805,82.429688
380.96344,337.134857,1088.237183,1229.860962,1629.122437,2475.030029
281.985077,405.162292,393.223785,2630.486572,829.437012,1592.027832
153.844955,527.190552,1674.083008,1468.988525,1557.052002,1205.986084
114.119629,2534.133301,588.324402,2283.416992,1207.525513,1801.935547
341.395752,155.209854,260.747009,3084.995361,672.677856,836.280396
1121.67981,3001.783691,5186.604004,8838.076172,5518.137207,1677.299561
47.865669,60.944244,339.284241,785.476257,469.275238,853.108398
36.468002,39.501747,192.143997,1296.505371,250.111893,214.435364
2.877426,465.922119,138.926651,1017.750549,292.047729,433.102203
83.878448,35.318661,366.856049,99.704803,386.091797,179.236877
361.851868,691.379211,4028.538818,2518.501465,3357.968018,2993.345703
50.269226,151.659683,427.015961,3859.584473,567.5,337.84198
73.222092,5.381184,30.813492,21.280872,50.502129,44.213757
