WT1,SpT2,pptase,ST2,ST1,SpT1
4113.299316,10266.89648,473.504822,6266.779297,6755.740234,8380.423828
1819.185913,514.471619,740.662903,1657.592773,1210.660645,973.403259
1377.772339,1206.081665,1026.630249,4572.92627,1573.876343,618.735962
255.043045,179.417114,86.624802,669.808167,29.682955,832.7901
170.139297,200.555389,71.707603,359.740265,70.693306,407.693054
4553.046875,2714.993408,5742.794922,6221.992188,4684.392578,7163.446289
1341.451294,1707.58728,613.261658,3736.133301,1453.094482,2332.046387
2521.252441,1416.9104,185.366089,2842.072754,1264.277954,3361.13623
5155.597168,1400.770386,3846.351318,6700.029785,4411.757812,2868.98999
4689.480469,5303.90918,346.61557,7869.756836,3275.078613,8712.686523
2253.629883,229.04187,440.101013,1637.552002,793.964172,812.955444
579.147583,286.393311,532.76416,683.122986,512.231384,326.368256
1451.348267,1542.287842,69.945267,2236.861328,849.550781,3849.930176
304.812317,66.644363,247.628326,398.782898,72.467209,45.573677
1272.088623,1796.933472,657.815186,2072.996826,1296.746582,5840.924805
89.524216,152.984421,652.173706,439.149597,564.627075,286.814148
1104.116211,330.069427,215.079956,1060.25061,1371.42981,1609.409912
3919.696533,2185.234619,5493.342285,9779.40625,9170.84375,2660.129639
996.717163,1088.471069,141.729111,1401.927246,1482.843872,3385.114502
3493.207275,1683.508057,113.38253,3227.404297,651.948059,3603.521729
318.043945,246.174225,20.059635,761.566528,128.980286,328.535034
4057.121094,86.336327,184.288376,626.03949,160.552475,415.076202
127.736969,231.461304,1359.601196,325.478577,991.001465,45.910488
14353.18652,12998.65527,494.141205,12334.48535,3298.831299,20646.88281
2556.610596,1711.392212,241.761307,6135.564453,1724.557983,2544.505615
1858.577148,893.153137,767.458069,3592.156494,2120.112061,792.795349
2176.753906,436.647003,1282.654541,2710.887207,1217.496704,1446.489746
743.557922,1096.454834,661.72998,1551.295166,1420.969727,2740.734375
1724.341919,180.879272,24.814686,941.076538,292.170746,788.268311
1214.127319,212.462402,537.624756,1045.738159,624.542175,345.426849
537.105103,367.326233,1182.565186,783.194824,1005.338562,756.012207
1354.197632,147.863556,734.851379,1381.276123,668.99707,67.341179
4417.368164,1145.460449,947.069214,6773.824707,1102.179565,661.957275
79.345276,1009.759521,1028.129639,5257.805664,1506.332764,266.899719
136.567657,222.236176,354.303864,183.674408,405.601318,324.583496
5737.283691,198.653275,211.899658,2436.258545,152.332153,889.406311
243.272293,147.486542,27.364616,460.853577,222.257034,391.028229
1314.733521,559.484009,88.350937,2032.103149,1406.046143,2054.828857
480.579071,372.304016,491.13092,461.61795,611.602722,1438.370483
3151.838623,188.658203,809.643005,4522.709961,859.028137,409.197906
375.852753,227.396851,656.177979,433.34436,443.330994,312.857635
2686.387695,520.325684,1195.055664,2404.049316,876.967346,689.821472
11936.53711,2918.48877,2426.015625,11299.26563,6129.132324,2029.135864
348.075714,405.608002,585.7854,2164.544922,878.756775,293.25174
1009.418518,316.704041,1321.530884,1894.800049,2166.462158,866.39563
593.179443,517.764038,392.698608,994.309692,1504.773315,1514.498779
3275.78833,6666.402344,897.336121,7590.949707,3757.206299,5179.714355
589.882324,1054.161255,890.643066,2413.033691,1660.268433,1266.46814
1420.474731,114.799713,286.373749,828.855103,1416.621826,1439.585449
979.162903,610.164124,1222.378052,2560.995605,2716.963623,375.450928
161.893433,199.329681,280.025757,367.776062,553.539612,379.853333
1723.19397,391.93924,623.396057,1399.266113,453.522644,764.466187
9142.704102,229.506897,343.020355,1762.046631,1334.088989,1647.306519
130.415527,89.220398,562.208191,263.548584,492.681305,14.705259
107.928474,91.655159,306.024017,39.431149,198.504135,110.010757
2588.391357,488.279694,206.590332,2248.1604,566.698853,1557.078735
570.476013,172.454285,475.279266,267.560425,746.407593,756.241699
3723.26416,341.313049,210.03154,1848.983643,373.051788,603.748291
732.875854,339.868805,414.980804,1086.271973,703.062378,732.509521
73.280228,69.918167,296.887634,382.128326,327.768005,3.657255
406.48761,742.117798,1952.128052,1615.487549,2030.159424,438.049286
990.659058,1679.715942,1170.048096,3236.23291,2282.868652,2442.066406
453.265472,139.701218,299.763367,644.087097,227.500626,80.547234
765.921936,263.860687,156.60733,694.388672,436.129456,883.799805
5373.904785,865.353027,700.110779,4898.71582,1539.52417,2201.181396
1860.652954,694.271362,910.858276,1598.284424,1295.253662,732.586792
2682.714111,166.87561,1852.544312,1490.435059,2505.678223,716.836487
859.846191,49.343987,220.816116,292.281891,1.986067,54.822094
635.706238,156.743973,26.143103,675.523132,115.377678,481.24939
258.97644,32.50032,460.894043,497.487488,447.286713,439.616486
3140.658447,239.719284,3810.741943,3869.175049,2648.338135,597.243835
13492.46582,11811.85449,1349.063232,14986.00098,8779.90625,12883.94043
15816.50684,4627.709961,635.640564,14302.86328,3358.031982,9646.033203
313.247223,434.3909,1883.757324,1122.235962,1292.696411,182.688004
689.238281,17.104334,208.511078,476.974182,112.823814,179.810974
160.496902,58.805393,564.985107,276.328491,252.956985,26.765213
674.225647,615.732239,1181.462646,1226.251343,2385.350098,1923.152588
1141.272583,190.694016,130.860214,598.03241,245.617447,504.456268
1766.047729,167.06958,51.267281,2149.735596,1282.087402,1990.157349
471.109589,310.049347,35.932632,313.740051,379.080505,1112.363892
1506.605835,116.73777,17.253981,1605.61377,544.028809,569.74292
357.57489,279.443054,2652.411133,1471.994385,2562.17041,1232.753296
18999.61523,6358.291992,2041.245728,19112.05078,5773.060059,6304.568848
385.124115,95.106964,43.65057,336.885132,368.328552,416.062286
125.774506,72.386398,359.135498,257.944,153.481049,97.016357
363.616638,220.411331,221.019547,2053.692383,663.596191,430.054779
310.909149,236.699768,455.664795,394.744507,596.258667,960.550171
828.029236,158.308182,201.980667,483.2146,358.323975,513.155212
9529.606445,193.95549,840.239807,3890.682373,1894.308716,1039.648438
292.594604,50.04232,1381.759399,847.728455,1055.027832,346.767151
1073.991089,266.807343,870.425171,1679.070679,1309.023804,395.638947
3293.757324,1771.417236,981.232422,1469.92627,4852.029297,7433.500488
12769.47363,4032.138672,1103.840942,17671.16406,4165.649902,660.097046
1688.760132,323.719818,209.728745,2602.634766,1490.316895,1893.432861
494.935699,193.815796,1095.494263,1026.227783,688.158813,24.791767
1829.365723,848.433411,686.776123,1312.72522,2471.269775,3672.403809
224.919464,45.949497,138.894211,339.745728,47.510014,27.761713
2746,887.181274,407.238617,2937.628174,1464.189941,1572.156738
15808.19922,390.54068,833.004517,12754.33398,2059.016602,566.750183
643.177734,87.137573,20.66169,398.371643,118.915222,229.0569
2062.243408,1472.349854,546.210754,2520.357422,2255.419678,3821.61499
665.641968,223.707031,293.765259,1334.821655,446.818359,504.315552
2253.738281,54.881413,1809.704102,3788.512939,1136.214966,384.131348
507.569366,28.784739,115.029541,389.508728,106.196289,305.259796
209.410339,271.046295,931.055786,492.562805,843.153259,421.035278
9614.926758,74.73204,1177.503662,3707.274414,366.296265,390.419922
107.069588,122.799477,773.851196,318.683136,367.996643,241.383972
69.563057,23.583796,246.915863,137.733734,176.187073,294.271606
279.423035,53.154945,9.076679,402.079773,288.123322,362.949097
394.126373,35.459991,163.892136,715.622803,390.234314,522.839783
716.391724,198.818237,154.316391,481.086792,123.847168,222.922455
3787.761475,27.262529,685.039856,2917.201416,1126.747437,57.408321
798.361389,735.012085,51.631454,1400.603271,834.349426,1578.751587
489.589111,147.768494,72.150627,340.439026,269.881836,612.523315
762.529724,1020.986694,375.417419,5726.517578,777.454895,430.816528
1886.097656,2733.106445,1541.737549,5196.622559,3160.19165,7082.024414
3955.204346,822.64624,949.631165,4081.88208,2737.847656,2777.318359
880.110168,210.335144,2121.72998,1447.805664,1779.185425,843.129883
92.033974,53.027412,255.176422,459.747406,106.807922,166.7836
2572.446045,177.474716,232.486603,1804.954224,256.933929,348.659058
861.483276,329.020874,8750.209961,4580.075195,8108.27002,1173.128296
682.393433,544.676941,1011.094666,1084.448364,1506.770264,1209.463379
1891.626709,504.233582,144.414795,1277.935181,506.223328,1167.199219
2303.932373,439.385101,1504.604858,4763.313477,3200.481201,1069.197998
985.885315,694.014954,530.149292,1683.807861,1447.40979,1115.573242
2097.12207,257.259918,822.329834,1598.86792,449.955597,157.3358
2012.362671,124.214272,503.334839,1736.197754,945.981079,172.385361
196.963043,209.420914,194.790466,220.250305,156.804062,480.276672
376.077942,433.499634,594.15387,656.897217,718.328979,866.562439
3597.922852,2920.114746,244.708771,7299.701172,2040.45166,3726.851318
10697.36523,68.723663,632.880798,6124.20166,867.677551,109.348076
848.654236,511.642853,4700.705566,2718.986328,3761.620605,892.683167
11448.74219,532.469238,1154.710938,7444.535156,1823.725586,658.307373
