SpT2,ST1,mCherry
111.794472,62.465313,33.208157
10.080284,16.760828,159.796738
19.617836,22.147713,30.343521
51.401951,12.285493,-12.516257
74.365868,66.369553,64.611229
47.489731,30.471039,99.000854
167.916351,17.244743,181.743057
11.132781,147.451645,52.627167
35.848724,41.885761,7.366481
105.766205,34.411678,46.811962
656.110291,36.942883,281.337097
68.796349,2.079828,132.705261
55.891777,25.058033,30.010756
49.507694,36.271973,64.11599
54.693153,13.077752,106.144661
103.644325,36.331982,10.799567
114.923988,59.964729,82.615356
53.064037,2.472634,90.768372
66.068977,19.761353,60.668297
20.398121,15.155454,-2.89506
52.115093,142.933167,98.639526
72.111382,3.240095,42.795956
76.236053,87.508308,76.395302
57.703472,11.955996,119.588089
27.549772,68.633972,184.690414
16.58868,46.917339,-6.0769
51.494797,91.889786,96.62426
35.64875,26.887747,112.113121
110.128288,14.601398,-25.966364
78.655396,24.846573,215.417328
156.234467,112.010307,82.347252
66.418495,71.930435,33.975491
100.725967,134.950775,63.133766
99.320351,46.841064,100.705261
122.445465,177.646194,124.3339
37.956116,71.1278,89.12899
