ST1,GFP
84.538246,67.064087
169.718445,121.741455
95.575905,150.04126
138.766388,46.447632
130.299347,55.331055
76.475998,34.114746
31.547741,21.072266
66.947166,14.407593
81.268875,60.220337
82.20108,97.366699
59.319206,84.008057
83.409119,51.126465
55.021122,69.30542
24.12075,23.968323
63.13884,32.241333
60.770451,29.959717
113.384331,17.324707
73.020218,89.333008
63.103642,115.0271
99.511055,33.004761
39.630955,24.692139
14.983366,58.50293
44.409641,12.513184
30.723577,85.419189
50.703381,25.549561
35.31012,121.828125
41.323975,59.22876
18.422276,46.587158
15.045585,129.675293
88.682564,91.089111
26.029202,58.746338
61.512314,35.976074
159.184067,89.45459
117.568192,28.657532
82.719711,51.894897
61.697433,18.506714
52.679024,72.048828
37.815609,139.95752
6.855282,4.781372
96.492912,48.90918
90.817924,54.556274
21.015491,120.37738
63.2925,52.137085
29.479837,3.575439
17.629915,99.6875
29.403852,29.558044
45.013077,39.534912
84.00975,40.976196
120.091766,86.671021
60.104443,15.416626
25.172611,28.150574
51.701271,65.484619
28.080391,47.869629
50.270077,85.672363
79.074806,25.831543
99.391495,67.333252
63.780586,114.395508
65.002571,51.901855
5.362318,46.511719
70.890472,12.612061
165.340942,4.194336
13.502316,50.275879
64.119141,99.788086
76.292862,109.074707
48.407314,4.962524
22.438574,50.888428
81.996582,124.841309
26.448406,52.735962
87.282349,29.436523
28.807283,14.275879
57.620911,8.046021
41.710052,64.966187
194.988113,26.609863
25.785841,107.879883
128.450546,30.918091
212.722183,113.30542
63.495312,35.505981
77.585884,44.119507
29.965593,33.370056
3.45636,54.665527
133.876907,19.3396
37.926884,22.258301
39.775818,31.362549
22.134138,38.447266
87.951775,78.196777
54.634735,7.862061
81.220276,30.239868
85.28875,79.832031
76.745148,143.574097
84.532394,53.458008
20.86673,65.044922
80.903908,35.050903
86.716286,96.025146
22.338314,61.600098
15.948277,32.365112
38.854652,28.222168
123.021461,51.873047
119.105789,61.638672
34.760075,69.852905
34.439869,144.911621
30.881893,50.835938
2.881987,6.474854
72.869514,21.85968
131.866745,26.8125
172.625839,82.053955
102.164085,63.548828
150.981827,32.672241
93.713089,164.562012
75.545235,138.033203
4.979807,145.225586
7.650684,212.062012
134.397324,9.681152
48.850136,29.081787
89.969635,93.487549
29.125952,38.482544
67.308586,36.205444
25.35236,63.156494
37.576614,2.600586
39.493294,76.593262
66.724655,52.448608
34.739651,55.881348
27.185766,105.294922
47.851631,5.583618
26.124184,103.327148
45.109306,14.327271
56.551193,50.756348
50.894226,94.140381
71.472267,94.335449
75.50808,36.963867
20.658344,151.181152
65.615013,128.996582
49.116283,18.907227
25.714895,10.976562
196.568298,62.641602
78.894295,52.291382
6.617833,90.77124
78.28199,40.490845
4.882709,76.763916
93.538002,14.81665
34.840847,132.244019
21.144577,49.614746
39.105492,103.027832
63.363186,59.307617
65.865578,63.447632
57.165737,15.627747
11.355431,48.232117
61.269794,32.344177
50.002369,76.99707
62.873135,16.843994
28.613573,82.18457
40.868912,81.697021
30.786259,124.525879
58.644775,15.496155
33.95853,72.977295
40.940628,101.650879
63.182495,42.647583
14.642612,10.537109
88.878036,66.500488
111.230858,51.287109
77.778671,78.639771
106.068115,55.80127
116.714859,53.364746
16.518562,38.680176
144.905472,13.870117
102.202217,19.532349
91.590408,158.171631
4.541167,143.194336
56.78616,91.568115
28.748655,105.014282
22.096825,105.315796
91.87899,20.474487
3.419382,43.331543
7.619556,25.199219
110.8368,86.818848
21.089727,4.873047
23.692236,62.49231
12.355797,25.653931
21.098347,42.343994
97.000221,2.154053
43.204124,22.051453
35.997551,50.547974
14.574691,82.879089
34.111988,3.472412
55.439186,41.702759
40.465492,11.585449
55.004131,123.710693
59.063847,81.409302
201.520767,55.695312
164.034546,85.301392
59.831356,44.232788
51.340199,54.715454
67.29715,17.393799
51.493088,112.836914
61.021568,54.788086
43.763123,92.478027
23.53112,94.066895
14.781835,88.164551
24.56566,34.518982
5.688848,18.050171
17.415476,21.134277
24.763144,29.614136
160.555908,49.334229
31.30579,47.649902
54.927227,47.415039
8.077361,8.403687
47.176086,42.295044
137.312057,19.495605
77.417076,76.962341
45.203075,62.733276
95.42691,55.541748
110.246643,147.260254
37.126431,90.402832
2.983567,28.825195
9.584368,97.496582
18.402821,4.671143
91.757751,53.226624
38.214901,46.060059
40.572178,6.833008
125.954613,48.79071
12.604218,63.955566
17.028563,108.638672
57.456646,1.47583
23.22418,68.437927
63.729645,82.295288
95.450439,18.026367
98.404953,105.027344
94.441254,36.289307
83.383278,82.900879
62.749931,72.035156
31.844652,28.290466
230.578522,218.216309
41.33889,19.543823
77.654381,35.650146
4.164255,22.152954
52.354996,38.160278
51.482273,9.748047
11.334544,81.696533
19.795593,20.615479
66.628609,8.839355
183.167862,3.573853
27.444708,48.67627
94.672455,74.702148
164.202759,58.585449
13.663793,116.892578
42.925518,126.102051
1.462276,228.929688
77.623222,19.854858
36.806236,35.874023
56.379753,95.130981
88.000984,44.290405
90.462715,75.175293
131.96991,14.572754
16.684492,27.256348
135.459686,67.404175
1.865642,50.252808
66.870583,29.054565
47.844849,110.541992
138.803284,138.66748
27.281401,35.215454
82.824318,69.955688
16.590511,18.991455
16.164728,125.495117
74.234238,74.223633
89.877914,18.722168
34.262001,2.029541
15.214444,53.111328
93.597656,53.583618
36.186882,61.243164
152.694763,66.581177
149.764389,76.111328
8.705183,49.80127
20.799454,50.680176
7.993192,50.133301
37.02589,61.252686
45.030609,55.632019
139.587723,96.296875
71.883308,5.44812
13.246521,51.756592
49.938148,18.276855
27.712427,101.738892
25.859509,101.480469
58.048794,59.188721
97.648605,40.42688
99.599388,40.592773
68.009209,37.230957
14.91649,4.698486
16.539322,25.945801
12.529801,72.592773
61.538128,56.069824
14.605947,47.486816
69.871506,75.94751
33.06773,133.174805
136.683884,15.594238
27.474762,43.25
118.124802,34.008179
53.019012,25.28418
9.787131,26.547852
6.812563,15.689453
11.287644,36.177002
90.201637,38.99646
36.842945,121.115723
83.704994,9.574951
130.915283,73.937622
97.531067,56.986816
82.990074,4.104004
75.448639,58.338867
132.689392,88.877075
55.799129,112.745117
151.724106,88.448547
99.070122,146.222412
42.518688,136.529053
75.991478,74.174805
9.301831,5.797119
19.201029,89.815918
66.850174,39.035645
46.009892,33.43396
54.910934,89.791382
63.715309,75.598206
30.650419,31.388306
98.77346,70.29895
59.375504,46.104004
72.882637,56.212891
34.008469,88.993164
20.041355,93.445312
64.870972,147.636353
31.926735,98.706787
17.631783,25.046387
68.284714,37.43457
171.305969,65.85144
24.397951,83.094971
29.386848,47.248535
16.095903,70.260254
45.888496,42.971436
123.283066,2.68335
37.947803,62.862305
53.63979,107.752441
4.592035,30.038086
29.984304,64.954895
136.373016,10.397705
47.44173,25.81543
7.085047,15.434814
62.283192,40.238525
5.653449,86.068481
63.995522,42.692322
141.897583,23.97522
137.239975,133.767822
75.78508,16.894531
107.040878,61.667725
47.079906,61.273926
41.068375,72.436035
1.466851,42.746582
92.720451,11.401733
35.618549,2.031738
21.26322,47.256104
77.432167,54.050781
48.323956,7.708008
31.468916,13.278809
112.103546,75.334106
25.639915,47.146729
21.047686,18.790771
12.037368,88.71936
51.618481,85.378052
50.717453,70.151123
110.76564,87.878906
81.421242,129.944702
90.334717,101.995605
51.291294,49.842773
9.681152,78.721436
89.780121,35.746948
33.768021,41.994995
63.313496,2.000977
57.925068,29.249756
78.352226,69.677979
69.486176,20.197876
47.875671,33.401123
58.385773,84.154785
31.445765,42.020752
29.528128,137.708984
124.552521,55.053467
2.889921,21.579651
146.090073,26.592773
24.678041,3.238525
73.589676,34.691528
118.119934,25.410156
67.346451,31.453857
132.261002,93.459473
83.435287,46.340332
77.221596,118.40741
12.291162,61.050049
36.665909,39.23761
40.951141,30.166016
49.659832,11.147156
125.690384,39.641846
20.94309,40.260376
84.5952,44.535645
74.561203,17.7854
71.869896,51.791504
16.192062,9.486206
14.216003,81.809082
22.423309,8.169678
25.943068,13.924561
9.170339,52.599731
37.279072,59.583008
131.880219,41.214844
8.104911,198.615723
29.832602,36.800537
19.853373,19.981506
145.609161,210.251709
8.005759,24.415283
35.359566,108.196533
126.012169,71.128784
80.225311,39.452271
87.032753,72.557617
30.45809,125.416504
65.695145,25.510498
26.504475,54.861084
64.255646,118.395264
96.420181,115.913574
32.789398,37.846619
51.099514,20.098145
20.442589,66.196472
70.366356,88.772339
36.708309,35.851562
2.1488,28.108643
93.2855,9.765381
95.644135,68.6604
4.459387,13.859985
17.374262,40.022217
112.199089,81.687134
108.275063,147.016846
127.782562,46.46875
43.676929,128.571777
106.355293,139.412109
53.638142,55.325928
48.362995,24.13501
34.166908,102.83728
99.062248,36.795166
28.217741,66.152344
105.942474,21.728027
25.401266,57.825195
27.837105,38.527222
49.779869,107.32666
12.829173,143.480957
12.912522,50.171387
56.400574,59.692627
53.732288,15.861816
46.508255,60.249512
165.536926,89.419678
126.393555,26.379639
49.863918,59.458984
38.310822,99.17627
116.138596,96.173096
49.459778,14.006104
68.001015,110.958496
10.648179,53.258423
43.955608,38.259277
15.015097,21.683594
92.268051,44.96814
94.380455,85.834839
62.979527,51.118896
75.94397,9.885864
40.810219,8.415283
36.864964,93.375732
19.383898,34.504395
20.67358,57.915039
46.152832,73.458496
23.6094,13.478638
203.602356,57.930664
110.726929,54.714844
31.431719,7.609741
11.438347,23.4729
20.10743,53.114014
5.047016,83.168457
43.829235,11.116577
94.950226,31.997437
126.359581,20.904541
39.451912,66.532227
31.377876,9.946289
29.616659,125.026855
38.757698,110.147095
77.352982,103.292725
56.753986,88.29541
121.283562,25.514893
46.800156,10.790771
4.662543,136.995117
130.989136,107.169312
114.799515,6.629395
3.538172,86.268311
35.872406,24.618652
42.655972,63.79187
54.312614,182.910645
76.905075,73.646973
61.275772,72.892822
37.883549,11.60083
90.920387,132.033813
71.1399,43.478516
120.610916,109.034912
44.317001,74.397705
122.04113,34.663574
16.845451,34.999268
17.712219,88.433838
82.014076,55.103516
15.979541,2.66626
13.913026,46.530273
38.135979,50.468262
112.397148,95.385742
80.249664,17.957397
73.760033,24.88623
12.578128,20.497314
14.312554,56.77002
94.433388,81.346558
166.307632,87.971802
49.450115,187.600586
46.703465,22.568359
96.86116,119.047241
40.301414,109.609375
21.746052,53.513062
55.047264,58.13501
24.433182,150.706055
105.087486,53.519653
62.898247,38.32019
42.657906,38.204102
37.051441,94.855713
34.080647,276.916016
163.947937,45.683716
51.378304,63.956421
22.605135,108.541016
18.853878,98.438477
82.686554,95.787476
2.600204,1.599915
87.195786,37.01709
81.138474,139.69043
94.365471,11.821899
20.613871,55.940918
32.063068,53.088379
177.157623,42.742432
48.967262,79.694336
33.101112,45.862671
105.799454,46.146606
35.649357,27.025513
47.732697,27.289551
93.354362,104.077515
30.713919,20.667969
41.533466,140.552246
9.394217,44.72229
84.161926,16.077637
60.737827,76.887207
52.97282,72.449341
62.025562,147.813965
72.041679,51.174438
22.756603,45.530762
56.433865,131.491821
20.49424,116.981689
80.473846,74.967651
54.307648,34.849609
16.666878,10.835083
5.386638,11.312134
63.505466,17.984863
90.972046,114.234253
112.572021,127.185059
93.461151,114.58429
77.895721,64.279907
116.167099,43.522705
19.821436,54.453979
27.279108,172.848145
77.065224,102.003418
29.242615,46.751587
82.228973,6.535767
5.639819,58.923218
152.71405,151.664551
91.260925,54.774414
35.994862,70.973633
34.942852,103.351562
91.303078,155.0896
37.142025,60.515381
14.892893,70.136353
47.849987,63.02832
8.825507,48.650635
36.654652,43.069946
32.016911,72.963867
47.166401,29.996826
46.058136,138.516602
87.737373,39.940796
47.172676,133.696045
118.578484,109.178345
112.181152,73.632324
114.448685,36.136658
3.837689,53.182617
14.802094,282.986816
44.463863,55.542358
40.789257,46.61084
4.757764,30.541565
21.790863,4.647522
84.26123,53.215393
4.668331,57.250977
5.389227,98.789978
27.255398,26.336609
10.939731,55.313354
34.61797,201.353516
9.774179,14.168091
31.417656,59.317871
59.025024,55.634766
110.298195,103.349121
47.125824,40.809143
42.69939,76.049805
4.980187,28.36438
24.755589,27.788208
23.441898,302.226562
64.162613,99.548706
19.593678,22.775879
24.033955,32.494629
224.006897,11.695801
21.18689,20.987549
77.778236,199.067383
19.061035,48.070801
25.646151,38.629272
56.789356,19.921875
3.132773,83.321777
91.28289,166.76416
30.807404,24.819336
50.74456,133.409668
23.776606,51.659058
5.521779,5.092651
20.592056,61.162598
21.188908,43.642334
49.412487,51.106689
44.068405,43.960815
114.644859,22.210571
29.537169,81.912476
16.794079,65.844116
37.109257,124.075806
90.474678,19.289551
10.82969,93.219604
52.179161,16.492065
100.169868,32.762695
15.816597,4.229736
24.065905,2.479736
1.441693,95.19043
34.095894,69.303467
94.621078,116.32666
28.643177,168.040466
13.656386,17.997498
37.35677,11.820496
38.953751,22.928711
73.488159,15.951172
91.258667,106.712524
62.560875,23.313965
28.224014,108.32373
13.689626,59.444092
17.762283,4.124023
3.428161,54.064941
17.122375,145.046875
47.069286,48.729248
60.354786,130.609863
112.716431,4.634888
18.438131,70.317871
70.711777,83.272095
28.080669,76.595337
59.083187,53.542969
47.555782,47.105957
14.88081,43.020508
82.436691,54.519531
5.468367,61.364746
5.955266,72.17981
3.968388,92.662842
38.229874,44.240723
3.161942,37.87561
103.400574,58.824707
167.407516,67.673584
59.389103,107.644287
75.183105,27.628174
80.896744,133.217285
95.770065,92.710449
39.481995,63.342773
106.651291,48.836548
33.852417,85.348938
83.256393,147.266357
87.202774,13.944336
37.596931,65.772461
88.200333,65.770508
66.404427,65.612305
9.331102,66.090698
76.210907,23.358398
54.290161,70.126221
149.406357,28.228516
160.947693,160.59375
59.64777,10.157349
102.338768,119.402466
111.585381,172.535156
105.126572,127.966309
70.483955,108.597412
109.777946,20.115112
15.470549,72.223999
4.811261,30.397827
50.043564,70.721802
32.969788,200.460815
44.730328,65.630859
36.229851,62.061646
17.028053,62.071045
58.002296,30.887817
64.021286,74.413818
71.476105,73.350708
180.9245,108.283447
52.456459,7.17511
54.539871,68.046631
40.239105,91.273071
67.603981,82.144287
63.847424,44.130249
38.66922,83.377686
12.192791,8.354614
51.691399,63.586914
5.33153,9.164551
5.2401,16.655029
22.465876,69.910156
13.238119,67.781738
26.547493,58.895752
47.16502,14.782471
71.333733,48.754639
158.87001,33.784912
98.513725,48.981079
214.042435,22.39624
98.441101,25.316895
59.029568,72.233398
49.151676,40.028931
138.311279,90.42041
34.14323,53.772827
37.394211,35.178711
25.894915,1.627747
37.574364,59.514282
50.663952,56.076782
126.653069,127.582031
44.498108,103.525635
38.461472,49.702148
84.963425,48.540833
123.07888,8.112671
38.146011,2.675781
34.95911,76.448364
18.264135,159.834473
64.388855,65.840698
10.797641,56.572266
21.829292,48.82605
150.576019,67.428711
6.798651,85.567627
100.665138,95.413818
68.803856,11.499268
31.324917,32.918335
48.082321,64.149292
143.366241,30.082336
130.69519,107.179688
7.546983,63.155762
52.659893,127.174561
65.488396,9.518066
6.300452,55.788086
114.581161,166.674561
5.613519,53.386475
31.311163,67.53772
9.333737,80.005371
147.015656,80.730957
53.103626,165.142578
45.34901,23.152832
62.328522,41.268555
35.205116,9.883911
2.373093,108.054199
47.10997,109.123047
158.087219,30.699463
63.258396,59.061035
52.153484,43.170654
26.996424,258.11377
73.991951,12.147217
75.280701,110.268921
71.408569,65.154663
108.024071,287.335449
35.931858,104.604736
127.054001,193.188965
39.319698,19.369019
73.508141,135.000244
31.454702,5.250122
48.130913,25.60791
79.483131,22.581909
67.15136,41.36792
102.224937,56.61377
9.587657,209.97168
1.205286,33.945129
154.247757,13.098633
24.544121,26.170776
51.682747,80.514282
9.457382,95.983887
76.03643,59.602539
38.911705,98.435791
52.693836,72.291016
79.143036,40.020447
74.746933,120.435059
54.500687,61.130371
1.288434,46.960205
24.720266,93.820312
53.320724,15.164062
9.299451,5.089355
46.197495,49.509766
116.159775,17.090942
1.365636,305.527832
136.574387,88.012207
106.859322,26.990356
72.013191,54.297485
5.386918,23.251709
115.063469,20.387451
21.366663,5.710205
41.841942,73.700684
34.837273,174.143066
56.656677,2.869385
79.310966,51.303711
2.497654,51.5354
81.008675,43.598633
85.524773,44.433044
20.564613,40.141846
140.733002,21.047119
22.735163,27.498779
150.082367,112.36499
189.373825,85.273804
11.122127,23.378906
76.823051,57.673828
13.412763,46.241699
93.735901,83.08252
113.123993,80.473206
28.880524,19.748047
65.063759,34.262085
36.844913,100.811401
43.687828,25.738281
10.924288,108.61084
83.151115,9.505005
8.521454,58.402344
55.87978,102.58252
5.264355,38.311035
62.838448,20.195068
121.893898,61.383789
26.091923,61.092041
128.54631,120.105469
2.005612,30.987427
64.449867,33.438477
36.126438,49.601685
56.523987,15.454102
110.344315,32.878174
93.168266,46.205444
50.873726,40.242737
33.398598,8.869385
57.084278,21.72998
55.415642,47.769775
24.276752,56.522949
58.979259,138.062988
49.483749,56.78064
54.239708,5.563965
76.256142,80.066406
80.844521,14.373657
157.418869,54.053711
81.279961,91.235107
60.783726,71.961792
94.50135,96.676147
2.591228,37.099609
46.096294,201.969238
69.506378,44.462891
25.349064,81.851562
57.733257,186.521973
174.368835,143.562988
44.710026,120.675049
38.738956,41.040161
50.119305,134.34021
10.995012,1.527344
109.788925,40.931274
73.706932,81.147217
76.356201,12.396729
10.160433,33.151367
53.307064,21.936279
48.235451,30.069336
52.46574,71.492188
31.948841,251.115234
44.575665,68.768677
177.499268,70.864258
16.005535,1.575928
9.632978,101.73584
10.811035,71.315186
15.43593,35.05957
42.383106,20.080933
46.080372,118.033203
92.43251,84.263672
5.721487,12.348755
25.191399,130.478027
41.514709,15.353027
34.577583,32.893066
140.678955,91.58252
158.337738,121.203125
112.022598,55.297852
45.454426,33.156738
136.524124,85.014282
27.117785,59.948975
122.323418,12.0271
104.777458,67.091064
91.107933,65.346436
119.536102,63.734375
13.533911,12.116455
6.206984,8.657715
4.610066,10.739624
99.034279,9.760742
51.262569,22.654297
96.118103,60.807739
58.743149,45.252563
68.211967,168.97876
84.132751,37.724121
143.789062,83.58252
83.610405,29.583862
34.645519,52.612793
24.884901,98.807251
8.780167,55.700317
34.353535,34.009033
24.399281,149.371582
5.782046,30.209839
49.584694,86.342407
32.07885,39.73291
56.229591,32.050659
87.618774,72.727051
44.78413,9.233521
118.585304,56.904297
41.471889,93.784424
18.794388,21.095703
157.170425,73.207886
65.2005,193.205566
25.832834,141.166992
46.354599,33.599854
9.44976,51.835876
67.469841,39.203247
49.49815,102.729248
105.725128,42.012695
34.258049,117.681396
