ST2,GFP
1135.306396,27632.12891
144.82515,15627.03906
547.592407,8199.716797
1065.228882,29521.3418
14.570801,2195.294434
1390.627075,10917.47363
341.13028,7888.361328
805.904785,14621.4375
1036.608887,22281.43945
772.543884,23985.71094
2087.075684,35053.33594
94.461678,6409.317871
4653.734863,39477.32031
665.302612,8805.347656
270.167023,9901.045898
189.217133,10024.25195
3949.841064,43336.51953
1829.687012,19265.22656
791.381531,24122.73438
406.447906,8630.142578
1759.36731,23400.85352
452.676331,26617.4707
157.590546,1182.526123
1267.787476,71258.47656
261.23764,5861.834961
894.938965,19380.46094
1244.301025,13795.44434
670.42041,8521.265625
272.884369,18134.56641
384.946472,23114.41602
260.242218,8433.756836
1021.996887,23183.88672
301.924438,27116.14648
631.09552,34335.26563
571.696045,9682.712891
390.045135,3036.805908
1461.284424,34085.9375
736.249817,13752.47266
2140.881104,41778.95703
4220.797363,55294.50391
368.202148,12385.70117
226.298447,3858.109863
594.24353,11521.79981
892.075378,9040.523438
251.067184,20855.18164
330.234375,6196.391113
68.75489,18639.9375
458.097961,16703.03125
603.76062,11821.20898
202.511505,8835.296875
713.060364,18366.47852
1847.345947,30909.77344
983.106079,26489.81055
519.958923,8881.15625
346.525085,7640.233398
400.420044,12896.75195
875.386475,19656.88672
108.737442,14424.08106
555.473755,5359.8125
339.491821,8042.404297
1419.734863,74522
217.556091,7083.556152
3571.162842,65189.01172
212.10257,13250.87793
179.155807,3664.883057
1376.57666,13223.69629
1139.989624,17716.48633
191.600021,16194.42871
206.053192,9890.121094
524.133118,5677.537109
593.08905,10407.66895
194.689209,10630.82813
368.735382,17861.62109
353.233185,23063.26172
436.608459,34654.32031
284.983002,8907.171875
594.544678,45823.85156
323.60791,18471.62695
651.730774,5606.335449
498.766632,6106.716309
352.673065,7734.245605
1733.360596,27403.40039
251.176895,11727.26367
562.517273,5739.287109
196.569321,4387.468262
104.497696,10355.43164
391.991028,26922.09375
177.019455,2946.957031
1210.363159,70636.86719
675.891968,35915.24219
438.493256,23259.55859
345.350006,4630.487305
546.370483,17806.27539
133.425903,7233.652344
987.7724,32818.27344
1197.358887,14720.92481
224.884048,11587.66895
2545.145752,22848.09375
151.23204,16654.56055
222.140701,6991.436035
1212.333984,53100.07422
851.260071,35515.77344
444.234131,26713.79297
1336.622559,58744.31641
295.356689,6387.402344
266.772339,25399.99805
466.697052,13892.92188
203.643478,7913.924316
739.549744,13942.15137
264.440002,19509.88672
428.150116,8520.220703
65.14769,3183.345215
1273.523926,60208.53125
5195.917969,104272.2031
339.091248,6472.870117
2259.577637,29254.87891
216.873276,3401.060059
379.421082,11432.39063
5741.624512,106459.375
482.730621,7437.223145
94.635254,3864.082764
151.290375,8096.212891
2638.685059,59967.99609
239.894775,13925.55176
351.358185,9493.696289
77.831589,4530.496094
785.106445,50720.05078
455.775238,10840.03223
301.721344,16452.94141
554.154907,17403.53516
402.72998,22299.16602
589.044189,13462.35254
563.667542,8251.357422
721.542358,9844.426758
388.406464,14543.42969
235.015427,2599.389404
356.344543,18121.71484
235.305084,4421.067383
1605.481201,35743.77344
475.083893,13726.24316
218.715179,4031.446777
209.254211,2423.5625
277.225098,5999.188477
550.716858,26456.57031
257.274994,6844.730469
604.941711,10585.19922
248.366882,14200.65234
81.911736,9742.37793
241.600952,10389.27051
2150.809814,24658.5
223.680756,5256.106445
295.209076,12613.48926
277.603729,6963.954102
2842.843262,111823.2734
937.774536,40751.16797
224.53125,11685.03711
4476.463379,190060.1563
324.194092,8470.563477
116.818291,16725.18164
242.444412,11329.37988
252.357712,34420.12891
732.86676,14180.46484
371.468231,3470.305664
198.863129,5932.868164
137.088852,12377.72852
495.738708,15332.02344
423.33551,11540.36426
2396.049072,54153.16797
507.305725,10122.78516
1966.209961,36099.60156
353.331696,9148.186523
390.073883,33049.72656
105.768173,20017.36328
37.03894,18965.48047
358.288239,11387.33984
215.452927,7338.212891
1017.168274,17888.99609
225.113785,13609.07422
635.646423,36492.85547
348.63382,14685.85449
543.681091,19849.83398
322.986877,18228.28125
363.263367,23552.16602
1633.57312,14252.64453
1440.61499,52557.92578
1183.627441,23988.18945
328.574768,21096.35547
1134.498291,51380.95313
939.536621,10403.46484
1505.611694,38202.1875
472.512817,29531.65625
697.948364,20109.74609
431.983856,12810.21875
169.330612,12383.01172
507.677399,13859.52832
509.113556,9489.128906
332.088196,20932.77148
678.148376,29691.82031
112.112503,5604.662109
184.110977,17475.94141
975.282593,9923.454102
481.588745,19460.39063
903.015503,32549.35547
569.112488,22845.89258
429.647705,21496.08789
1768.030151,60287.63281
246.431213,4559.407715
164.682083,12638.05664
326.128571,16290.18066
549.97467,19520.51172
471.397339,18032.31445
621.5177,11264.45703
2470.620605,79317.97656
328.231903,8779.249023
188.974503,19861.01367
145.407089,3684.113525
565.089539,16176.57422
559.341553,29701.90234
499.128815,16275.50586
949.380737,34603.75391
133.087631,13781.16016
356.303802,8900.765625
226.912491,14879.01367
178.315628,12895.05078
252.516144,5620.493652
2835.460693,79072.97656
281.823883,7988.908203
247.255676,5030.52832
2299.910889,76588.875
244.496948,42803.94922
129.394363,4633.00293
