WT1,SpT2,pptase,ST2,ST1,SpT1
392.455475,353.30954,260.843628,460.750336,628.363464,584.115601
341.164185,251.501556,147.261688,651.729492,302.654755,294.057617
140.819977,189.526413,397.056458,1697.219116,786.18103,37.629066
1034.995239,141.448822,368.367462,632.414307,1412.906372,2070.787842
339.902893,664.452332,22.038879,1780.599854,611.112488,2122.065674
178.595856,137.579315,32.013206,532.257935,332.309937,1221.656982
405.177307,463.019501,305.513672,640.011719,1213.413696,1588.948608
1285.086426,193.302994,80.475395,1442.032471,841.631165,2434.131836
1234.553711,108.472267,285.108948,994.11792,333.663208,147.381927
1249.834839,237.24054,960.899597,2882.033936,612.308777,78.070854
283.795807,26.802824,512.925964,306.684692,530.053101,753.085022
426.37735,1150.360718,1144.430786,1134.616821,1188.966919,1990.507324
2426.967529,736.079895,459.994385,1529.095459,1778.922485,4119.49707
19016.41797,2593.70752,884.725098,9194.320312,4108.503418,10531.93555
451.150604,113.334732,124.208984,851.462158,356.705292,405.259338
1338.360352,1305.717773,363.364594,1372.546631,1582.181885,4154.608887
1411.032104,155.781128,30.02021,1490.681274,612.704041,1409.756836
9079.051758,3262.461914,3644.835938,14437.0957,5829.19043,5906.388672
1007.594788,651.482117,1558.082642,1767.151611,1646.512695,5.740911
1002.926392,140.57637,1049.075684,3320.656738,1039.681274,466.771118
3618.754639,2043.490112,2317.518311,3430.213867,3594.521484,7435.32959
813.52832,13.630026,85.301949,649.061523,483.940002,968.923584
6192.205566,796.27594,44.455841,1865.959106,905.52417,2100.544189
1704.551514,392.718903,310.899109,1171.700439,1100.127319,1898.734741
1016.035522,197.67189,903.045166,1556.979492,2667.530762,694.081238
654.053894,117.936607,281.246796,2141.255127,697.098022,842.836243
588.746033,58.240414,488.247284,1385.839111,1547.849976,1425.633789
7628.851562,290.870789,868.607361,7531.858398,2545.029541,1287.584595
263.347687,732.292053,259.140808,807.433838,1026.096802,2420.659668
5359.296387,1458.404419,1176.064331,4540.657227,3324.516113,7031.34375
295.360443,118.370613,419.194183,690.486206,459.270721,865.270691
681.454285,640.728516,549.179565,996.792358,1235.725708,2620.091064
6181.367188,196.986359,461.725372,1977.326904,1083.037354,548.098755
337.143402,17.513973,133.336197,632.764771,814.116211,1461.99353
2019.942993,2841.593994,192.174484,2891.533691,2050.399902,7711.069336
8907.222656,3059.382568,713.839478,3653.696045,3649.979248,17958.39648
1354.002441,271.155121,395.553894,915.023438,1239.083496,2240.529297
1932.79126,1681.015381,138.985672,2591.9375,1657.865845,6897.768066
192.53273,105.207054,181.818588,670.324097,247.005875,305.826019
671.887085,26.773148,388.264069,1336.819092,456.48056,1044.35791
1216.793091,93.191216,572.467285,1721.093262,1529.794556,313.630981
71.853828,272.511047,177.674423,334.380676,260.163727,70.901497
1748.539673,695.709595,159.650528,1415.10437,503.409912,1583.622314
372.580688,1431.309326,2640.977783,2355.399902,1002.827759,1485.886108
603.696777,1552.230469,2693.955322,2694.552002,2883.115234,3153.250977
1320.078613,546.895813,229.508362,1322.933594,704.884399,1596.611572
37.774395,490.258148,306.913727,1129.490845,771.294678,1112.895508
647.482239,331.656647,20.47447,548.419373,352.568451,1027.094482
1026.792236,2246.94165,1136.171875,2981.593262,3164.758545,5821.874023
3119.480957,994.70697,1643.104858,3402.534912,3828.748535,8778.258789
2650.54126,1110.377563,73.098938,5002.691406,985.897217,1894.182861
3972.20874,2539.065186,1429.094849,4090.35791,4812.267578,7942.426758
629.382629,1334.106812,1631.672729,1267.896484,1933.250244,3915.210938
10074.06055,585.5896,2.870565,6821.928711,1491.251343,4953.497559
431.056396,83.422653,172.949921,451.289124,658.436951,838.124695
1081.279785,1828.824585,2260.320801,2970.356689,2395.173096,4066.834717
166.584625,126.897713,290.591064,159.862106,565.383057,327.424347
382.850616,516.391418,817.966248,631.487061,888.173767,1601.947144
1860.489136,715.155273,1919.439575,2377.741943,2410.547363,1049.129639
82.402176,767.744019,940.412598,802.944824,1419.528809,2037.847046
335.617615,25.214235,158.504074,296.974152,198.751923,8.569648
135.943512,390.549255,1411.071533,1985.245972,1692.383545,770.00824
767.234924,687.503662,523.095764,514.638367,313.283264,1248.20105
264.506897,121.843842,197.718369,357.11438,352.575623,212.807236
247.259399,430.294189,409.991028,536.07373,496.288788,871.53772
3407.305664,874.84082,908.80127,3150.502441,1506.690308,2473.362549
498.453705,1130.945435,1037.364136,1705.235596,859.257996,1017.6427
1366.433594,92.031479,46.357365,1526.23938,510.025818,736.819885
187.302216,739.823242,1424.793457,1088.276611,1427.879639,2045.427368
623.227356,49.865841,502.324524,375.960999,1437.507446,1113.011475
1121.104858,395.563019,432.194061,1374.720093,787.165771,1298.877686
1173.431396,903.631104,316.494659,1147.649902,1497.692627,2744.795166
799.41864,1227.183838,127.63295,2942.927002,988.104919,1960.512939
523.670288,414.735413,1261.226685,1879.505005,1275.417725,116.753494
76.375046,410.652161,470.911743,971.924561,707.237976,1491.562256
4485.224609,28.225088,309.801147,2660.43042,1919.863159,766.019226
892.13147,564.105408,621.810669,983.081177,1187.532349,3129.196533
244.98645,699.453308,215.861023,1132.700806,925.018799,1512.583252
82.681763,473.971924,370.694214,1338.432251,644.539185,826.385864
5216.123047,4130.486816,2797.358643,5310.6875,6684.099121,14192.42285
405.531677,302.891052,321.940643,1590.769165,1383.153198,1519.931763
237.09697,201.83609,52.885807,655.307068,217.882309,543.661438
23.466776,189.871658,516.484375,741.773071,532.801819,475.915192
1905.582642,228.611755,402.526642,1561.43042,599.668335,387.493652
1204.731689,1074.883301,1813.797241,2047.382935,2223.775391,2662.510742
602.404602,824.930908,144.791092,1497.689331,801.859497,3395.111328
2489.310059,682.682434,316.854401,2479.93457,1732.750122,3422.423828
773.745972,202.456085,378.99234,535.167603,294.150269,264.575623
762.566711,42.0107,945.119019,1496.50293,1377.662354,300.521637
246.318359,211.501602,55.942036,698.341553,470.711456,871.603455
6515.498535,162.806274,19.500278,2112.615234,734.146362,1522.182739
827.973145,307.670624,293.063721,1909.571411,944.399109,1008.831055
42.598396,636.108887,541.486694,870.456665,994.296936,1668.862183
1504.555054,780.859924,631.261047,899.228333,4118.255371,4228.872559
4288.364746,352.277161,2132.122559,5793.313477,5798.507324,4741.63623
147.489288,152.424942,197.693024,1806.567627,518.000427,270.156128
3479.360596,678.921509,1102.531372,3005.188477,3916.283691,4645.619629
82.980225,414.723358,604.352295,468.707458,613.307617,859.765991
285.838654,178.667908,178.811356,258.613831,605.975342,932.750793
426.693329,113.131607,261.958862,1436.764771,792.394836,402.562317
938.677979,574.984253,544.705872,1172.990845,1252.819946,1628.324463
