ST1,GFP,SpT1
34.919041,88.281311,39.664688
-29.166485,60.147217,103.065002
64.990677,105.701172,133.893616
39.19276,11.669678,76.10199
20.100803,5.86731,108.728775
-19.613157,45.066162,24.466827
-9.395667,6.778015,74.166397
37.580238,24.477112,86.46241
5.039977,5.508911,78.334152
87.980179,223.93457,62.546326
16.83172,77.199829,58.639481
-66.23243,79.328979,17.812469
92.261475,17.632202,83.295815
-52.611115,54.827637,63.070953
-77.126564,153.586426,9.662476
46.072319,22.441956,98.423653
4.610833,40.516357,107.157532
-41.803883,74.371826,77.162613
-35.144093,144.664551,31.699036
5.77778,25.794434,28.629776
-3.497937,62.87915,79.150185
4.347844,15.074951,33.309845
54.289352,171.913574,52.672638
44.422966,190.732788,83.432831
-31.379391,10.69458,18.983887
-53.434441,40.594482,87.263924
49.026993,118.788574,92.91452
-31.927698,35.955078,16.222153
-1.386763,9.380127,48.514091
97.689964,65.333984,66.088745
3.436013,30.74231,81.065063
4.765678,42.646118,10.082123
-0.745716,55.43042,67.446533
60.933498,13.047607,140.087738
-89.708885,45.686279,46.215225
94.421471,54.129395,6.90123
16.956814,82.739868,81.973953
-91.693199,38.556885,123.083038
95.76754,89.286499,64.960197
-42.28685,25.842163,35.945557
-20.076172,161.80127,23.541473
130.53598,25.77063,142.176758
-0.190472,44.202393,133.808319
-11.578077,5.091309,58.370064
164.865555,63.729248,76.197433
50.374985,190.944336,49.085754
47.774273,52.035889,32.862076
10.637509,62.906433,80.363289
49.365463,47.670898,84.160645
-11.104399,164.074219,2.017731
-132.900558,17.979248,32.686935
-34.260666,7.93042,121.966553
-42.656284,43.170898,21.91452
-34.089806,43.407959,9.162628
24.255707,8.456421,59.77002
42.034203,8.654053,83.385857
108.267242,87.460938,11.910141
35.9855,34.883057,67.920563
52.093536,59.773926,79.485809
45.595551,69.186951,15.627594
109.134033,102.699219,91.057449
8.882451,180.516846,11.231186
9.402557,30.404053,62.733955
-50.065357,129.274658,111.244423
70.566605,54.461914,26.431519
36.712311,36.215088,35.336273
-124.356956,31.216064,74.908676
-46.739235,16.617676,72.240509
114.098305,89.523193,124.68782
-55.744316,56.323242,93.420166
-52.51754,18.493896,109.6987
-49.539886,93.639526,102.874565
-25.950401,26.451782,22.296585
12.822581,52.52002,121.236389
-60.535061,46.702759,24.070023
138.8284,29.235107,17.869751
97.308456,25.903687,31.312454
152.50528,25.674316,53.873932
27.243027,51.050293,113.903992
35.713024,64.747192,19.236038
-41.751495,107.462891,35.339783
-21.387894,97.386719,22.398804
-47.62331,77.947876,56.187515
53.61237,108.863281,6.988312
109.119232,188.604004,50.602722
15.390614,34.764893,50.563263
108.843384,32.194214,15.262772
27.647078,70.953125,60.812378
21.158831,167.22876,47.349915
-9.772942,29.679565,4.868454
215.797089,71.634277,238.220123
31.703024,5.745728,33.698288
117.956459,22.718994,46.341888
-17.829454,74.204346,109.178513
-47.720509,16.82373,46.60878
62.687309,125.270996,24.534286
-18.429121,137.338379,79.771957
99.976227,35.672607,105.378601
64.677879,40.105469,74.870392
29.750023,45.275818,66.218163
-32.03167,70.607666,103.832703
-28.694187,94.135498,128.285278
42.724884,13.947754,43.905243
-101.918388,2.719238,113.577118
17.445826,74.66333,51.910431
91.241127,72.746094,57.979797
36.255394,47.166016,74.093033
-1.518833,76.073975,87.271027
67.104279,3.719849,22.133171
-23.208027,102.432983,32.698868
47.33786,25.149414,12.766754
28.358067,63.731445,183.311157
-36.237377,10.942017,76.342361
22.136766,74.0354,61.14151
47.892792,22.045776,72.304901
111.289391,35.338867,101.930969
64.731133,44.776123,72.213585
64.207108,70.621582,147.008255
18.366148,20.899658,71.133301
17.568481,44.539551,26.973595
0.859078,185.408569,132.527008
57.050819,31.224854,95.402054
3.12204,107.001953,89.868469
64.091087,16.032593,30.052048
-71.732574,98.016724,93.032188
-37.034241,37.254761,90.78476
68.172523,31.996643,51.373749
-22.780802,66.217285,84.011078
9.539734,60.02832,27.433395
-56.936508,54.398132,82.583687
62.107758,23.588623,62.562813
37.663788,85.240112,96.913315
103.131165,100.469604,12.483215
-24.114742,76.963867,75.304688
91.89502,39.341064,102.665955
68.00692,118.61792,104.465027
-3.833588,31.470703,113.276001
-61.073101,66.34375,8.102539
5.327751,10.230347,28.303963
177.580017,41.060059,146.341644
32.567551,32.49646,57.873184
18.113207,190.132324,154.944458
93.278198,46.062012,135.077667
85.151627,58.843384,19.158401
-43.284107,97.744385,14.507645
-9.412379,109.418945,47.038208
63.647114,28.036621,89.240845
3.322635,36.635498,20.166031
34.624138,2.294556,53.123833
54.489197,110.885254,35.52533
7.550502,19.884277,98.951607
23.372892,8.969238,32.118347
117.62001,18.315674,113.579086
55.355103,5.396851,46.765839
89.414757,34.132324,93.999008
70.45079,90.504761,66.973679
18.491508,92.838257,9.084595
-101.478943,28.703369,29.043655
3.22092,120.914062,104.164597
151.3293,97.273438,118.609825
31.459415,39.490356,65.642014
48.539234,57.408203,58.763565
-0.249029,35.743164,83.764374
49.264431,63.881104,82.387665
-22.399296,49.240479,100.59137
-78.783119,42.360962,105.670639
69.130501,37.224976,37.959671
6.98734,87.336243,77.901443
-4.687507,46.205566,55.649414
33.329926,36.672852,53.401779
141.748566,8.863159,59.07753
11.029219,2.682373,128.632553
-19.238092,15.524414,63.271286
-36.231483,162.543457,34.385376
136.999939,48.016418,16.488205
26.059355,58.296265,27.889526
-14.772367,40.311035,125.385025
171.846039,5.354492,75.171448
-6.072376,63.882385,34.762985
21.458694,81.139404,87.62442
72.349442,132.001709,42.255844
67.856689,59.782593,68.631226
44.043987,86.855469,75.329185
60.969681,73.269775,56.303986
-6.421639,24.507324,93.498352
36.850666,56.91333,66.94593
73.504921,54.16626,39.321457
-21.821301,30.267578,132.983017
53.872276,7.858154,88.498688
0.959063,27.182129,71.906441
9.976518,11.414307,54.139099
-91.854919,69.492065,73.26741
-98.45076,99.856567,2.430054
54.541065,84.920898,183.414169
66.751007,20.492432,94.825623
16.347599,48.511108,49.156509
41.742443,24.258789,89.414146
109.215935,176.984375,42.050049
-55.297211,1.397461,135.210876
-39.001625,76.241455,30.021301
9.759459,40.264648,28.496292
31.017365,48.482666,27.300903
-43.539547,62.802124,78.86261
76.828918,9.929688,38.836456
109.062767,41.620483,61.583069
-28.786541,51.505615,83.490219
13.186871,93.236694,47.461479
38.152557,45.375854,74.891228
32.525272,13.191406,76.779785
36.077301,28.621338,106.893028
35.188408,21.889893,109.463257
26.782288,79.802979,17.939911
68.362183,36.086182,10.82663
34.911461,39.334595,42.63546
76.50663,43.774658,58.678406
-15.853594,63.32959,55.648926
-72.626793,48.801758,94.96936
-47.697868,59.978882,127.848839
53.88517,107.253418,79.911224
-24.99551,67.960938,119.232605
98.212143,41.315674,18.222961
-8.222099,18.879272,6.235626
23.652504,5.065063,74.006569
2.496513,38.556152,61.893929
30.889677,38.700928,138.844574
62.004436,71.947144,19.930878
14.768481,35.509033,105.430664
84.173737,13.688721,32.698906
-8.402587,120.734131,51.295227
35.629486,10.91748,29.097717
-84.638771,18.33667,77.656448
114.70356,17.083984,3.019257
-72.191902,57.622559,33.049744
126.178711,105.307251,72.795776
0.94261,83.287964,103.09523
60.43425,31.411926,84.94651
-21.916348,48.092041,78.280777
32.73769,51.977783,127.880066
27.418804,23.967285,39.009918
16.631615,38.636719,95.400269
-44.532146,199.293945,36.631683
98.563499,54.755554,32.802292
-103.566559,123.729492,16.00354
-28.218266,147.307617,51.786163
23.383053,86.689575,43.209854
89.408867,23.446289,59.071396
-119.678909,43.512695,46.16185
-13.986654,20.491821,131.196777
-25.353783,25.021484,47.125977
20.073092,44.080566,94.673553
39.963921,9.061768,68.93103
103.643402,100.737793,74.592041
27.659061,103.805664,82.023254
0.080698,6.776733,69.671814
61.835434,59.870361,71.650223
-31.831833,15.776367,50.819168
129.63446,162.286621,41.960693
50.169647,95.289551,24.146957
15.773158,53.011841,25.551224
-17.514997,33.433105,36.73114
-6.027918,42.78894,19.025436
73.778549,35.971191,84.830032
25.700209,42.684814,22.52626
144.906631,92.886963,23.53009
101.106209,2.399536,13.588959
68.159386,74.251953,62.731415
22.06912,44.008301,106.19989
60.126286,89.259155,22.97084
79.041229,29.145508,32.966797
-24.109413,80.162109,7.039093
50.264717,79.943848,144.768707
74.512222,88.552002,60.406189
67.979744,69.334106,45.571671
-126.240639,33.750427,66.244957
-13.379752,29.861816,54.77916
25.671347,28.609375,102.268829
-73.781532,37.215576,22.41713
162.579132,78.668457,81.270203
-12.023171,62.118774,26.762558
37.27,38.666016,79.080872
-79.854836,119.292725,61.638367
75.137657,53.653809,83.590897
28.006147,15.354248,112.096222
68.276268,75.430298,51.969971
-87.529556,1.859619,67.713562
78.144814,47.157837,51.546143
135.327148,47.252441,22.702942
-42.876171,51.035156,22.191147
-18.545599,14.864746,40.045868
55.492935,81.557983,50.646408
-48.873352,7.14209,50.007172
26.359409,64.584656,12.716415
10.571836,62.724365,17.40596
65.700714,2.874268,42.764381
80.07692,134.872559,89.684021
21.483992,94.743164,89.299866
-48.83746,98.091187,137.131836
44.360977,36.735962,37.190399
12.449064,95.828491,55.867722
-25.410433,60.422852,83.139374
24.453951,53.22168,83.185852
-65.75383,17.241333,122.971771
56.294518,44.863159,86.267441
-117.941658,25.696289,50.979584
40.732738,40.670227,99.974251
124.787857,64.597168,65.883499
97.542145,46.363525,27.384979
-6.400452,51.817627,88.815475
34.256622,91.941895,20.014038
-12.531259,112.934326,273.980194
-50.871906,48.03418,98.319489
49.975567,2.624512,97.85141
6.516751,52.119263,32.72522
-88.202049,53.226318,39.494537
-134.299835,161.802124,154.389526
33.457619,43.915283,101.781891
100.931076,1.85791,34.614975
9.800633,52.5802,61.086517
94.182068,3.00354,90.87487
53.890686,26.788574,118.999176
71.845062,3.525146,18.202728
23.148903,69.080566,72.061432
66.082214,65.148804,34.001892
59.000534,43.346558,80.339287
43.339142,162.271484,54.138
160.053909,59.02002,160.71637
-24.584,93.496338,53.497604
-26.627506,53.195923,64.834885
-3.080311,86.987427,69.269699
-20.686913,114.799316,137.001892
-19.423746,14.730347,98.856735
8.825769,116.816528,84.862152
56.228825,171.625488,12.532227
67.930092,3.584106,111.551926
-49.337017,25.466919,97.903214
143.108521,139.965393,139.239655
73.749611,62.846924,71.534637
16.316498,67.737122,51.247749
95.893684,76.243164,145.85025
26.124289,3.599854,96.751221
-34.189384,55.525391,95.950623
3.605568,47.922852,116.634689
29.523525,12.86499,37.934937
38.921982,29.321533,66.764618
11.030327,85.859863,108.699661
-55.236435,66.657715,74.137512
-6.376472,15.000366,38.444412
-26.724365,34.619629,60.796112
-29.254972,54.470215,41.168793
9.9714,38.407349,44.953384
-4.614369,26.951904,56.346771
-39.955242,22.365967,84.484482
-6.452714,31.527344,55.917381
-38.057022,47.472046,47.72319
-9.479559,80.341675,45.741852
42.081329,122.827393,153.484009
-15.570453,32.325073,74.152023
26.738317,93.469116,20.927406
-61.38319,31.407715,48.848892
31.047997,12.226074,63.472015
30.862101,31.5802,95.688858
127.57386,63.505615,52.816681
-56.081974,97.10376,101.095428
-21.138809,45.913086,32.857788
-28.799141,75.759399,77.339539
53.64642,16.228638,31.500381
14.763889,22.237305,43.878418
-11.342428,67.624756,59.101746
-2.606606,51.865479,35.311295
64.291969,50.49707,87.508423
-6.541498,55.207764,64.655495
12.269044,54.480286,130.778687
-9.650075,163.383057,34.384247
14.184768,45.425598,67.330482
72.349167,51.751099,28.887566
82.36956,47.449585,141.282303
121.09127,3.317627,86.283661
90.981995,109.084961,129.642685
-18.81407,53.228333,69.838081
92.072586,100.832031,73.091476
-37.47657,29.807617,38.757706
19.985689,166.675293,70.428528
-0.138449,1.425781,65.132919
63.010502,12.185547,57.439117
-76.590195,14.976318,27.223373
20.445002,84.60498,132.322784
-58.58007,103.337891,131.218948
28.335915,20.181519,68.907288
151.954666,67.151123,57.979706
166.972,68.063477,19.129089
-4.319786,10.496338,56.834656
29.551943,60.037231,52.532028
118.520004,33.13855,87.605934
129.798645,22.700317,164.093857
84.538246,67.064087,39.871223
169.718445,121.741455,175.10965
95.575905,150.04126,40.994064
-15.279387,85.896484,24.49295
-2.566389,99.372559,40.447205
-74.388184,79.493652,81.206055
-46.328598,54.993652,200.218353
138.766388,46.447632,97.161011
-5.627714,10.992188,103.157288
130.299347,55.331055,96.40271
-48.167278,37.359131,66.363525
31.547741,21.072266,144.025116
-9.549423,52.138672,23.779327
-20.590914,82.906372,104.28286
-28.935982,56.57666,76.358093
66.947166,14.407593,12.713127
-17.051609,61.307617,40.465332
81.268875,60.220337,29.859299
82.20108,97.366699,41.833862
-28.887011,63.545776,27.744644
-21.970516,128.578613,44.40451
55.021122,69.30542,4.788651
-6.676942,31.712402,117.505219
24.12075,23.968323,47.111511
63.13884,32.241333,34.084808
60.770451,29.959717,117.777908
113.384331,17.324707,81.471161
-5.824113,20.858582,132.427856
73.020218,89.333008,177.56192
63.103642,115.0271,71.929947
-42.588882,65.062866,123.176544
-37.529293,5.01886,50.357605
99.511055,33.004761,103.435776
39.630955,24.692139,7.907288
-19.378096,224.417725,36.721466
-21.410412,45.698364,77.611
-57.20612,83.041748,60.243134
14.983366,58.50293,115.729218
44.409641,12.513184,80.038704
-13.829084,14.907593,57.860748
50.703381,25.549561,73.826233
41.323975,59.22876,69.027618
18.422276,46.587158,36.533539
-12.617498,35.231445,122.786743
15.045585,129.675293,21.141693
88.682564,91.089111,115.071472
26.029202,58.746338,42.482819
159.184067,89.45459,97.690308
117.568192,28.657532,59.382645
82.719711,51.894897,45.44957
-7.200304,48.904114,125.042137
-26.899803,25.837769,38.999405
-41.300407,109.992065,72.620911
-1.618775,58.900391,58.7789
61.697433,18.506714,99.328247
-26.819708,81.105347,51.080261
-52.311501,73.751404,98.68219
52.679024,72.048828,110.334045
-11.220397,77.982422,28.446365
-49.208515,72.318359,82.110046
37.815609,139.95752,2.21463
6.855282,4.781372,77.156502
-36.764668,40.018188,11.994797
-29.462679,24.62146,56.912994
90.817924,54.556274,27.415466
21.015491,120.37738,144.58786
-39.239689,74.448364,27.055084
63.2925,52.137085,8.703163
29.479837,3.575439,92.662888
-44.752193,42.037354,55.54274
17.629915,99.6875,148.285828
29.403852,29.558044,109.924118
-24.703789,33.375977,80.350327
45.013077,39.534912,11.474319
84.00975,40.976196,144.870712
120.091766,86.671021,27.461899
-87.183708,23.984375,114.634079
60.104443,15.416626,89.157158
-63.442371,24.130127,88.98661
25.172611,28.150574,109.555008
51.701271,65.484619,40.202423
28.080391,47.869629,56.089935
-34.048485,89.31897,52.512558
50.270077,85.672363,75.668762
79.074806,25.831543,73.178635
-72.308701,86.950562,66.804794
99.391495,67.333252,109.693314
-3.52499,63.663086,35.170761
-2.751701,112.405273,74.93277
65.002571,51.901855,125.636002
5.362318,46.511719,54.579071
-8.660743,2.712891,94.744881
-17.662945,27.394775,80.741058
-15.40027,52.063293,34.400253
-19.411854,3.953613,76.879822
70.890472,12.612061,7.372314
165.340942,4.194336,67.088539
-16.672743,6.40918,55.37957
-39.475117,50.148193,9.212006
13.502316,50.275879,72.165802
64.119141,99.788086,20.018463
-13.749049,43.666382,54.296478
76.292862,109.074707,114.008774
48.407314,4.962524,8.576935
-24.855759,25.839478,87.560333
-14.985968,69.271118,92.650673
22.438574,50.888428,42.691895
26.448406,52.735962,28.327148
-17.051519,22.675537,61.185486
-26.923473,103.059082,77.544861
87.282349,29.436523,5.37587
28.807283,14.275879,111.044724
57.620911,8.046021,16.8843
-46.723015,30.25531,72.952934
41.710052,64.966187,49.052475
194.988113,26.609863,45.394531
25.785841,107.879883,5.80127
128.450546,30.918091,156.68782
212.722183,113.30542,102.414352
-92.268349,50.266846,121.428314
63.495312,35.505981,65.992386
77.585884,44.119507,109.789551
-4.219865,54.789307,78.00119
-55.208546,19.417725,57.225983
29.965593,33.370056,56.392639
-16.159338,75.57312,94.499763
-62.679493,65.538574,65.15387
133.876907,19.3396,133.15152
37.926884,22.258301,10.500488
39.775818,31.362549,47.040749
-27.668058,45.158691,88.108643
-57.600075,114.681213,47.518066
22.134138,38.447266,108.610229
87.951775,78.196777,101.523438
54.634735,7.862061,52.83519
-40.54269,72.130127,80.685211
81.220276,30.239868,229.807602
85.28875,79.832031,73.64077
76.745148,143.574097,98.93119
84.532394,53.458008,110.384033
80.903908,35.050903,58.314743
86.716286,96.025146,37.374084
22.338314,61.600098,76.394531
-77.15387,26.66272,28.674026
15.948277,32.365112,78.370529
38.854652,28.222168,176.422333
123.021461,51.873047,12.247238
-42.203133,59.837158,76.302315
119.105789,61.638672,120.223404
34.760075,69.852905,61.229294
-43.69923,53.69519,53.119934
30.881893,50.835938,155.47226
2.881987,6.474854,65.502792
72.869514,21.85968,63.64312
172.625839,82.053955,92.321236
-82.101555,19.709473,9.850677
-74.386948,30.04834,13.066772
102.164085,63.548828,17.826355
150.981827,32.672241,99.538513
-35.043396,23.606445,53.559685
-33.978859,30.288574,70.446396
75.545235,138.033203,37.583984
7.650684,212.062012,23.102325
134.397324,9.681152,53.509674
-16.881201,17.938354,63.753357
48.850136,29.081787,46.024925
89.969635,93.487549,118.41835
29.125952,38.482544,53.963654
67.308586,36.205444,57.958038
25.35236,63.156494,107.533981
-0.478655,24.428833,65.431671
37.576614,2.600586,94.478516
66.724655,52.448608,46.117371
-25.735445,21.507446,59.562943
34.739651,55.881348,41.74614
-37.052128,97.14563,23.269928
47.851631,5.583618,69.103317
45.109306,14.327271,87.399757
-113.416283,47.896729,25.893906
56.551193,50.756348,88.701599
50.894226,94.140381,17.508118
71.472267,94.335449,63.944
-5.699476,12.608398,59.951729
20.658344,151.181152,125.944427
-46.284874,78.90625,68.121246
49.116283,18.907227,19.646027
-0.622698,55.996094,170.244751
196.568298,62.641602,82.453064
78.894295,52.291382,111.019836
6.617833,90.77124,180.073242
78.28199,40.490845,24.655823
4.882709,76.763916,117.654724
-44.984142,41.227783,62.643143
-23.651976,71.133545,109.695084
34.840847,132.244019,6.334213
21.144577,49.614746,78.979309
39.105492,103.027832,85.676758
63.363186,59.307617,62.413361
65.865578,63.447632,73.685257
57.165737,15.627747,50.511589
11.355431,48.232117,159.489014
-65.731758,46.372559,37.822876
61.269794,32.344177,75.395416
-27.769167,47.935913,72.565605
50.002369,76.99707,19.416779
62.873135,16.843994,75.422684
40.868912,81.697021,48.556213
30.786259,124.525879,73.924957
-21.461082,136.90918,148.032776
-16.06875,27.30957,129.739563
58.644775,15.496155,27.617271
33.95853,72.977295,40.365143
63.182495,42.647583,17.733131
-110.711555,78.30481,8.044693
14.642612,10.537109,97.873596
111.230858,51.287109,69.414124
-29.209623,66.531738,13.951721
77.778671,78.639771,46.886055
106.068115,55.80127,77.193314
-97.904327,12.155029,29.850266
116.714859,53.364746,54.384056
-80.625938,110.159912,15.380219
144.905472,13.870117,57.712708
-19.789518,95.537598,42.298218
102.202217,19.532349,13.289444
-57.432739,33.343262,78.043747
91.590408,158.171631,101.139343
-54.17807,159.195801,90.039307
-44.694702,34.008911,68.335373
56.78616,91.568115,38.871384
28.748655,105.014282,97.104012
22.096825,105.315796,6.482018
91.87899,20.474487,35.673782
-8.34521,153.608398,77.705597
3.419382,43.331543,127.340172
7.619556,25.199219,70.197868
110.8368,86.818848,7.086212
21.089727,4.873047,2.164169
-59.762302,63.684937,58.020462
23.692236,62.49231,129.871643
-57.933891,72.429932,114.667572
-24.320837,15.029785,91.041809
21.098347,42.343994,110.237854
-9.7233,76.949829,57.838989
97.000221,2.154053,45.905365
-70.909607,178.425293,171.312592
43.204124,22.051453,86.461967
-0.679205,19.087158,7.313683
14.574691,82.879089,37.429825
34.111988,3.472412,66.628983
55.439186,41.702759,49.466278
40.465492,11.585449,28.435272
55.004131,123.710693,8.327377
-52.065346,38.052612,77.997002
59.063847,81.409302,50.747894
201.520767,55.695312,64.600189
164.034546,85.301392,74.287552
59.831356,44.232788,134.491379
-39.236794,11.790527,39.155823
51.340199,54.715454,78.771149
67.29715,17.393799,6.113312
43.763123,92.478027,54.888489
-41.353539,49.573975,25.742722
-30.918146,21.993774,63.661415
-10.758836,99.535645,44.11557
23.53112,94.066895,93.883209
-16.178143,60.03772,22.871521
14.781835,88.164551,88.85321
24.56566,34.518982,89.696541
5.688848,18.050171,52.641144
17.415476,21.134277,62.303497
24.763144,29.614136,68.788254
31.30579,47.649902,77.971375
54.927227,47.415039,55.428017
-97.014053,189.790283,41.343964
-37.052574,3.506592,89.835327
-6.775397,96.239014,12.653519
137.312057,19.495605,36.111755
-26.374559,59.750366,72.093811
-106.697906,160.27002,55.47583
77.417076,76.962341,6.51268
-24.456087,40.418945,83.884735
-95.381599,33.231567,65.367233
-105.76339,93.207275,50.844147
45.203075,62.733276,112.640915
-38.257626,19.383972,54.522064
95.42691,55.541748,115.263748
37.126431,90.402832,15.432556
-26.727589,33.020996,21.694725
-64.886093,50.482056,132.751892
-1.981837,7.221802,68.103073
9.584368,97.496582,85.030029
18.402821,4.671143,104.043823
91.757751,53.226624,73.730309
38.214901,46.060059,43.029633
40.572178,6.833008,120.146179
125.954613,48.79071,94.704033
-29.786274,60.857056,103.113777
12.604218,63.955566,86.043915
17.028563,108.638672,53.44458
57.456646,1.47583,21.679054
23.22418,68.437927,108.31012
63.729645,82.295288,177.917374
95.450439,18.026367,44.173889
-24.46928,62.491699,5.686302
94.441254,36.289307,46.482117
83.383278,82.900879,40.483719
62.749931,72.035156,64.364319
31.844652,28.290466,78.33609
230.578522,218.216309,290.837891
41.33889,19.543823,28.66864
-31.259609,70.054688,84.478004
-5.864022,41.565918,60.624817
-37.193611,43.176453,56.182777
77.654381,35.650146,31.481491
-1.721462,24.441772,65.853302
-34.37236,185.679199,17.184113
-78.358727,35.477173,57.920273
4.164255,22.152954,162.559814
11.334544,81.696533,30.686432
19.795593,20.615479,104.243423
-45.478615,78.010986,31.15432
-53.014603,15.837524,38.152313
-32.038399,4.583008,74.911804
66.628609,8.839355,50.094009
183.167862,3.573853,52.780602
-18.122276,24.876953,90.447937
